STA_AWAL,STA_AKHIR,Panjang,Nm_Ruas,Kondisi,Tipe_Perke,Lebar_STA,No
0+400,0+500,706.55355581300,Jalan Mojopurno - Pilangrejo,RB,makadam,5,101
0+500,0+600,706.55355581300,Jalan Mojopurno - Pilangrejo,RB,makadam,5,102
0+700,0+706,706.55355581300,Jalan Mojopurno - Pilangrejo,RB,makadam,5,103
0+000,0+100,249.70623891300,Jalan Munggut Asri,RB,makadam,5,105
0+200,0+249,249.70623891300,Jalan Munggut Asri,RB,makadam,5,106
0+000,0+100,587.05764979500,Jalan Nusa Indah,RB,makadam,5,108
0+100,0+200,587.05764979500,Jalan Nusa Indah,RB,lapen,5,109
0+200,0+300,587.05764979500,Jalan Nusa Indah,RB,lapen,5,110
0+300,0+400,587.05764979500,Jalan Nusa Indah,RB,lapen,5,111
0+500,0+587,587.05764979500,Jalan Nusa Indah,RB,lapen,5,112
0+000,0+100,2755.36335330000,Jalan Pacing,RB,lapen,5,114
0+100,0+200,2755.36335330000,Jalan Pacing,RB,lapen,5,115
0+200,0+300,2755.36335330000,Jalan Pacing,RB,lapen,5,116
0+300,0+400,2755.36335330000,Jalan Pacing,RB,lapen,5,117
0+400,0+500,2755.36335330000,Jalan Pacing,RB,tanah,5,118
0+500,0+600,2755.36335330000,Jalan Pacing,RB,tanah,5,119
0+600,0+700,2755.36335330000,Jalan Pacing,RB,tanah,5,120
0+700,0+800,2755.36335330000,Jalan Pacing,RB,tanah,5,121
0+800,0+900,2755.36335330000,Jalan Pacing,RB,tanah,5,122
0+900,1+000,2755.36335330000,Jalan Pacing,RB,tanah,5,123
1+000,1+100,2755.36335330000,Jalan Pacing,RB,tanah,5,124
1+100,1+200,2755.36335330000,Jalan Pacing,RB,beton,5,125
1+200,1+300,2755.36335330000,Jalan Pacing,RB,beton,5,126
1+300,1+400,2755.36335330000,Jalan Pacing,RB,beton,5,127
1+400,1+500,2755.36335330000,Jalan Pacing,RB,beton,5,128
1+500,1+600,2755.36335330000,Jalan Pacing,RB,beton,5,129
1+600,1+700,2755.36335330000,Jalan Pacing,RB,beton,5,130
1+700,1+800,2755.36335330000,Jalan Pacing,baik,beton,5,131
1+800,1+900,2755.36335330000,Jalan Pacing,baik,beton,5,132
1+900,2+000,2755.36335330000,Jalan Pacing,baik,beton,5,133
2+000,2+100,2755.36335330000,Jalan Pacing,baik,aspal,5,134
2+100,2+200,2755.36335330000,Jalan Pacing,baik,aspal,5,135
2+200,2+300,2755.36335330000,Jalan Pacing,baik,aspal,5,136
2+300,2+400,2755.36335330000,Jalan Pacing,baik,aspal,5,137
2+400,2+500,2755.36335330000,Jalan Pacing,baik,aspal,5,138
2+500,2+600,2755.36335330000,Jalan Pacing,baik,aspal,5,139
2+700,2+755,2755.36335330000,Jalan Pacing,baik,aspal,5,140
0+100,0+104,104.65387142400,Jalan Sedap Malam,baik,aspal,5,142
0+000,0+100,744.54767511700,Jalan Seroja,baik,aspal,5,144
0+100,0+200,744.54767511700,Jalan Seroja,baik,makadam,5,145
0+200,0+300,744.54767511700,Jalan Seroja,baik,makadam,5,146
0+300,0+400,744.54767511700,Jalan Seroja,baik,makadam,5,147
0+400,0+500,744.54767511700,Jalan Seroja,baik,makadam,5,148
0+500,0+600,744.54767511700,Jalan Seroja,baik,makadam,5,149
0+700,0+744,744.54767511700,Jalan Seroja,baik,makadam,5,150
0+000,0+100,364.51156824900,Jalan Sri Rejeki,baik,makadam,5,152
0+100,0+200,364.51156824900,Jalan Sri Rejeki,baik,lapen,5,153
0+300,0+364,364.51156824900,Jalan Sri Rejeki,baik,lapen,5,154
0+100,0+190,190.67689615600,Jalan Sruni,baik,lapen,5,157
0+100,0+117,117.52556401100,Jalan Sruni 1,baik,lapen,5,159
0+100,0+102,102.49287957200,Jalan Telasih,sedang,lapen,5,161
0+000,0+100,417.67073239800,Jalan Teratai,sedang,lapen,5,163
0+100,0+200,417.67073239800,Jalan Teratai,sedang,lapen,5,164
0+200,0+300,417.67073239800,Jalan Teratai,sedang,lapen,5,165
0+400,0+417,417.67073239800,Jalan Teratai,sedang,tanah,5,166
0+000,0+100,261.75094781100,Jalan Wijaya Kusuma,sedang,tanah,5,168
0+200,0+261,261.75094781100,Jalan Wijaya Kusuma,sedang,tanah,5,169
0+000,0+100,267.32192815600,Jalan Wijaya Kusuma I,sedang,tanah,5,171
0+200,0+267,267.32192815600,Jalan Wijaya Kusuma I,sedang,tanah,5,172
0+100,0+180,180.06427326300,Jalan Wijaya Kusuma II,sedang,tanah,5,174
0+000,0+100,806.84988536900,Jl. Abimanyu,sedang,tanah,5,176
0+100,0+200,806.84988536900,Jl. Abimanyu,sedang,beton,5,177
0+200,0+300,806.84988536900,Jl. Abimanyu,sedang,beton,5,178
0+300,0+400,806.84988536900,Jl. Abimanyu,sedang,beton,5,179
0+400,0+500,806.84988536900,Jl. Abimanyu,sedang,beton,5,180
0+500,0+600,806.84988536900,Jl. Abimanyu,sedang,beton,5,181
0+600,0+700,806.84988536900,Jl. Abimanyu,sedang,beton,5,182
0+800,0+806,806.84988536900,Jl. Abimanyu,sedang,beton,5,183
0+000,0+100,238.54428715500,Jl. Abiyoso,sedang,beton,5,185
0+200,0+238,238.54428715500,Jl. Abiyoso,sedang,beton,5,186
0+100,0+165,165.91978938100,Jl. Arimbi 1,sedang,aspal,5,188
0+100,0+118,118.93223057700,Jl. Arjuno,sedang,aspal,5,191
0+000,0+100,343.94479559300,Jl. Bali,RR,aspal,5,194
0+100,0+200,343.94479559300,Jl. Bali,RR,aspal,5,195
0+300,0+343,343.94479559300,Jl. Bali,RR,aspal,5,196
0+100,0+188,188.60183790000,Jl. Baru,RR,aspal,5,198
0+000,0+100,286.45102056000,Jl. Baru Mberan,RR,aspal,5,200
0+200,0+286,286.45102056000,Jl. Baru Mberan,RR,aspal,5,201
0+000,0+100,801.09230616000,Jl. Baudayang,RR,aspal,5,203
0+100,0+200,801.09230616000,Jl. Baudayang,RR,makadam,5,204
0+200,0+300,801.09230616000,Jl. Baudayang,RR,makadam,5,205
0+300,0+400,801.09230616000,Jl. Baudayang,RR,makadam,5,206
0+400,0+500,801.09230616000,Jl. Baudayang,RR,makadam,5,207
0+500,0+600,801.09230616000,Jl. Baudayang,RR,makadam,5,208
0+600,0+700,801.09230616000,Jl. Baudayang,RR,makadam,5,209
0+800,0+801,801.09230616000,Jl. Baudayang,RR,makadam,5,210
0+000,0+100,439.15696261400,Jl. Bekas Rel,RR,lapen,5,212
0+100,0+200,439.15696261400,Jl. Bekas Rel,RR,lapen,5,213
0+200,0+300,439.15696261400,Jl. Bekas Rel,RR,lapen,5,214
0+400,0+439,439.15696261400,Jl. Bekas Rel,RR,lapen,5,215
0+000,0+100,328.17731869900,Jl. Bendungan Segaran,RR,lapen,5,217
0+100,0+200,328.17731869900,Jl. Bendungan Segaran,RR,lapen,5,218
0+300,0+328,328.17731869900,Jl. Bendungan Segaran,RR,lapen,5,219
0+100,0+123,123.46328740300,Jl. Bendungan Segaran Barat,RR,lapen,5,221
0+100,0+154,154.12005938600,Jl. Cempaka Gg 4,RR,tanah,5,223
0+000,0+100,560.27146413100,Jl. Diponegoro 2,RR,tanah,5,225
0+100,0+200,560.27146413100,Jl. Diponegoro 2,RR,tanah,5,226
0+200,0+300,560.27146413100,Jl. Diponegoro 2,RR,tanah,5,227
0+300,0+400,560.27146413100,Jl. Diponegoro 2,RR,tanah,5,228
0+500,0+560,560.27146413100,Jl. Diponegoro 2,RR,tanah,5,229
0+000,0+100,1350.30544222000,Jl. Dungus Termulus,RR,tanah,5,231
0+100,0+200,1350.30544222000,Jl. Dungus Termulus,RR,beton,5,232
0+200,0+300,1350.30544222000,Jl. Dungus Termulus,RR,beton,5,233
0+300,0+400,1350.30544222000,Jl. Dungus Termulus,RR,beton,5,234
0+400,0+500,1350.30544222000,Jl. Dungus Termulus,RR,beton,5,235
0+500,0+600,1350.30544222000,Jl. Dungus Termulus,RR,beton,5,236
0+600,0+700,1350.30544222000,Jl. Dungus Termulus,RR,beton,5,237
0+700,0+800,1350.30544222000,Jl. Dungus Termulus,RR,beton,5,238
0+800,0+900,1350.30544222000,Jl. Dungus Termulus,RR,beton,5,239
0+900,1+000,1350.30544222000,Jl. Dungus Termulus,RR,beton,5,240
1+000,1+100,1350.30544222000,Jl. Dungus Termulus,RR,aspal,5,241
1+100,1+200,1350.30544222000,Jl. Dungus Termulus,RR,aspal,5,242
1+300,1+350,1350.30544222000,Jl. Dungus Termulus,RR,aspal,5,243
