Nm_Ruas,Kd_Inf,Panjang,STA_AWAL,STA_AKHIR,No,Tahun,Date,Penanganan,Kondisi_Kini,Perke_Kini
DURENAN II,503,1439,0+700,0+800,503,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
DURENAN II,504,1439,0+800,0+900,504,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
DURENAN II,505,1439,0+900,1+000,505,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
DURENAN II,506,1439,1+000,1+100,506,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
DURENAN II,507,1439,1+100,1+200,507,,,,,
DURENAN II,508,1439,1+200,1+300,508,,,,,
DURENAN II,509,1439,1+300,1+400,509,,,,,
DURENAN II,510,1439,1+400,1+438,510,,,,,
GADING,1124,1832,0+000,0+100,1124,,,,,
GADING,1125,1832,0+100,0+200,1125,,,,,
GADING,1126,1832,0+200,0+300,1126,,,,,
GADING,1127,1832,0+300,0+400,1127,,,,,
GADING,1128,1832,0+400,0+500,1128,,,,,
GADING,1129,1832,0+500,0+600,1129,,,,,
GADING,1130,1832,0+600,0+700,1130,,,,,
GADING,1131,1832,0+700,0+800,1131,,,,,
GADING,1132,1832,0+800,0+900,1132,,,,,
GADING,1133,1832,0+900,1+000,1133,,,,,
GADING,1134,1832,1+000,1+100,1134,,,,,
GADING,1135,1832,1+100,1+200,1135,,,,,
GADING,1136,1832,1+200,1+300,1136,,,,,
GADING,1137,1832,1+300,1+400,1137,,,,,
GADING,1138,1832,1+400,1+500,1138,,,,,
GADING,1139,1832,1+500,1+600,1139,,,,,
GADING,1140,1832,1+600,1+700,1140,,,,,
GADING,1141,1832,1+700,1+800,1141,,,,,
GADING,1142,1832,1+800,1+831,1142,,,,,
GANDUL,774,1990,0+000,0+100,774,,,,,
GANDUL,775,1990,0+100,0+200,775,,,,,
GANDUL,776,1990,0+200,0+300,776,,,,,
GANDUL,777,1990,0+300,0+400,777,,,,,
GANDUL,778,1990,0+400,0+500,778,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
GANDUL,779,1990,0+500,0+600,779,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
GANDUL,780,1990,0+600,0+700,780,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
GANDUL,781,1990,0+700,0+800,781,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
GANDUL,782,1990,0+800,0+900,782,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
GANDUL,783,1990,0+900,1+000,783,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
GANDUL,784,1990,1+000,1+100,784,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
GANDUL,785,1990,1+100,1+200,785,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
GANDUL,786,1990,1+200,1+300,786,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
GANDUL,787,1990,1+300,1+400,787,,,,,
GANDUL,788,1990,1+400,1+500,788,,,,,
GANDUL,789,1990,1+500,1+600,789,,,,,
GANDUL,790,1990,1+600,1+700,790,,,,,
GANDUL,791,1990,1+700,1+800,791,,,,,
GANDUL,792,1990,1+800,1+900,792,,,,,
GANDUL,793,1990,1+900,1+989,793,,,,,
GARON,1165,1530,0+000,0+100,1165,,,,,
GARON,1166,1530,0+100,0+200,1166,,,,,
GARON,1167,1530,0+200,0+300,1167,,,,,
GARON,1168,1530,0+300,0+400,1168,,,,,
GARON,1169,1530,0+400,0+500,1169,,,,,
GARON,1170,1530,0+500,0+600,1170,,,,,
GARON,1171,1530,0+600,0+700,1171,,,,,
GARON,1172,1530,0+700,0+800,1172,,,,,
GARON,1173,1530,0+800,0+900,1173,,,,,
GARON,1174,1530,0+900,1+000,1174,,,,,
GARON,1175,1530,1+000,1+100,1175,,,,,
GARON,1176,1530,1+100,1+200,1176,,,,,
GARON,1177,1530,1+200,1+300,1177,,,,,
GARON,1178,1530,1+300,1+400,1178,,,,,
GARON,1179,1530,1+400,1+500,1179,,,,,
GARON,1180,1530,1+500,1+530,1180,,,,,
GEGER,1157,785,0+000,0+100,1157,,,,,
GEGER,1158,785,0+100,0+200,1158,,,,,
GEGER,1159,785,0+200,0+300,1159,,,,,
GEGER,1160,785,0+300,0+400,1160,,,,,
GEGER,1161,785,0+400,0+500,1161,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
GEGER,1162,785,0+500,0+600,1162,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
GEGER,1163,785,0+600,0+700,1163,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
GEGER,1164,785,0+700,0+784,1164,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
GROBOGAN,22,752,0+000,0+100,22,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
GROBOGAN,23,752,0+100,0+200,23,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
GROBOGAN,24,752,0+200,0+300,24,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
GROBOGAN,25,752,0+300,0+400,25,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
GROBOGAN,26,752,0+400,0+500,26,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
GROBOGAN,27,752,0+500,0+600,27,,,,,
GROBOGAN,28,752,0+600,0+700,28,,,,,
GROBOGAN,29,752,0+700,0+751,29,,,,,
JERUK GULUNG,1181,1207,0+000,0+100,1181,,,,,
JERUK GULUNG,1182,1207,0+100,0+200,1182,,,,,
JERUK GULUNG,1183,1207,0+200,0+300,1183,,,,,
JERUK GULUNG,1184,1207,0+300,0+400,1184,,,,,
JERUK GULUNG,1185,1207,0+400,0+500,1185,,,,,
JERUK GULUNG,1186,1207,0+500,0+600,1186,,,,,
