Nm_Ruas,Kd_Inf,Panjang,STA_AWAL,STA_AKHIR,No,Tahun,Date,Penanganan,Kondisi_Kini,Perke_Kini
Jl. Krandegan-Lembah,164,4.580,1+000,1+100,7521,,,,,
Jl. Krandegan-Lembah,164,4.580,1+100,1+200,7522,,,,,
Jl. Krandegan-Lembah,164,4.580,1+200,1+300,7523,,,,,
Jl. Krandegan-Lembah,164,4.580,1+300,1+400,7524,,,,,
Jl. Krandegan-Lembah,164,4.580,1+400,1+500,7525,,,,,
Jl. Krandegan-Lembah,164,4.580,1+500,1+600,7526,,,,,
Jl. Krandegan-Lembah,164,4.580,1+600,1+700,7527,,,,,
Jl. Krandegan-Lembah,164,4.580,1+700,1+800,7528,,,,,
Jl. Krandegan-Lembah,164,4.580,1+800,1+900,7529,,,,,
Jl. Krandegan-Lembah,164,4.580,1+900,2+000,7530,,,,,
Jl. Krandegan-Lembah,164,4.580,2+000,2+100,7531,,,,,
Jl. Krandegan-Lembah,164,4.580,2+100,2+200,7532,,,,,
Jl. Krandegan-Lembah,164,4.580,2+200,2+300,7533,,,,,
Jl. Krandegan-Lembah,164,4.580,2+300,2+400,7534,,,,,
Jl. Krandegan-Lembah,164,4.580,2+400,2+500,7535,,,,,
Jl. Krandegan-Lembah,164,4.580,2+500,2+600,7536,,,,,
Jl. Krandegan-Lembah,164,4.580,2+600,2+700,7537,,,,,
Jl. Krandegan-Lembah,164,4.580,2+700,2+800,7538,,,,,
Jl. Krandegan-Lembah,164,4.580,2+800,2+900,7539,,,,,
Jl. Krandegan-Lembah,164,4.580,2+900,3+000,7540,,,,,
Jl. Krandegan-Lembah,164,4.580,3+000,3+100,7541,,,,,
Jl. Krandegan-Lembah,164,4.580,3+100,3+200,7542,,,,,
Jl. Krandegan-Lembah,164,4.580,3+200,3+300,7543,,,,,
Jl. Krandegan-Lembah,164,4.580,3+300,3+400,7544,,,,,
Jl. Krandegan-Lembah,164,4.580,3+400,3+500,7545,,,,,
Jl. Krandegan-Lembah,164,4.580,3+500,3+600,7546,,,,,
Jl. Krandegan-Lembah,164,4.580,3+600,3+700,7547,,,,,
Jl. Krandegan-Lembah,164,4.580,3+700,3+800,7548,,,,,
Jl. Krandegan-Lembah,164,4.580,3+800,3+900,7549,,,,,
Jl. Krandegan-Lembah,164,4.580,3+900,4+000,7550,,,,,
Jl. Krandegan-Lembah,164,4.580,4+000,4+100,7551,,,,,
Jl. Krandegan-Lembah,164,4.580,4+100,4+200,7552,,,,,
Jl. Krandegan-Lembah,164,4.580,4+200,4+300,7553,,,,,
Jl. Krandegan-Lembah,164,4.580,4+300,4+400,7554,,,,,
Jl. Krandegan-Lembah,164,4.580,4+500,4+573,7555,,,,,
Jl. Doho-Banaran,163,3.290,0+000,0+100,7478,,,,,
Jl. Doho-Banaran,163,3.290,0+100,0+200,7479,,,,,
Jl. Doho-Banaran,163,3.290,0+200,0+300,7480,,,,,
Jl. Doho-Banaran,163,3.290,0+300,0+400,7481,,,,,
Jl. Doho-Banaran,163,3.290,0+400,0+500,7482,,,,,
Jl. Doho-Banaran,163,3.290,0+500,0+600,7483,,,,,
Jl. Doho-Banaran,163,3.290,0+600,0+700,7484,,,,,
Jl. Doho-Banaran,163,3.290,0+700,0+800,7485,,,,,
Jl. Doho-Banaran,163,3.290,0+800,0+900,7486,,,,,
Jl. Doho-Banaran,163,3.290,0+900,1+000,7487,,,,,
Jl. Doho-Banaran,163,3.290,1+000,1+100,7488,,,,,
Jl. Doho-Banaran,163,3.290,1+100,1+200,7489,,,,,
Jl. Doho-Banaran,163,3.290,1+200,1+300,7490,,,,,
Jl. Doho-Banaran,163,3.290,1+300,1+400,7491,,,,,
Jl. Doho-Banaran,163,3.290,1+400,1+500,7492,,,,,
Jl. Doho-Banaran,163,3.290,1+500,1+600,7493,,,,,
Jl. Doho-Banaran,163,3.290,1+600,1+700,7494,,,,,
Jl. Doho-Banaran,163,3.290,1+700,1+800,7495,,,,,
Jl. Doho-Banaran,163,3.290,1+800,1+900,7496,,,,,
Jl. Doho-Banaran,163,3.290,1+900,2+000,7497,,,,,
Jl. Doho-Banaran,163,3.290,2+000,2+100,7498,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Doho-Banaran,163,3.290,2+100,2+200,7499,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Doho-Banaran,163,3.290,2+200,2+300,7500,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Doho-Banaran,163,3.290,2+300,2+400,7501,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Doho-Banaran,163,3.290,2+400,2+500,7502,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Doho-Banaran,163,3.290,2+500,2+600,7503,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Doho-Banaran,163,3.290,2+600,2+700,7504,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Doho-Banaran,163,3.290,2+700,2+800,7505,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Doho-Banaran,163,3.290,2+800,2+900,7506,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Doho-Banaran,163,3.290,2+900,3+000,7507,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Doho-Banaran,163,3.290,3+000,3+100,7508,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Doho-Banaran,163,3.290,3+200,3+289,7509,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Palur-Batas Magetan,162,0.700,0+000,0+100,7473,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Palur-Batas Magetan,162,0.700,0+100,0+200,7474,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Palur-Batas Magetan,162,0.700,0+200,0+300,7475,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Palur-Batas Magetan,162,0.700,0+400,0+490,7476,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Sidorejo-Tanjungrejo,161,2.780,0+000,0+100,7445,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Sidorejo-Tanjungrejo,161,2.780,0+100,0+200,7446,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Sidorejo-Tanjungrejo,161,2.780,0+200,0+300,7447,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Sidorejo-Tanjungrejo,161,2.780,0+300,0+400,7448,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Sidorejo-Tanjungrejo,161,2.780,0+400,0+500,7449,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Sidorejo-Tanjungrejo,161,2.780,0+500,0+600,7450,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Sidorejo-Tanjungrejo,161,2.780,0+600,0+700,7451,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Sidorejo-Tanjungrejo,161,2.780,0+700,0+800,7452,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Sidorejo-Tanjungrejo,161,2.780,0+800,0+900,7453,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Sidorejo-Tanjungrejo,161,2.780,0+900,1+000,7454,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Sidorejo-Tanjungrejo,161,2.780,1+000,1+100,7455,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Sidorejo-Tanjungrejo,161,2.780,1+100,1+200,7456,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Sidorejo-Tanjungrejo,161,2.780,1+200,1+300,7457,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Sidorejo-Tanjungrejo,161,2.780,1+300,1+400,7458,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Sidorejo-Tanjungrejo,161,2.780,1+400,1+500,7459,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Sidorejo-Tanjungrejo,161,2.780,1+500,1+600,7460,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Sidorejo-Tanjungrejo,161,2.780,1+600,1+700,7461,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Sidorejo-Tanjungrejo,161,2.780,1+700,1+800,7462,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Sidorejo-Tanjungrejo,161,2.780,1+800,1+900,7463,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Sidorejo-Tanjungrejo,161,2.780,1+900,2+000,7464,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Sidorejo-Tanjungrejo,161,2.780,2+000,2+100,7465,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Sidorejo-Tanjungrejo,161,2.780,2+100,2+200,7466,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Sidorejo-Tanjungrejo,161,2.780,2+200,2+300,7467,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Sidorejo-Tanjungrejo,161,2.780,2+300,2+400,7468,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Sidorejo-Tanjungrejo,161,2.780,2+400,2+500,7469,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Sidorejo-Tanjungrejo,161,2.780,2+500,2+600,7470,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Sidorejo-Tanjungrejo,161,2.780,2+700,2+759,7471,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Rejosari-Sidorejo,160,2.640,0+000,0+100,7419,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Rejosari-Sidorejo,160,2.640,0+100,0+200,7420,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Rejosari-Sidorejo,160,2.640,0+200,0+300,7421,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Rejosari-Sidorejo,160,2.640,0+300,0+400,7422,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Rejosari-Sidorejo,160,2.640,0+400,0+500,7423,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Rejosari-Sidorejo,160,2.640,0+500,0+600,7424,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Rejosari-Sidorejo,160,2.640,0+600,0+700,7425,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Rejosari-Sidorejo,160,2.640,0+700,0+800,7426,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Rejosari-Sidorejo,160,2.640,0+800,0+900,7427,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Rejosari-Sidorejo,160,2.640,0+900,1+000,7428,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Rejosari-Sidorejo,160,2.640,1+000,1+100,7429,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Rejosari-Sidorejo,160,2.640,1+100,1+200,7430,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Rejosari-Sidorejo,160,2.640,1+200,1+300,7431,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Rejosari-Sidorejo,160,2.640,1+300,1+400,7432,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Rejosari-Sidorejo,160,2.640,1+400,1+500,7433,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Rejosari-Sidorejo,160,2.640,1+500,1+600,7434,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Rejosari-Sidorejo,160,2.640,1+600,1+700,7435,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Rejosari-Sidorejo,160,2.640,1+700,1+800,7436,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Rejosari-Sidorejo,160,2.640,1+800,1+900,7437,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Rejosari-Sidorejo,160,2.640,1+900,2+000,7438,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Rejosari-Sidorejo,160,2.640,2+000,2+100,7439,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Rejosari-Sidorejo,160,2.640,2+100,2+200,7440,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Rejosari-Sidorejo,160,2.640,2+200,2+300,7441,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Rejosari-Sidorejo,160,2.640,2+300,2+400,7442,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Rejosari-Sidorejo,160,2.640,2+500,2+590,7443,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Balerejo-Gantrung,159,4.260,0+000,0+100,7376,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Balerejo-Gantrung,159,4.260,0+100,0+200,7377,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Balerejo-Gantrung,159,4.260,0+200,0+300,7378,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Balerejo-Gantrung,159,4.260,0+300,0+400,7379,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Balerejo-Gantrung,159,4.260,0+400,0+500,7380,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Balerejo-Gantrung,159,4.260,0+500,0+600,7381,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Balerejo-Gantrung,159,4.260,0+600,0+700,7382,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Balerejo-Gantrung,159,4.260,0+700,0+800,7383,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Balerejo-Gantrung,159,4.260,0+800,0+900,7384,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Balerejo-Gantrung,159,4.260,0+900,1+000,7385,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Balerejo-Gantrung,159,4.260,1+000,1+100,7386,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Balerejo-Gantrung,159,4.260,1+100,1+200,7387,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Balerejo-Gantrung,159,4.260,1+200,1+300,7388,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Balerejo-Gantrung,159,4.260,1+300,1+400,7389,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Balerejo-Gantrung,159,4.260,1+400,1+500,7390,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Balerejo-Gantrung,159,4.260,1+500,1+600,7391,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Balerejo-Gantrung,159,4.260,1+600,1+700,7392,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Balerejo-Gantrung,159,4.260,1+700,1+800,7393,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Balerejo-Gantrung,159,4.260,1+800,1+900,7394,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Balerejo-Gantrung,159,4.260,1+900,2+000,7395,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Balerejo-Gantrung,159,4.260,2+000,2+100,7396,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Balerejo-Gantrung,159,4.260,2+100,2+200,7397,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Balerejo-Gantrung,159,4.260,2+200,2+300,7398,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Balerejo-Gantrung,159,4.260,2+300,2+400,7399,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Balerejo-Gantrung,159,4.260,2+400,2+500,7400,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Balerejo-Gantrung,159,4.260,2+500,2+600,7401,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Balerejo-Gantrung,159,4.260,2+600,2+700,7402,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Balerejo-Gantrung,159,4.260,2+700,2+800,7403,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Balerejo-Gantrung,159,4.260,2+800,2+900,7404,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Balerejo-Gantrung,159,4.260,2+900,3+000,7405,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Balerejo-Gantrung,159,4.260,3+000,3+100,7406,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Balerejo-Gantrung,159,4.260,3+100,3+200,7407,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Balerejo-Gantrung,159,4.260,3+200,3+300,7408,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Balerejo-Gantrung,159,4.260,3+300,3+400,7409,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Balerejo-Gantrung,159,4.260,3+400,3+500,7410,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Balerejo-Gantrung,159,4.260,3+500,3+600,7411,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Balerejo-Gantrung,159,4.260,3+600,3+700,7412,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Balerejo-Gantrung,159,4.260,3+700,3+800,7413,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Balerejo-Gantrung,159,4.260,3+800,3+900,7414,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Balerejo-Gantrung,159,4.260,3+900,4+000,7415,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Balerejo-Gantrung,159,4.260,4+000,4+100,7416,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Balerejo-Gantrung,159,4.260,4+200,4+244,7417,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Singgahan-Krandegan,158,3.370,0+000,0+100,7342,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Singgahan-Krandegan,158,3.370,0+100,0+200,7343,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Singgahan-Krandegan,158,3.370,0+200,0+300,7344,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Singgahan-Krandegan,158,3.370,0+300,0+400,7345,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Singgahan-Krandegan,158,3.370,0+400,0+500,7346,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Singgahan-Krandegan,158,3.370,0+500,0+600,7347,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Singgahan-Krandegan,158,3.370,0+600,0+700,7348,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Singgahan-Krandegan,158,3.370,0+700,0+800,7349,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Singgahan-Krandegan,158,3.370,0+800,0+900,7350,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Singgahan-Krandegan,158,3.370,0+900,1+000,7351,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Singgahan-Krandegan,158,3.370,1+000,1+100,7352,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Singgahan-Krandegan,158,3.370,1+100,1+200,7353,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Singgahan-Krandegan,158,3.370,1+200,1+300,7354,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Singgahan-Krandegan,158,3.370,1+300,1+400,7355,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Singgahan-Krandegan,158,3.370,1+400,1+500,7356,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Singgahan-Krandegan,158,3.370,1+500,1+600,7357,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Singgahan-Krandegan,158,3.370,1+600,1+700,7358,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Singgahan-Krandegan,158,3.370,1+700,1+800,7359,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Singgahan-Krandegan,158,3.370,1+800,1+900,7360,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Singgahan-Krandegan,158,3.370,1+900,2+000,7361,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Singgahan-Krandegan,158,3.370,2+000,2+100,7362,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Singgahan-Krandegan,158,3.370,2+100,2+200,7363,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Singgahan-Krandegan,158,3.370,2+200,2+300,7364,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Singgahan-Krandegan,158,3.370,2+300,2+400,7365,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Singgahan-Krandegan,158,3.370,2+400,2+500,7366,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Singgahan-Krandegan,158,3.370,2+500,2+600,7367,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Singgahan-Krandegan,158,3.370,2+600,2+700,7368,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Singgahan-Krandegan,158,3.370,2+700,2+800,7369,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Singgahan-Krandegan,158,3.370,2+800,2+900,7370,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Singgahan-Krandegan,158,3.370,2+900,3+000,7371,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Singgahan-Krandegan,158,3.370,3+000,3+100,7372,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Singgahan-Krandegan,158,3.370,3+100,3+200,7373,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Singgahan-Krandegan,158,3.370,3+300,3+375,7374,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Pagotan-Klorogan,157,4.010,0+000,0+100,7302,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Pagotan-Klorogan,157,4.010,0+100,0+200,7303,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Pagotan-Klorogan,157,4.010,0+200,0+300,7304,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Pagotan-Klorogan,157,4.010,0+300,0+400,7305,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Pagotan-Klorogan,157,4.010,0+400,0+500,7306,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Pagotan-Klorogan,157,4.010,0+500,0+600,7307,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Pagotan-Klorogan,157,4.010,0+600,0+700,7308,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Pagotan-Klorogan,157,4.010,0+700,0+800,7309,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Pagotan-Klorogan,157,4.010,0+800,0+900,7310,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Pagotan-Klorogan,157,4.010,0+900,1+000,7311,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Pagotan-Klorogan,157,4.010,1+000,1+100,7312,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Pagotan-Klorogan,157,4.010,1+100,1+200,7313,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Pagotan-Klorogan,157,4.010,1+200,1+300,7314,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Pagotan-Klorogan,157,4.010,1+300,1+400,7315,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Pagotan-Klorogan,157,4.010,1+400,1+500,7316,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Pagotan-Klorogan,157,4.010,1+500,1+600,7317,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Pagotan-Klorogan,157,4.010,1+600,1+700,7318,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Pagotan-Klorogan,157,4.010,1+700,1+800,7319,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Pagotan-Klorogan,157,4.010,1+800,1+900,7320,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Pagotan-Klorogan,157,4.010,1+900,2+000,7321,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Pagotan-Klorogan,157,4.010,2+000,2+100,7322,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Pagotan-Klorogan,157,4.010,2+100,2+200,7323,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Pagotan-Klorogan,157,4.010,2+200,2+300,7324,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Pagotan-Klorogan,157,4.010,2+300,2+400,7325,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Pagotan-Klorogan,157,4.010,2+400,2+500,7326,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Pagotan-Klorogan,157,4.010,2+500,2+600,7327,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Pagotan-Klorogan,157,4.010,2+600,2+700,7328,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Pagotan-Klorogan,157,4.010,2+700,2+800,7329,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Pagotan-Klorogan,157,4.010,2+800,2+900,7330,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Pagotan-Klorogan,157,4.010,2+900,3+000,7331,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Pagotan-Klorogan,157,4.010,3+000,3+100,7332,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Pagotan-Klorogan,157,4.010,3+100,3+200,7333,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Pagotan-Klorogan,157,4.010,3+200,3+300,7334,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Pagotan-Klorogan,157,4.010,3+300,3+400,7335,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Pagotan-Klorogan,157,4.010,3+400,3+500,7336,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Pagotan-Klorogan,157,4.010,3+500,3+600,7337,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Pagotan-Klorogan,157,4.010,3+600,3+700,7338,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Pagotan-Klorogan,157,4.010,3+700,3+800,7339,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Pagotan-Klorogan,157,4.010,3+900,3+996,7340,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Nglandung-Sambirejo,156,1.710,0+000,0+100,7284,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Nglandung-Sambirejo,156,1.710,0+100,0+200,7285,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Nglandung-Sambirejo,156,1.710,0+200,0+300,7286,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Nglandung-Sambirejo,156,1.710,0+300,0+400,7287,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Nglandung-Sambirejo,156,1.710,0+400,0+500,7288,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Nglandung-Sambirejo,156,1.710,0+500,0+600,7289,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Nglandung-Sambirejo,156,1.710,0+600,0+700,7290,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Nglandung-Sambirejo,156,1.710,0+700,0+800,7291,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
