No,Nm_Ruas,Kd_Inf,Panjang,STA_AWAL,STA_AKHIR,Fungsi,Kondisi,Tipe_Perke,Lebar_STA,Tahun_Reali,tahun,Tgl,Penanganan,Kondisi_Kini,Perke_Kini
1122,BULAKREJO,,469,0+300,0+400,,sedang,beton,4,,2022,,,,
1123,BULAKREJO,,469,0+400,0+469,,sedang,beton,4,,2022,,,,
143,CANDIMULYO,,806,0+000,0+100,,sedang,beton,4,,2022,,,,
144,CANDIMULYO,,806,0+100,0+200,,RR,beton,4,,2022,,,,
145,CANDIMULYO,,806,0+200,0+300,,RR,beton,4,,2022,,,,
146,CANDIMULYO,,806,0+300,0+400,,RR,beton,4,,2022,,,,
147,CANDIMULYO,,806,0+400,0+500,,RR,beton,4,,2022,,,,
148,CANDIMULYO,,806,0+500,0+600,,RR,beton,4,,2022,,,,
149,CANDIMULYO,,806,0+600,0+700,,RB,beton,4,2023,2022,2023-01-11,pemeliharaan rutin,baik,aspal
150,CANDIMULYO,,806,0+700,0+800,,RB,beton,4,2023,2022,2023-01-11,pemeliharaan rutin,baik,aspal
151,CANDIMULYO,,806,0+800,0+805,,RB,beton,4,2023,2022,2023-01-11,pemeliharaan rutin,baik,aspal
838,DARMOREJO,,496,0+300,0+400,,RB,aspal,4,2023,2022,2023-01-11,pemeliharaan rutin,baik,aspal
839,DARMOREJO,,496,0+000,0+100,,RB,aspal,4,2023,2022,2023-01-11,pemeliharaan rutin,baik,aspal
840,DARMOREJO,,496,0+100,0+200,,RB,aspal,4,2023,2022,2023-01-11,pemeliharaan rutin,baik,aspal
841,DARMOREJO,,496,0+200,0+300,,RB,aspal,4,2023,2022,2023-01-11,pemeliharaan rutin,baik,aspal
842,DARMOREJO,,496,0+400,0+495,,RB,aspal,4,2023,2022,2023-01-11,pemeliharaan rutin,baik,aspal
820,DAWUHAN,,1770,0+000,0+100,,RB,aspal,4,2023,2022,2023-01-11,pemeliharaan rutin,baik,aspal
821,DAWUHAN,,1770,0+100,0+200,,baik,aspal,4,,2022,,,,
822,DAWUHAN,,1770,0+200,0+300,,baik,aspal,4,,2022,,,,
823,DAWUHAN,,1770,0+300,0+400,,baik,aspal,4,,2022,,,,
824,DAWUHAN,,1770,0+400,0+500,,baik,makadam,4,,2022,,,,
825,DAWUHAN,,1770,0+500,0+600,,baik,makadam,4,,2022,,,,
826,DAWUHAN,,1770,0+600,0+700,,baik,makadam,4,,2022,,,,
827,DAWUHAN,,1770,0+700,0+800,,baik,makadam,4,,2022,,,,
828,DAWUHAN,,1770,0+800,0+900,,baik,makadam,4,,2022,,,,
829,DAWUHAN,,1770,0+900,1+000,,baik,lapen,4,,2022,,,,
830,DAWUHAN,,1770,1+000,1+100,,baik,lapen,4,,2022,,,,
831,DAWUHAN,,1770,1+100,1+200,,baik,lapen,4,,2022,,,,
832,DAWUHAN,,1770,1+200,1+300,,baik,lapen,4,,2022,,,,
833,DAWUHAN,,1770,1+300,1+400,,baik,lapen,4,,2022,,,,
834,DAWUHAN,,1770,1+400,1+500,,sedang,lapen,4,,2022,,,,
835,DAWUHAN,,1770,1+500,1+600,,sedang,lapen,4,,2022,,,,
836,DAWUHAN,,1770,1+600,1+700,,sedang,lapen,4,,2022,,,,
837,DAWUHAN,,1770,1+700,1+769,,sedang,lapen,4,,2022,,,,
1380,DEMPELAN,,628,0+000,0+100,,sedang,tanah,4,,2022,,,,
1381,DEMPELAN,,628,0+100,0+200,,sedang,tanah,4,,2022,,,,
1382,DEMPELAN,,628,0+200,0+300,,sedang,tanah,4,,2022,,,,
1383,DEMPELAN,,628,0+300,0+400,,sedang,tanah,4,,2022,,,,
1384,DEMPELAN,,628,0+400,0+500,,sedang,tanah,4,,2022,,,,
