No,Nm_Ruas,Kd_Inf,Panjang,STA_AWAL,STA_AKHIR,Fungsi,Kondisi,Tipe_Perke,Lebar_STA,Tahun_Reali,tahun,Tgl,Penanganan,Kondisi_Kini,Perke_Kini
2216,"Jl. Karangmalang-Kuwu",036,5,4+000,4+100,,RR,aspal,6,,2022,,,,
2217,"Jl. Karangmalang-Kuwu",036,5,4+100,4+200,,RR,aspal,6,,2022,,,,
2218,"Jl. Karangmalang-Kuwu",036,5,4+200,4+300,,RR,aspal,6,,2022,,,,
2219,"Jl. Karangmalang-Kuwu",036,5,4+300,4+400,,RR,aspal,6,,2022,,,,
2220,"Jl. Karangmalang-Kuwu",036,5,4+400,4+500,,RR,aspal,6,,2022,,,,
2221,"Jl. Karangmalang-Kuwu",036,5,4+500,4+600,,RR,aspal,6,,2022,,,,
2222,"Jl. Karangmalang-Kuwu",036,5,4+600,4+700,,RR,aspal,6,,2022,,,,
2223,"Jl. Karangmalang-Kuwu",036,5,4+700,4+800,,RR,aspal,6,,2022,,,,
2224,"Jl. Karangmalang-Kuwu",036,5,4+800,4+900,,RR,aspal,6,,2022,,,,
2225,"Jl. Karangmalang-Kuwu",036,5,4+900,5+000,,RR,aspal,6,,2022,,,,
2226,"Jl. Karangmalang-Kuwu",036,5,5+000,5+100,,RR,aspal,6,,2022,,,,
2227,"Jl. Karangmalang-Kuwu",036,5,5+100,5+200,,RR,aspal,6,,2022,,,,
2228,"Jl. Karangmalang-Kuwu",036,5,5+300,5+335,,RR,aspal,6,,2022,,,,
2230,"Jl. Tiron-Banjarsari",037,3,0+000,0+100,,RR,aspal,6,,2022,,,,
2231,"Jl. Tiron-Banjarsari",037,3,0+100,0+200,,RR,aspal,6,,2022,,,,
2232,"Jl. Tiron-Banjarsari",037,3,0+200,0+300,,RR,aspal,6,,2022,,,,
2233,"Jl. Tiron-Banjarsari",037,3,0+300,0+400,,RR,aspal,6,,2022,,,,
2234,"Jl. Tiron-Banjarsari",037,3,0+400,0+500,,RR,aspal,6,,2022,,,,
2235,"Jl. Tiron-Banjarsari",037,3,0+500,0+600,,RR,aspal,6,,2022,,,,
2236,"Jl. Tiron-Banjarsari",037,3,0+600,0+700,,RR,aspal,6,,2022,,,,
2237,"Jl. Tiron-Banjarsari",037,3,0+700,0+800,,RR,aspal,6,,2022,,,,
2238,"Jl. Tiron-Banjarsari",037,3,0+800,0+900,,RR,makadam,6,,2022,,,,
2239,"Jl. Tiron-Banjarsari",037,3,0+900,1+000,,RR,makadam,6,,2022,,,,
2240,"Jl. Tiron-Banjarsari",037,3,1+000,1+100,,RR,makadam,6,,2022,,,,
2241,"Jl. Tiron-Banjarsari",037,3,1+100,1+200,,RR,makadam,6,,2022,,,,
2242,"Jl. Tiron-Banjarsari",037,3,1+200,1+300,,RR,makadam,6,,2022,,,,
2243,"Jl. Tiron-Banjarsari",037,3,1+300,1+400,,RR,makadam,6,,2022,,,,
2244,"Jl. Tiron-Banjarsari",037,3,1+400,1+500,,RR,makadam,6,,2022,,,,
2245,"Jl. Tiron-Banjarsari",037,3,1+500,1+600,,RR,makadam,6,,2022,,,,
2246,"Jl. Tiron-Banjarsari",037,3,1+600,1+700,,RR,makadam,6,,2022,,,,
2247,"Jl. Tiron-Banjarsari",037,3,1+700,1+800,,RR,makadam,6,,2022,,,,
2248,"Jl. Tiron-Banjarsari",037,3,1+800,1+900,,RR,makadam,6,,2022,,,,
2249,"Jl. Tiron-Banjarsari",037,3,1+900,2+000,,RR,makadam,6,,2022,,,,
2250,"Jl. Tiron-Banjarsari",037,3,2+000,2+100,,RR,makadam,6,,2022,,,,
2251,"Jl. Tiron-Banjarsari",037,3,2+100,2+200,,RR,makadam,6,,2022,,,,
2252,"Jl. Tiron-Banjarsari",037,3,2+200,2+300,,RR,makadam,6,,2022,,,,
2253,"Jl. Tiron-Banjarsari",037,3,2+300,2+400,,RR,makadam,6,,2022,,,,
2254,"Jl. Tiron-Banjarsari",037,3,2+400,2+500,,RR,makadam,6,,2022,,,,
2255,"Jl. Tiron-Banjarsari",037,3,2+500,2+600,,RR,makadam,6,,2022,,,,
2256,"Jl. Tiron-Banjarsari",037,3,2+600,2+700,,RR,makadam,6,,2022,,,,
2257,"Jl. Tiron-Banjarsari",037,3,2+700,2+800,,RR,makadam,6,,2022,,,,
2258,"Jl. Tiron-Banjarsari",037,3,2+800,2+900,,RR,makadam,6,,2022,,,,
2259,"Jl. Tiron-Banjarsari",037,3,2+900,3+000,,RR,makadam,6,,2022,,,,
2260,"Jl. Tiron-Banjarsari",037,3,3+000,3+100,,RR,makadam,6,,2022,,,,
2261,"Jl. Tiron-Banjarsari",037,3,3+100,3+200,,RR,makadam,6,,2022,,,,
2262,"Jl. Tiron-Banjarsari",037,3,3+200,3+300,,RR,makadam,6,,2022,,,,
2263,"Jl. Tiron-Banjarsari",037,3,3+400,3+479,,RR,makadam,6,,2022,,,,
2265,"Jl. Balerejo-Dimong",038,5,0+000,0+100,,RR,makadam,6,,2022,,,,
2266,"Jl. Balerejo-Dimong",038,5,0+100,0+200,,RR,makadam,6,,2022,,,,
2267,"Jl. Balerejo-Dimong",038,5,0+200,0+300,,RR,makadam,6,,2022,,,,
2268,"Jl. Balerejo-Dimong",038,5,0+300,0+400,,RR,makadam,6,,2022,,,,
2269,"Jl. Balerejo-Dimong",038,5,0+400,0+500,,RR,makadam,6,,2022,,,,
2270,"Jl. Balerejo-Dimong",038,5,0+500,0+600,,RR,makadam,6,,2022,,,,
2271,"Jl. Balerejo-Dimong",038,5,0+600,0+700,,RR,makadam,6,,2022,,,,
2272,"Jl. Balerejo-Dimong",038,5,0+700,0+800,,RR,makadam,6,,2022,,,,
2273,"Jl. Balerejo-Dimong",038,5,0+800,0+900,,RR,makadam,6,,2022,,,,
2274,"Jl. Balerejo-Dimong",038,5,0+900,1+000,,RR,makadam,6,,2022,,,,
2275,"Jl. Balerejo-Dimong",038,5,1+000,1+100,,RR,makadam,6,,2022,,,,
2276,"Jl. Balerejo-Dimong",038,5,1+100,1+200,,RR,makadam,6,,2022,,,,
2277,"Jl. Balerejo-Dimong",038,5,1+200,1+300,,RR,makadam,6,,2022,,,,
2278,"Jl. Balerejo-Dimong",038,5,1+300,1+400,,RR,lapen,6,,2022,,,,
2279,"Jl. Balerejo-Dimong",038,5,1+400,1+500,,RR,lapen,6,,2022,,,,
2280,"Jl. Balerejo-Dimong",038,5,1+500,1+600,,RR,lapen,6,,2022,,,,
2281,"Jl. Balerejo-Dimong",038,5,1+600,1+700,,RR,lapen,6,,2022,,,,
2282,"Jl. Balerejo-Dimong",038,5,1+700,1+800,,RR,lapen,6,,2022,,,,
2283,"Jl. Balerejo-Dimong",038,5,1+800,1+900,,RR,lapen,6,,2022,,,,
2284,"Jl. Balerejo-Dimong",038,5,1+900,2+000,,RR,lapen,6,,2022,,,,
2285,"Jl. Balerejo-Dimong",038,5,2+000,2+100,,RR,lapen,6,,2022,,,,
2286,"Jl. Balerejo-Dimong",038,5,2+100,2+200,,RR,lapen,6,,2022,,,,
2287,"Jl. Balerejo-Dimong",038,5,2+200,2+300,,RR,lapen,6,,2022,,,,
2288,"Jl. Balerejo-Dimong",038,5,2+300,2+400,,RR,lapen,6,,2022,,,,
2289,"Jl. Balerejo-Dimong",038,5,2+400,2+500,,RR,lapen,6,,2022,,,,
2290,"Jl. Balerejo-Dimong",038,5,2+500,2+600,,RR,lapen,6,,2022,,,,
2291,"Jl. Balerejo-Dimong",038,5,2+600,2+700,,RR,lapen,6,,2022,,,,
2292,"Jl. Balerejo-Dimong",038,5,2+700,2+800,,RR,lapen,6,,2022,,,,
2293,"Jl. Balerejo-Dimong",038,5,2+800,2+900,,RR,lapen,6,,2022,,,,
2294,"Jl. Balerejo-Dimong",038,5,2+900,3+000,,RR,lapen,6,,2022,,,,
2295,"Jl. Balerejo-Dimong",038,5,3+000,3+100,,RR,lapen,6,,2022,,,,
2296,"Jl. Balerejo-Dimong",038,5,3+100,3+200,,RR,lapen,6,,2022,,,,
2297,"Jl. Balerejo-Dimong",038,5,3+200,3+300,,RR,lapen,6,,2022,,,,
2298,"Jl. Balerejo-Dimong",038,5,3+300,3+400,,RR,lapen,6,,2022,,,,
2299,"Jl. Balerejo-Dimong",038,5,3+400,3+500,,RR,lapen,6,,2022,,,,
2300,"Jl. Balerejo-Dimong",038,5,3+500,3+600,,RR,lapen,6,,2022,,,,
2301,"Jl. Balerejo-Dimong",038,5,3+600,3+700,,RR,lapen,6,,2022,,,,
2302,"Jl. Balerejo-Dimong",038,5,3+700,3+800,,RR,lapen,6,,2022,,,,
2303,"Jl. Balerejo-Dimong",038,5,3+800,3+900,,RR,lapen,6,,2022,,,,
2304,"Jl. Balerejo-Dimong",038,5,3+900,4+000,,RR,lapen,6,,2022,,,,
2305,"Jl. Balerejo-Dimong",038,5,4+000,4+100,,RR,lapen,6,,2022,,,,
2306,"Jl. Balerejo-Dimong",038,5,4+100,4+200,,RR,lapen,6,,2022,,,,
2307,"Jl. Balerejo-Dimong",038,5,4+200,4+300,,RR,lapen,6,,2022,,,,
2308,"Jl. Balerejo-Dimong",038,5,4+400,4+495,,RR,lapen,6,,2022,,,,
2310,"Jl. Nglames-Batas Kota",039,0,0+000,0+100,,RR,lapen,6,,2022,,,,
2311,"Jl. Nglames-Batas Kota",039,0,0+100,0+200,,RR,lapen,6,,2022,,,,
2312,"Jl. Nglames-Batas Kota",039,0,0+200,0+300,,RR,lapen,6,,2022,,,,
2313,"Jl. Nglames-Batas Kota",039,0,0+400,0+498,,RR,lapen,6,,2022,,,,
2315,"Jl. Sangen-Sewulan",040,2,0+000,0+100,,RR,lapen,6,,2022,,,,
2316,"Jl. Sangen-Sewulan",040,2,0+100,0+200,,RR,lapen,6,,2022,,,,
2317,"Jl. Sangen-Sewulan",040,2,0+200,0+300,,RR,lapen,6,,2022,,,,
2318,"Jl. Sangen-Sewulan",040,2,0+300,0+400,,RR,lapen,6,,2022,,,,
2319,"Jl. Sangen-Sewulan",040,2,0+400,0+500,,RR,lapen,6,,2022,,,,
2320,"Jl. Sangen-Sewulan",040,2,0+500,0+600,,RR,lapen,6,,2022,,,,
2321,"Jl. Sangen-Sewulan",040,2,0+600,0+700,,RR,lapen,6,,2022,,,,
2322,"Jl. Sangen-Sewulan",040,2,0+700,0+800,,RR,lapen,6,,2022,,,,
2323,"Jl. Sangen-Sewulan",040,2,0+800,0+900,,RR,lapen,6,,2022,,,,
2324,"Jl. Sangen-Sewulan",040,2,0+900,1+000,,RR,lapen,6,,2022,,,,
2325,"Jl. Sangen-Sewulan",040,2,1+000,1+100,,RR,lapen,6,,2022,,,,
2326,"Jl. Sangen-Sewulan",040,2,1+100,1+200,,RR,lapen,6,,2022,,,,
2327,"Jl. Sangen-Sewulan",040,2,1+200,1+300,,RR,lapen,6,,2022,,,,
2328,"Jl. Sangen-Sewulan",040,2,1+300,1+400,,RR,lapen,6,,2022,,,,
2329,"Jl. Sangen-Sewulan",040,2,1+400,1+500,,RR,lapen,6,,2022,,,,
2330,"Jl. Sangen-Sewulan",040,2,1+500,1+600,,RR,lapen,6,,2022,,,,
2331,"Jl. Sangen-Sewulan",040,2,1+600,1+700,,RR,lapen,6,,2022,,,,
2332,"Jl. Sangen-Sewulan",040,2,1+700,1+800,,RR,lapen,6,,2022,,,,
2333,"Jl. Sangen-Sewulan",040,2,1+800,1+900,,RR,lapen,6,,2022,,,,
2334,"Jl. Sangen-Sewulan",040,2,1+900,2+000,,RR,lapen,6,,2022,,,,
2335,"Jl. Sangen-Sewulan",040,2,2+100,2+163,,RR,lapen,6,,2022,,,,
2337,"Jl. Slambur-Segulung",041,10,0+000,0+100,,RR,lapen,6,,2022,,,,
2338,"Jl. Slambur-Segulung",041,10,0+100,0+200,,RR,lapen,6,,2022,,,,
2339,"Jl. Slambur-Segulung",041,10,0+200,0+300,,RR,lapen,6,,2022,,,,
2340,"Jl. Slambur-Segulung",041,10,0+300,0+400,,RR,lapen,6,,2022,,,,
2341,"Jl. Slambur-Segulung",041,10,0+400,0+500,,RR,lapen,6,,2022,,,,
2342,"Jl. Slambur-Segulung",041,10,0+500,0+600,,RR,lapen,6,,2022,,,,
2343,"Jl. Slambur-Segulung",041,10,0+600,0+700,,RR,lapen,6,,2022,,,,
2344,"Jl. Slambur-Segulung",041,10,0+700,0+800,,RR,lapen,6,,2022,,,,
2345,"Jl. Slambur-Segulung",041,10,0+800,0+900,,RR,lapen,6,,2022,,,,
2346,"Jl. Slambur-Segulung",041,10,0+900,1+000,,RR,lapen,6,,2022,,,,
2347,"Jl. Slambur-Segulung",041,10,1+000,1+100,,RR,lapen,6,,2022,,,,
2348,"Jl. Slambur-Segulung",041,10,1+100,1+200,,RR,lapen,6,,2022,,,,
2349,"Jl. Slambur-Segulung",041,10,1+200,1+300,,RR,lapen,6,,2022,,,,
2350,"Jl. Slambur-Segulung",041,10,1+300,1+400,,RR,lapen,6,,2022,,,,
2351,"Jl. Slambur-Segulung",041,10,1+400,1+500,,RR,lapen,6,,2022,,,,
2352,"Jl. Slambur-Segulung",041,10,1+500,1+600,,RR,lapen,6,,2022,,,,
2353,"Jl. Slambur-Segulung",041,10,1+600,1+700,,RR,lapen,6,,2022,,,,
2354,"Jl. Slambur-Segulung",041,10,1+700,1+800,,RR,lapen,6,,2022,,,,
2355,"Jl. Slambur-Segulung",041,10,1+800,1+900,,RR,lapen,6,,2022,,,,
2356,"Jl. Slambur-Segulung",041,10,1+900,2+000,,RR,lapen,6,,2022,,,,
2357,"Jl. Slambur-Segulung",041,10,2+000,2+100,,RR,lapen,6,,2022,,,,
2358,"Jl. Slambur-Segulung",041,10,2+100,2+200,,RR,lapen,6,,2022,,,,
2359,"Jl. Slambur-Segulung",041,10,2+200,2+300,,RR,lapen,6,,2022,,,,
2360,"Jl. Slambur-Segulung",041,10,2+300,2+400,,RR,lapen,6,,2022,,,,
2361,"Jl. Slambur-Segulung",041,10,2+400,2+500,,RR,lapen,6,,2022,,,,
2362,"Jl. Slambur-Segulung",041,10,2+500,2+600,,RR,lapen,6,,2022,,,,
2363,"Jl. Slambur-Segulung",041,10,2+600,2+700,,RR,lapen,6,,2022,,,,
2364,"Jl. Slambur-Segulung",041,10,2+700,2+800,,RR,lapen,6,,2022,,,,
2365,"Jl. Slambur-Segulung",041,10,2+800,2+900,,RR,lapen,6,,2022,,,,
2366,"Jl. Slambur-Segulung",041,10,2+900,3+000,,RR,lapen,6,,2022,,,,
2367,"Jl. Slambur-Segulung",041,10,3+000,3+100,,RR,lapen,6,,2022,,,,
2368,"Jl. Slambur-Segulung",041,10,3+100,3+200,,RR,lapen,6,,2022,,,,
2369,"Jl. Slambur-Segulung",041,10,3+200,3+300,,RR,lapen,6,,2022,,,,
2370,"Jl. Slambur-Segulung",041,10,3+300,3+400,,RR,lapen,6,,2022,,,,
2371,"Jl. Slambur-Segulung",041,10,3+400,3+500,,RR,lapen,6,,2022,,,,
2372,"Jl. Slambur-Segulung",041,10,3+500,3+600,,RR,lapen,6,,2022,,,,
2373,"Jl. Slambur-Segulung",041,10,3+600,3+700,,RR,lapen,6,,2022,,,,
2374,"Jl. Slambur-Segulung",041,10,3+700,3+800,,RR,lapen,6,,2022,,,,
2375,"Jl. Slambur-Segulung",041,10,3+800,3+900,,RR,lapen,6,,2022,,,,
2376,"Jl. Slambur-Segulung",041,10,3+900,4+000,,RR,lapen,6,,2022,,,,
2377,"Jl. Slambur-Segulung",041,10,4+000,4+100,,RR,lapen,6,,2022,,,,
2378,"Jl. Slambur-Segulung",041,10,4+100,4+200,,RR,lapen,6,,2022,,,,
2379,"Jl. Slambur-Segulung",041,10,4+200,4+300,,RR,lapen,6,,2022,,,,
2380,"Jl. Slambur-Segulung",041,10,4+300,4+400,,RR,lapen,6,,2022,,,,
2381,"Jl. Slambur-Segulung",041,10,4+400,4+500,,RR,lapen,6,,2022,,,,
2382,"Jl. Slambur-Segulung",041,10,4+500,4+600,,RR,lapen,6,,2022,,,,
2383,"Jl. Slambur-Segulung",041,10,4+600,4+700,,RR,lapen,6,,2022,,,,
2384,"Jl. Slambur-Segulung",041,10,4+700,4+800,,RR,lapen,6,,2022,,,,
2385,"Jl. Slambur-Segulung",041,10,4+800,4+900,,RR,lapen,6,,2022,,,,
2386,"Jl. Slambur-Segulung",041,10,4+900,5+000,,RR,lapen,6,,2022,,,,
2387,"Jl. Slambur-Segulung",041,10,5+000,5+100,,RR,lapen,6,,2022,,,,
2388,"Jl. Slambur-Segulung",041,10,5+100,5+200,,RR,lapen,6,,2022,,,,
2389,"Jl. Slambur-Segulung",041,10,5+200,5+300,,RR,lapen,6,,2022,,,,
2390,"Jl. Slambur-Segulung",041,10,5+300,5+400,,RR,lapen,6,,2022,,,,
2391,"Jl. Slambur-Segulung",041,10,5+400,5+500,,RR,lapen,6,,2022,,,,
2392,"Jl. Slambur-Segulung",041,10,5+500,5+600,,RR,lapen,6,,2022,,,,
2393,"Jl. Slambur-Segulung",041,10,5+600,5+700,,RR,lapen,6,,2022,,,,
2394,"Jl. Slambur-Segulung",041,10,5+700,5+800,,RR,lapen,6,,2022,,,,
2395,"Jl. Slambur-Segulung",041,10,5+800,5+900,,RR,lapen,6,,2022,,,,
2396,"Jl. Slambur-Segulung",041,10,5+900,6+000,,RR,lapen,6,,2022,,,,
2397,"Jl. Slambur-Segulung",041,10,6+000,6+100,,RR,lapen,6,,2022,,,,
2398,"Jl. Slambur-Segulung",041,10,6+100,6+200,,RR,lapen,6,,2022,,,,
2399,"Jl. Slambur-Segulung",041,10,6+200,6+300,,RR,lapen,6,,2022,,,,
2400,"Jl. Slambur-Segulung",041,10,6+300,6+400,,RR,lapen,6,,2022,,,,
2401,"Jl. Slambur-Segulung",041,10,6+400,6+500,,RR,lapen,6,,2022,,,,
2402,"Jl. Slambur-Segulung",041,10,6+500,6+600,,RR,lapen,6,,2022,,,,
2403,"Jl. Slambur-Segulung",041,10,6+600,6+700,,RR,lapen,6,,2022,,,,
2404,"Jl. Slambur-Segulung",041,10,6+700,6+800,,RR,lapen,6,,2022,,,,
2405,"Jl. Slambur-Segulung",041,10,6+800,6+900,,RR,lapen,6,,2022,,,,
2406,"Jl. Slambur-Segulung",041,10,6+900,7+000,,RR,lapen,6,,2022,,,,
2407,"Jl. Slambur-Segulung",041,10,7+000,7+100,,RR,lapen,6,,2022,,,,
2408,"Jl. Slambur-Segulung",041,10,7+100,7+200,,RR,lapen,6,,2022,,,,
2409,"Jl. Slambur-Segulung",041,10,7+200,7+300,,RR,tanah,6,,2022,,,,
2410,"Jl. Slambur-Segulung",041,10,7+300,7+400,,RR,tanah,6,,2022,,,,
2411,"Jl. Slambur-Segulung",041,10,7+400,7+500,,RR,tanah,6,,2022,,,,
2412,"Jl. Slambur-Segulung",041,10,7+500,7+600,,RR,tanah,6,,2022,,,,
2413,"Jl. Slambur-Segulung",041,10,7+600,7+700,,RR,tanah,6,,2022,,,,
2414,"Jl. Slambur-Segulung",041,10,7+700,7+800,,RR,tanah,6,,2022,,,,
2415,"Jl. Slambur-Segulung",041,10,7+800,7+900,,RR,tanah,6,,2022,,,,
2416,"Jl. Slambur-Segulung",041,10,7+900,8+000,,RR,tanah,6,,2022,,,,
2417,"Jl. Slambur-Segulung",041,10,8+000,8+100,,RR,tanah,6,,2022,,,,
2418,"Jl. Slambur-Segulung",041,10,8+100,8+200,,RR,tanah,6,,2022,,,,
2419,"Jl. Slambur-Segulung",041,10,8+200,8+300,,RR,tanah,6,,2022,,,,
2420,"Jl. Slambur-Segulung",041,10,8+300,8+400,,RR,tanah,6,,2022,,,,
2421,"Jl. Slambur-Segulung",041,10,8+400,8+500,,RR,tanah,6,,2022,,,,
2422,"Jl. Slambur-Segulung",041,10,8+500,8+600,,RR,tanah,6,,2022,,,,
2423,"Jl. Slambur-Segulung",041,10,8+600,8+700,,RR,tanah,6,,2022,,,,
2424,"Jl. Slambur-Segulung",041,10,8+700,8+800,,RR,tanah,6,,2022,,,,
2425,"Jl. Slambur-Segulung",041,10,8+800,8+900,,RR,tanah,6,,2022,,,,
2426,"Jl. Slambur-Segulung",041,10,8+900,9+000,,RR,tanah,6,,2022,,,,
2427,"Jl. Slambur-Segulung",041,10,9+000,9+100,,RR,tanah,6,,2022,,,,
2428,"Jl. Slambur-Segulung",041,10,9+100,9+200,,RR,tanah,6,,2022,,,,
2429,"Jl. Slambur-Segulung",041,10,9+200,9+300,,RR,tanah,6,,2022,,,,
2430,"Jl. Slambur-Segulung",041,10,9+400,9+465,,RR,tanah,6,,2022,,,,
2432,"Jl. Dolopo-Tambakmas",042,9,0+000,0+100,,RR,tanah,6,,2022,,,,
2433,"Jl. Dolopo-Tambakmas",042,9,0+100,0+200,,RR,tanah,6,,2022,,,,
2434,"Jl. Dolopo-Tambakmas",042,9,0+200,0+300,,RR,tanah,6,,2022,,,,
2435,"Jl. Dolopo-Tambakmas",042,9,0+300,0+400,,RR,tanah,6,,2022,,,,
2436,"Jl. Dolopo-Tambakmas",042,9,0+400,0+500,,RR,tanah,6,,2022,,,,
2437,"Jl. Dolopo-Tambakmas",042,9,0+500,0+600,,RR,tanah,6,,2022,,,,
2438,"Jl. Dolopo-Tambakmas",042,9,0+600,0+700,,RR,tanah,6,,2022,,,,
2439,"Jl. Dolopo-Tambakmas",042,9,0+700,0+800,,RR,tanah,6,,2022,,,,
2440,"Jl. Dolopo-Tambakmas",042,9,0+800,0+900,,RR,tanah,6,,2022,,,,
2441,"Jl. Dolopo-Tambakmas",042,9,0+900,1+000,,RB,tanah,6,,2022,,,,
2442,"Jl. Dolopo-Tambakmas",042,9,1+000,1+100,,RB,tanah,6,,2022,,,,
2443,"Jl. Dolopo-Tambakmas",042,9,1+100,1+200,,RB,tanah,6,,2022,,,,
2444,"Jl. Dolopo-Tambakmas",042,9,1+200,1+300,,RB,tanah,6,,2022,,,,
2445,"Jl. Dolopo-Tambakmas",042,9,1+300,1+400,,RB,tanah,6,,2022,,,,
2446,"Jl. Dolopo-Tambakmas",042,9,1+400,1+500,,RB,tanah,6,,2022,,,,
2447,"Jl. Dolopo-Tambakmas",042,9,1+500,1+600,,RB,tanah,6,,2022,,,,
2448,"Jl. Dolopo-Tambakmas",042,9,1+600,1+700,,RB,tanah,6,,2022,,,,
2449,"Jl. Dolopo-Tambakmas",042,9,1+700,1+800,,RB,tanah,6,,2022,,,,
2450,"Jl. Dolopo-Tambakmas",042,9,1+800,1+900,,RB,tanah,6,,2022,,,,
2451,"Jl. Dolopo-Tambakmas",042,9,1+900,2+000,,RB,tanah,6,,2022,,,,
2452,"Jl. Dolopo-Tambakmas",042,9,2+000,2+100,,RB,tanah,6,,2022,,,,
2453,"Jl. Dolopo-Tambakmas",042,9,2+100,2+200,,RB,tanah,6,,2022,,,,
2454,"Jl. Dolopo-Tambakmas",042,9,2+200,2+300,,RB,tanah,6,,2022,,,,
2455,"Jl. Dolopo-Tambakmas",042,9,2+300,2+400,,RB,tanah,6,,2022,,,,
2456,"Jl. Dolopo-Tambakmas",042,9,2+400,2+500,,RB,tanah,6,,2022,,,,
2457,"Jl. Dolopo-Tambakmas",042,9,2+500,2+600,,RB,tanah,6,,2022,,,,
2458,"Jl. Dolopo-Tambakmas",042,9,2+600,2+700,,RB,tanah,6,,2022,,,,
2459,"Jl. Dolopo-Tambakmas",042,9,2+700,2+800,,RB,tanah,6,,2022,,,,
2460,"Jl. Dolopo-Tambakmas",042,9,2+800,2+900,,RB,tanah,6,,2022,,,,
2461,"Jl. Dolopo-Tambakmas",042,9,2+900,3+000,,RB,tanah,6,,2022,,,,
2462,"Jl. Dolopo-Tambakmas",042,9,3+000,3+100,,RB,tanah,6,,2022,,,,
2463,"Jl. Dolopo-Tambakmas",042,9,3+100,3+200,,RB,beton,6,,2022,,,,
2464,"Jl. Dolopo-Tambakmas",042,9,3+200,3+300,,RB,beton,6,,2022,,,,
2465,"Jl. Dolopo-Tambakmas",042,9,3+300,3+400,,RB,beton,6,,2022,,,,
2466,"Jl. Dolopo-Tambakmas",042,9,3+400,3+500,,RB,beton,6,,2022,,,,
2467,"Jl. Dolopo-Tambakmas",042,9,3+500,3+600,,RB,beton,6,,2022,,,,
2468,"Jl. Dolopo-Tambakmas",042,9,3+600,3+700,,RB,beton,6,,2022,,,,
2469,"Jl. Dolopo-Tambakmas",042,9,3+700,3+800,,RB,beton,6,,2022,,,,
2470,"Jl. Dolopo-Tambakmas",042,9,3+800,3+900,,RB,beton,6,,2022,,,,
2471,"Jl. Dolopo-Tambakmas",042,9,3+900,4+000,,RB,beton,6,,2022,,,,
2472,"Jl. Dolopo-Tambakmas",042,9,4+000,4+100,,RB,beton,6,,2022,,,,
2473,"Jl. Dolopo-Tambakmas",042,9,4+100,4+200,,RB,beton,6,,2022,,,,
2474,"Jl. Dolopo-Tambakmas",042,9,4+200,4+300,,RB,beton,6,,2022,,,,
2475,"Jl. Dolopo-Tambakmas",042,9,4+300,4+400,,RB,beton,6,,2022,,,,
2476,"Jl. Dolopo-Tambakmas",042,9,4+400,4+500,,RB,beton,6,,2022,,,,
2477,"Jl. Dolopo-Tambakmas",042,9,4+500,4+600,,RB,beton,6,,2022,,,,
2478,"Jl. Dolopo-Tambakmas",042,9,4+600,4+700,,RB,beton,6,,2022,,,,
2479,"Jl. Dolopo-Tambakmas",042,9,4+700,4+800,,RB,beton,6,,2022,,,,
2480,"Jl. Dolopo-Tambakmas",042,9,4+800,4+900,,RB,beton,6,,2022,,,,
2481,"Jl. Dolopo-Tambakmas",042,9,4+900,5+000,,RB,beton,6,,2022,,,,
2482,"Jl. Dolopo-Tambakmas",042,9,5+000,5+100,,RB,beton,6,,2022,,,,
2483,"Jl. Dolopo-Tambakmas",042,9,5+100,5+200,,RB,beton,6,,2022,,,,
2484,"Jl. Dolopo-Tambakmas",042,9,5+200,5+300,,RB,beton,6,,2022,,,,
2485,"Jl. Dolopo-Tambakmas",042,9,5+300,5+400,,RB,beton,6,,2022,,,,
2486,"Jl. Dolopo-Tambakmas",042,9,5+400,5+500,,RB,beton,6,,2022,,,,
2487,"Jl. Dolopo-Tambakmas",042,9,5+500,5+600,,RB,beton,6,,2022,,,,
2488,"Jl. Dolopo-Tambakmas",042,9,5+600,5+700,,RB,beton,6,,2022,,,,
2489,"Jl. Dolopo-Tambakmas",042,9,5+700,5+800,,RB,beton,6,,2022,,,,
2490,"Jl. Dolopo-Tambakmas",042,9,5+800,5+900,,RB,beton,6,,2022,,,,
2491,"Jl. Dolopo-Tambakmas",042,9,5+900,6+000,,RB,beton,6,,2022,,,,
2492,"Jl. Dolopo-Tambakmas",042,9,6+000,6+100,,RB,beton,6,,2022,,,,
2493,"Jl. Dolopo-Tambakmas",042,9,6+100,6+200,,RB,beton,6,,2022,,,,
2494,"Jl. Dolopo-Tambakmas",042,9,6+200,6+300,,RB,beton,6,,2022,,,,
2495,"Jl. Dolopo-Tambakmas",042,9,6+300,6+400,,RB,beton,6,,2022,,,,
2496,"Jl. Dolopo-Tambakmas",042,9,6+400,6+500,,RB,beton,6,,2022,,,,
2497,"Jl. Dolopo-Tambakmas",042,9,6+500,6+600,,RB,beton,6,,2022,,,,
2498,"Jl. Dolopo-Tambakmas",042,9,6+600,6+700,,RB,beton,6,,2022,,,,
2499,"Jl. Dolopo-Tambakmas",042,9,6+700,6+800,,RB,beton,6,,2022,,,,
2500,"Jl. Dolopo-Tambakmas",042,9,6+800,6+900,,RB,beton,6,,2022,,,,
2501,"Jl. Dolopo-Tambakmas",042,9,6+900,7+000,,RB,beton,6,,2022,,,,
2502,"Jl. Dolopo-Tambakmas",042,9,7+000,7+100,,RB,beton,6,,2022,,,,
