No,Nm_Ruas,Kd_Inf,Panjang,STA_AWAL,STA_AKHIR,Fungsi,Kondisi,Tipe_Perke,Lebar_STA,Tahun_Reali,tahun,Tgl,Penanganan,Kondisi_Kini,Perke_Kini
105,"Jl. Bajulan-Kenongorejo",002,5,2+100,2+200,,RR,beton,6,,2022,,,,
106,"Jl. Bajulan-Kenongorejo",002,5,2+200,2+300,,RR,beton,6,,2022,,,,
107,"Jl. Bajulan-Kenongorejo",002,5,2+300,2+400,,RR,beton,6,,2022,,,,
108,"Jl. Bajulan-Kenongorejo",002,5,2+400,2+500,,RR,beton,6,,2022,,,,
109,"Jl. Bajulan-Kenongorejo",002,5,2+500,2+600,,RR,beton,6,,2022,,,,
110,"Jl. Bajulan-Kenongorejo",002,5,2+600,2+700,,RR,beton,6,,2022,,,,
111,"Jl. Bajulan-Kenongorejo",002,5,2+700,2+800,,RR,beton,6,,2022,,,,
112,"Jl. Bajulan-Kenongorejo",002,5,2+800,2+900,,RR,beton,6,,2022,,,,
113,"Jl. Bajulan-Kenongorejo",002,5,2+900,3+000,,RR,beton,6,,2022,,,,
114,"Jl. Bajulan-Kenongorejo",002,5,3+000,3+100,,RR,beton,6,,2022,,,,
115,"Jl. Bajulan-Kenongorejo",002,5,3+100,3+200,,RR,beton,6,,2022,,,,
116,"Jl. Bajulan-Kenongorejo",002,5,3+200,3+300,,RR,beton,6,,2022,,,,
117,"Jl. Bajulan-Kenongorejo",002,5,3+300,3+400,,RR,beton,6,,2022,,,,
118,"Jl. Bajulan-Kenongorejo",002,5,3+400,3+500,,RR,beton,6,,2022,,,,
119,"Jl. Bajulan-Kenongorejo",002,5,3+500,3+600,,RR,beton,6,,2022,,,,
120,"Jl. Bajulan-Kenongorejo",002,5,3+600,3+700,,RR,beton,6,,2022,,,,
121,"Jl. Bajulan-Kenongorejo",002,5,3+700,3+800,,RR,beton,6,,2022,,,,
122,"Jl. Bajulan-Kenongorejo",002,5,3+800,3+900,,RR,beton,6,,2022,,,,
123,"Jl. Bajulan-Kenongorejo",002,5,3+900,4+000,,RR,beton,6,,2022,,,,
124,"Jl. Bajulan-Kenongorejo",002,5,4+000,4+100,,RR,beton,6,,2022,,,,
125,"Jl. Bajulan-Kenongorejo",002,5,4+100,4+200,,RR,beton,6,,2022,,,,
126,"Jl. Bajulan-Kenongorejo",002,5,4+200,4+300,,RR,beton,6,,2022,,,,
127,"Jl. Bajulan-Kenongorejo",002,5,4+300,4+400,,RR,beton,6,,2022,,,,
128,"Jl. Bajulan-Kenongorejo",002,5,4+400,4+500,,RR,beton,6,,2022,,,,
129,"Jl. Bajulan-Kenongorejo",002,5,4+500,4+600,,RR,beton,6,,2022,,,,
130,"Jl. Bajulan-Kenongorejo",002,5,4+600,4+700,,RR,beton,6,,2022,,,,
131,"Jl. Bajulan-Kenongorejo",002,5,4+700,4+800,,RR,aspal,6,,2022,,,,
132,"Jl. Bajulan-Kenongorejo",002,5,4+800,4+900,,RR,aspal,6,,2022,,,,
133,"Jl. Bajulan-Kenongorejo",002,5,4+900,5+000,,RR,aspal,6,,2022,,,,
134,"Jl. Bajulan-Kenongorejo",002,5,5+000,5+100,,RR,aspal,6,,2022,,,,
135,"Jl. Bajulan-Kenongorejo",002,5,5+100,5+200,,RR,aspal,6,,2022,,,,
136,"Jl. Bajulan-Kenongorejo",002,5,5+300,5+346,,RR,aspal,6,,2022,,,,
138,"Jl. Caruban-Morang",003,15,0+000,0+100,,RR,aspal,6,,2022,,,,
139,"Jl. Caruban-Morang",003,15,0+100,0+200,,RR,aspal,6,,2022,,,,
140,"Jl. Caruban-Morang",003,15,0+200,0+300,,RR,aspal,6,,2022,,,,
141,"Jl. Caruban-Morang",003,15,0+300,0+400,,RR,aspal,6,,2022,,,,
142,"Jl. Caruban-Morang",003,15,0+400,0+500,,RR,aspal,6,,2022,,,,
143,"Jl. Caruban-Morang",003,15,0+500,0+600,,RR,aspal,6,,2022,,,,
144,"Jl. Caruban-Morang",003,15,0+600,0+700,,RR,aspal,6,,2022,,,,
145,"Jl. Caruban-Morang",003,15,0+700,0+800,,RR,aspal,6,,2022,,,,
146,"Jl. Caruban-Morang",003,15,0+800,0+900,,RR,aspal,6,,2022,,,,
147,"Jl. Caruban-Morang",003,15,0+900,1+000,,RR,aspal,6,,2022,,,,
148,"Jl. Caruban-Morang",003,15,1+000,1+100,,RR,aspal,6,,2022,,,,
149,"Jl. Caruban-Morang",003,15,1+100,1+200,,RR,aspal,6,,2022,,,,
150,"Jl. Caruban-Morang",003,15,1+200,1+300,,RR,aspal,6,,2022,,,,
151,"Jl. Caruban-Morang",003,15,1+300,1+400,,RR,aspal,6,,2022,,,,
152,"Jl. Caruban-Morang",003,15,1+400,1+500,,RR,aspal,6,,2022,,,,
153,"Jl. Caruban-Morang",003,15,1+500,1+600,,RR,makadam,6,,2022,,,,
154,"Jl. Caruban-Morang",003,15,1+600,1+700,,RR,makadam,6,,2022,,,,
155,"Jl. Caruban-Morang",003,15,1+700,1+800,,RR,makadam,6,,2022,,,,
156,"Jl. Caruban-Morang",003,15,1+800,1+900,,RR,makadam,6,,2022,,,,
157,"Jl. Caruban-Morang",003,15,1+900,2+000,,RR,makadam,6,,2022,,,,
158,"Jl. Caruban-Morang",003,15,2+000,2+100,,RR,makadam,6,,2022,,,,
159,"Jl. Caruban-Morang",003,15,2+100,2+200,,RR,makadam,6,,2022,,,,
160,"Jl. Caruban-Morang",003,15,2+200,2+300,,RR,makadam,6,,2022,,,,
161,"Jl. Caruban-Morang",003,15,2+300,2+400,,RR,makadam,6,,2022,,,,
162,"Jl. Caruban-Morang",003,15,2+400,2+500,,RR,makadam,6,,2022,,,,
163,"Jl. Caruban-Morang",003,15,2+500,2+600,,RR,makadam,6,,2022,,,,
164,"Jl. Caruban-Morang",003,15,2+600,2+700,,RR,makadam,6,,2022,,,,
165,"Jl. Caruban-Morang",003,15,2+700,2+800,,RR,makadam,6,,2022,,,,
166,"Jl. Caruban-Morang",003,15,2+800,2+900,,RR,makadam,6,,2022,,,,
167,"Jl. Caruban-Morang",003,15,2+900,3+000,,RR,makadam,6,,2022,,,,
168,"Jl. Caruban-Morang",003,15,3+000,3+100,,RR,makadam,6,,2022,,,,
169,"Jl. Caruban-Morang",003,15,3+100,3+200,,RR,makadam,6,,2022,,,,
170,"Jl. Caruban-Morang",003,15,3+200,3+300,,RR,makadam,6,,2022,,,,
171,"Jl. Caruban-Morang",003,15,3+300,3+400,,RR,makadam,6,,2022,,,,
172,"Jl. Caruban-Morang",003,15,3+400,3+500,,RR,makadam,6,,2022,,,,
173,"Jl. Caruban-Morang",003,15,3+500,3+600,,RR,makadam,6,,2022,,,,
174,"Jl. Caruban-Morang",003,15,3+600,3+700,,RR,makadam,6,,2022,,,,
175,"Jl. Caruban-Morang",003,15,3+700,3+800,,RR,makadam,6,,2022,,,,
176,"Jl. Caruban-Morang",003,15,3+800,3+900,,RR,makadam,6,,2022,,,,
177,"Jl. Caruban-Morang",003,15,3+900,4+000,,RR,makadam,6,,2022,,,,
178,"Jl. Caruban-Morang",003,15,4+000,4+100,,RR,makadam,6,,2022,,,,
179,"Jl. Caruban-Morang",003,15,4+100,4+200,,RR,makadam,6,,2022,,,,
180,"Jl. Caruban-Morang",003,15,4+200,4+300,,RR,makadam,6,,2022,,,,
181,"Jl. Caruban-Morang",003,15,4+300,4+400,,RR,makadam,6,,2022,,,,
182,"Jl. Caruban-Morang",003,15,4+400,4+500,,RR,makadam,6,,2022,,,,
183,"Jl. Caruban-Morang",003,15,4+500,4+600,,RR,makadam,6,,2022,,,,
184,"Jl. Caruban-Morang",003,15,4+600,4+700,,RR,makadam,6,,2022,,,,
185,"Jl. Caruban-Morang",003,15,4+700,4+800,,RR,makadam,6,,2022,,,,
186,"Jl. Caruban-Morang",003,15,4+800,4+900,,RR,makadam,6,,2022,,,,
187,"Jl. Caruban-Morang",003,15,4+900,5+000,,RR,makadam,6,,2022,,,,
188,"Jl. Caruban-Morang",003,15,5+000,5+100,,RR,makadam,6,,2022,,,,
189,"Jl. Caruban-Morang",003,15,5+100,5+200,,RR,makadam,6,,2022,,,,
190,"Jl. Caruban-Morang",003,15,5+200,5+300,,RR,makadam,6,,2022,,,,
191,"Jl. Caruban-Morang",003,15,5+300,5+400,,RR,makadam,6,,2022,,,,
192,"Jl. Caruban-Morang",003,15,5+400,5+500,,RR,lapen,6,,2022,,,,
193,"Jl. Caruban-Morang",003,15,5+500,5+600,,RR,lapen,6,,2022,,,,
194,"Jl. Caruban-Morang",003,15,5+600,5+700,,RR,lapen,6,,2022,,,,
195,"Jl. Caruban-Morang",003,15,5+700,5+800,,RR,lapen,6,,2022,,,,
196,"Jl. Caruban-Morang",003,15,5+800,5+900,,RR,lapen,6,,2022,,,,
197,"Jl. Caruban-Morang",003,15,5+900,6+000,,RR,lapen,6,,2022,,,,
198,"Jl. Caruban-Morang",003,15,6+000,6+100,,RR,lapen,6,,2022,,,,
199,"Jl. Caruban-Morang",003,15,6+100,6+200,,RR,lapen,6,,2022,,,,
200,"Jl. Caruban-Morang",003,15,6+200,6+300,,RR,lapen,6,,2022,,,,
201,"Jl. Caruban-Morang",003,15,6+300,6+400,,RR,lapen,6,,2022,,,,
202,"Jl. Caruban-Morang",003,15,6+400,6+500,,RR,lapen,6,,2022,,,,
203,"Jl. Caruban-Morang",003,15,6+500,6+600,,RR,lapen,6,,2022,,,,
204,"Jl. Caruban-Morang",003,15,6+600,6+700,,RR,lapen,6,,2022,,,,
205,"Jl. Caruban-Morang",003,15,6+700,6+800,,RR,lapen,6,,2022,,,,
206,"Jl. Caruban-Morang",003,15,6+800,6+900,,RR,lapen,6,,2022,,,,
207,"Jl. Caruban-Morang",003,15,6+900,7+000,,RR,lapen,6,,2022,,,,
208,"Jl. Caruban-Morang",003,15,7+000,7+100,,RR,lapen,6,,2022,,,,
209,"Jl. Caruban-Morang",003,15,7+100,7+200,,RR,lapen,6,,2022,,,,
210,"Jl. Caruban-Morang",003,15,7+200,7+300,,RR,lapen,6,,2022,,,,
211,"Jl. Caruban-Morang",003,15,7+300,7+400,,RR,lapen,6,,2022,,,,
212,"Jl. Caruban-Morang",003,15,7+400,7+500,,RR,lapen,6,,2022,,,,
213,"Jl. Caruban-Morang",003,15,7+500,7+600,,RR,lapen,6,,2022,,,,
214,"Jl. Caruban-Morang",003,15,7+600,7+700,,RR,lapen,6,,2022,,,,
215,"Jl. Caruban-Morang",003,15,7+700,7+800,,RR,lapen,6,,2022,,,,
216,"Jl. Caruban-Morang",003,15,7+800,7+900,,RR,lapen,6,,2022,,,,
217,"Jl. Caruban-Morang",003,15,7+900,8+000,,RR,lapen,6,,2022,,,,
218,"Jl. Caruban-Morang",003,15,8+000,8+100,,RR,lapen,6,,2022,,,,
219,"Jl. Caruban-Morang",003,15,8+100,8+200,,RR,lapen,6,,2022,,,,
220,"Jl. Caruban-Morang",003,15,8+200,8+300,,RR,lapen,6,,2022,,,,
221,"Jl. Caruban-Morang",003,15,8+300,8+400,,RR,lapen,6,,2022,,,,
222,"Jl. Caruban-Morang",003,15,8+400,8+500,,RR,lapen,6,,2022,,,,
223,"Jl. Caruban-Morang",003,15,8+500,8+600,,RR,lapen,6,,2022,,,,
224,"Jl. Caruban-Morang",003,15,8+600,8+700,,RR,lapen,6,,2022,,,,
225,"Jl. Caruban-Morang",003,15,8+700,8+800,,RR,lapen,6,,2022,,,,
226,"Jl. Caruban-Morang",003,15,8+800,8+900,,RR,lapen,6,,2022,,,,
227,"Jl. Caruban-Morang",003,15,8+900,9+000,,RR,lapen,6,,2022,,,,
228,"Jl. Caruban-Morang",003,15,9+000,9+100,,RR,lapen,6,,2022,,,,
229,"Jl. Caruban-Morang",003,15,9+100,9+200,,RR,lapen,6,,2022,,,,
230,"Jl. Caruban-Morang",003,15,9+200,9+300,,RR,lapen,6,,2022,,,,
231,"Jl. Caruban-Morang",003,15,9+300,9+400,,RR,lapen,6,,2022,,,,
232,"Jl. Caruban-Morang",003,15,9+400,9+500,,RR,lapen,6,,2022,,,,
233,"Jl. Caruban-Morang",003,15,9+500,9+600,,RR,lapen,6,,2022,,,,
234,"Jl. Caruban-Morang",003,15,9+600,9+700,,RR,lapen,6,,2022,,,,
235,"Jl. Caruban-Morang",003,15,9+700,9+800,,RR,lapen,6,,2022,,,,
236,"Jl. Caruban-Morang",003,15,9+800,9+900,,RR,lapen,6,,2022,,,,
237,"Jl. Caruban-Morang",003,15,9+900,10+000,,RR,lapen,6,,2022,,,,
238,"Jl. Caruban-Morang",003,15,10+000,10+100,,RR,lapen,6,,2022,,,,
239,"Jl. Caruban-Morang",003,15,10+100,10+200,,RR,lapen,6,,2022,,,,
240,"Jl. Caruban-Morang",003,15,10+200,10+300,,RR,lapen,6,,2022,,,,
241,"Jl. Caruban-Morang",003,15,10+300,10+400,,RR,lapen,6,,2022,,,,
242,"Jl. Caruban-Morang",003,15,10+400,10+500,,RR,lapen,6,,2022,,,,
243,"Jl. Caruban-Morang",003,15,10+500,10+600,,RR,lapen,6,,2022,,,,
244,"Jl. Caruban-Morang",003,15,10+600,10+700,,RR,lapen,6,,2022,,,,
245,"Jl. Caruban-Morang",003,15,10+700,10+800,,RR,lapen,6,,2022,,,,
246,"Jl. Caruban-Morang",003,15,10+800,10+900,,RR,lapen,6,,2022,,,,
247,"Jl. Caruban-Morang",003,15,10+900,11+000,,RR,lapen,6,,2022,,,,
248,"Jl. Caruban-Morang",003,15,11+000,11+100,,RR,lapen,6,,2022,,,,
249,"Jl. Caruban-Morang",003,15,11+100,11+200,,RR,lapen,6,,2022,,,,
250,"Jl. Caruban-Morang",003,15,11+200,11+300,,RR,lapen,6,,2022,,,,
251,"Jl. Caruban-Morang",003,15,11+300,11+400,,RR,lapen,6,,2022,,,,
252,"Jl. Caruban-Morang",003,15,11+400,11+500,,RR,lapen,6,,2022,,,,
253,"Jl. Caruban-Morang",003,15,11+500,11+600,,RR,lapen,6,,2022,,,,
254,"Jl. Caruban-Morang",003,15,11+600,11+700,,RR,lapen,6,,2022,,,,
255,"Jl. Caruban-Morang",003,15,11+700,11+800,,RR,lapen,6,,2022,,,,
256,"Jl. Caruban-Morang",003,15,11+800,11+900,,RR,lapen,6,,2022,,,,
257,"Jl. Caruban-Morang",003,15,11+900,12+000,,RR,lapen,6,,2022,,,,
258,"Jl. Caruban-Morang",003,15,12+000,12+100,,RR,lapen,6,,2022,,,,
259,"Jl. Caruban-Morang",003,15,12+100,12+200,,RR,lapen,6,,2022,,,,
260,"Jl. Caruban-Morang",003,15,12+200,12+300,,RR,lapen,6,,2022,,,,
261,"Jl. Caruban-Morang",003,15,12+300,12+400,,RR,lapen,6,,2022,,,,
262,"Jl. Caruban-Morang",003,15,12+400,12+500,,RR,lapen,6,,2022,,,,
263,"Jl. Caruban-Morang",003,15,12+500,12+600,,RR,lapen,6,,2022,,,,
264,"Jl. Caruban-Morang",003,15,12+600,12+700,,RR,lapen,6,,2022,,,,
265,"Jl. Caruban-Morang",003,15,12+700,12+800,,RR,lapen,6,,2022,,,,
266,"Jl. Caruban-Morang",003,15,12+800,12+900,,RR,lapen,6,,2022,,,,
267,"Jl. Caruban-Morang",003,15,12+900,13+000,,RR,lapen,6,,2022,,,,
268,"Jl. Caruban-Morang",003,15,13+000,13+100,,RR,lapen,6,,2022,,,,
269,"Jl. Caruban-Morang",003,15,13+100,13+200,,RR,lapen,6,,2022,,,,
270,"Jl. Caruban-Morang",003,15,13+200,13+300,,RR,lapen,6,,2022,,,,
271,"Jl. Caruban-Morang",003,15,13+300,13+400,,RR,lapen,6,,2022,,,,
272,"Jl. Caruban-Morang",003,15,13+400,13+500,,RR,lapen,6,,2022,,,,
273,"Jl. Caruban-Morang",003,15,13+500,13+600,,RR,lapen,6,,2022,,,,
274,"Jl. Caruban-Morang",003,15,13+600,13+700,,RR,lapen,6,,2022,,,,
275,"Jl. Caruban-Morang",003,15,13+700,13+800,,RR,lapen,6,,2022,,,,
276,"Jl. Caruban-Morang",003,15,13+800,13+900,,RR,lapen,6,,2022,,,,
277,"Jl. Caruban-Morang",003,15,13+900,14+000,,RR,lapen,6,,2022,,,,
278,"Jl. Caruban-Morang",003,15,14+000,14+100,,RR,lapen,6,,2022,,,,
279,"Jl. Caruban-Morang",003,15,14+100,14+200,,RR,lapen,6,,2022,,,,
280,"Jl. Caruban-Morang",003,15,14+200,14+300,,RR,lapen,6,,2022,,,,
281,"Jl. Caruban-Morang",003,15,14+400,14+498,,RR,lapen,6,,2022,,,,
283,"Jl. Balerejo-Muneng",004,8,0+000,0+100,,RR,lapen,6,,2022,,,,
284,"Jl. Balerejo-Muneng",004,8,0+100,0+200,,RR,lapen,6,,2022,,,,
285,"Jl. Balerejo-Muneng",004,8,0+200,0+300,,RR,lapen,6,,2022,,,,
286,"Jl. Balerejo-Muneng",004,8,0+300,0+400,,RR,lapen,6,,2022,,,,
287,"Jl. Balerejo-Muneng",004,8,0+400,0+500,,RR,lapen,6,,2022,,,,
288,"Jl. Balerejo-Muneng",004,8,0+500,0+600,,RR,lapen,6,,2022,,,,
289,"Jl. Balerejo-Muneng",004,8,0+600,0+700,,RR,lapen,6,,2022,,,,
290,"Jl. Balerejo-Muneng",004,8,0+700,0+800,,RR,lapen,6,,2022,,,,
291,"Jl. Balerejo-Muneng",004,8,0+800,0+900,,RR,lapen,6,,2022,,,,
292,"Jl. Balerejo-Muneng",004,8,0+900,1+000,,RR,lapen,6,,2022,,,,
293,"Jl. Balerejo-Muneng",004,8,1+000,1+100,,RR,lapen,6,,2022,,,,
294,"Jl. Balerejo-Muneng",004,8,1+100,1+200,,RB,lapen,6,,2022,,,,
295,"Jl. Balerejo-Muneng",004,8,1+200,1+300,,RB,lapen,6,,2022,,,,
296,"Jl. Balerejo-Muneng",004,8,1+300,1+400,,RB,lapen,6,,2022,,,,
297,"Jl. Balerejo-Muneng",004,8,1+400,1+500,,RB,lapen,6,,2022,,,,
298,"Jl. Balerejo-Muneng",004,8,1+500,1+600,,RB,lapen,6,,2022,,,,
299,"Jl. Balerejo-Muneng",004,8,1+600,1+700,,RB,lapen,6,,2022,,,,
300,"Jl. Balerejo-Muneng",004,8,1+700,1+800,,RB,lapen,6,,2022,,,,
301,"Jl. Balerejo-Muneng",004,8,1+800,1+900,,RB,lapen,6,,2022,,,,
302,"Jl. Balerejo-Muneng",004,8,1+900,2+000,,RB,lapen,6,,2022,,,,
303,"Jl. Balerejo-Muneng",004,8,2+000,2+100,,RB,lapen,6,,2022,,,,
304,"Jl. Balerejo-Muneng",004,8,2+100,2+200,,RB,lapen,6,,2022,,,,
305,"Jl. Balerejo-Muneng",004,8,2+200,2+300,,RB,lapen,6,,2022,,,,
306,"Jl. Balerejo-Muneng",004,8,2+300,2+400,,RB,lapen,6,,2022,,,,
307,"Jl. Balerejo-Muneng",004,8,2+400,2+500,,RB,lapen,6,,2022,,,,
308,"Jl. Balerejo-Muneng",004,8,2+500,2+600,,RB,lapen,6,,2022,,,,
309,"Jl. Balerejo-Muneng",004,8,2+600,2+700,,RB,lapen,6,,2022,,,,
310,"Jl. Balerejo-Muneng",004,8,2+700,2+800,,RB,lapen,6,,2022,,,,
311,"Jl. Balerejo-Muneng",004,8,2+800,2+900,,RB,lapen,6,,2022,,,,
312,"Jl. Balerejo-Muneng",004,8,2+900,3+000,,RB,lapen,6,,2022,,,,
313,"Jl. Balerejo-Muneng",004,8,3+000,3+100,,RB,lapen,6,,2022,,,,
314,"Jl. Balerejo-Muneng",004,8,3+100,3+200,,RB,lapen,6,,2022,,,,
315,"Jl. Balerejo-Muneng",004,8,3+200,3+300,,RB,lapen,6,,2022,,,,
316,"Jl. Balerejo-Muneng",004,8,3+300,3+400,,RB,lapen,6,,2022,,,,
317,"Jl. Balerejo-Muneng",004,8,3+400,3+500,,RB,lapen,6,,2022,,,,
318,"Jl. Balerejo-Muneng",004,8,3+500,3+600,,RB,lapen,6,,2022,,,,
319,"Jl. Balerejo-Muneng",004,8,3+600,3+700,,RB,lapen,6,,2022,,,,
320,"Jl. Balerejo-Muneng",004,8,3+700,3+800,,RB,lapen,6,,2022,,,,
321,"Jl. Balerejo-Muneng",004,8,3+800,3+900,,RB,tanah,6,,2022,,,,
322,"Jl. Balerejo-Muneng",004,8,3+900,4+000,,RB,tanah,6,,2022,,,,
323,"Jl. Balerejo-Muneng",004,8,4+000,4+100,,RB,tanah,6,,2022,,,,
324,"Jl. Balerejo-Muneng",004,8,4+100,4+200,,RB,tanah,6,,2022,,,,
325,"Jl. Balerejo-Muneng",004,8,4+200,4+300,,RB,tanah,6,,2022,,,,
326,"Jl. Balerejo-Muneng",004,8,4+300,4+400,,RB,tanah,6,,2022,,,,
327,"Jl. Balerejo-Muneng",004,8,4+400,4+500,,RB,tanah,6,,2022,,,,
328,"Jl. Balerejo-Muneng",004,8,4+500,4+600,,RB,tanah,6,,2022,,,,
329,"Jl. Balerejo-Muneng",004,8,4+600,4+700,,RB,tanah,6,,2022,,,,
330,"Jl. Balerejo-Muneng",004,8,4+700,4+800,,RB,tanah,6,,2022,,,,
331,"Jl. Balerejo-Muneng",004,8,4+800,4+900,,RB,tanah,6,,2022,,,,
332,"Jl. Balerejo-Muneng",004,8,4+900,5+000,,RB,tanah,6,,2022,,,,
333,"Jl. Balerejo-Muneng",004,8,5+000,5+100,,RB,tanah,6,,2022,,,,
334,"Jl. Balerejo-Muneng",004,8,5+100,5+200,,RB,tanah,6,,2022,,,,
335,"Jl. Balerejo-Muneng",004,8,5+200,5+300,,RB,tanah,6,,2022,,,,
336,"Jl. Balerejo-Muneng",004,8,5+300,5+400,,RB,tanah,6,,2022,,,,
337,"Jl. Balerejo-Muneng",004,8,5+400,5+500,,RB,tanah,6,,2022,,,,
338,"Jl. Balerejo-Muneng",004,8,5+500,5+600,,RB,tanah,6,,2022,,,,
339,"Jl. Balerejo-Muneng",004,8,5+600,5+700,,RB,tanah,6,,2022,,,,
340,"Jl. Balerejo-Muneng",004,8,5+700,5+800,,RB,tanah,6,,2022,,,,
341,"Jl. Balerejo-Muneng",004,8,5+800,5+900,,RB,tanah,6,,2022,,,,
342,"Jl. Balerejo-Muneng",004,8,5+900,6+000,,RB,tanah,6,,2022,,,,
343,"Jl. Balerejo-Muneng",004,8,6+000,6+100,,RB,tanah,6,,2022,,,,
344,"Jl. Balerejo-Muneng",004,8,6+100,6+200,,RB,tanah,6,,2022,,,,
345,"Jl. Balerejo-Muneng",004,8,6+200,6+300,,RB,tanah,6,,2022,,,,
346,"Jl. Balerejo-Muneng",004,8,6+300,6+400,,RB,tanah,6,,2022,,,,
347,"Jl. Balerejo-Muneng",004,8,6+400,6+500,,RB,tanah,6,,2022,,,,
348,"Jl. Balerejo-Muneng",004,8,6+500,6+600,,RB,tanah,6,,2022,,,,
349,"Jl. Balerejo-Muneng",004,8,6+600,6+700,,RB,tanah,6,,2022,,,,
350,"Jl. Balerejo-Muneng",004,8,6+700,6+800,,RB,tanah,6,,2022,,,,
351,"Jl. Balerejo-Muneng",004,8,6+800,6+900,,RB,tanah,6,,2022,,,,
352,"Jl. Balerejo-Muneng",004,8,6+900,7+000,,RB,tanah,6,,2022,,,,
353,"Jl. Balerejo-Muneng",004,8,7+000,7+100,,RB,tanah,6,,2022,,,,
354,"Jl. Balerejo-Muneng",004,8,7+100,7+200,,RB,tanah,6,,2022,,,,
355,"Jl. Balerejo-Muneng",004,8,7+200,7+300,,RB,tanah,6,,2022,,,,
356,"Jl. Balerejo-Muneng",004,8,7+300,7+400,,RB,tanah,6,,2022,,,,
357,"Jl. Balerejo-Muneng",004,8,7+400,7+500,,RB,tanah,6,,2022,,,,
358,"Jl. Balerejo-Muneng",004,8,7+500,7+600,,RB,tanah,6,,2022,,,,
359,"Jl. Balerejo-Muneng",004,8,7+600,7+700,,RB,tanah,6,,2022,,,,
360,"Jl. Balerejo-Muneng",004,8,7+800,7+836,,RB,tanah,6,,2022,,,,
362,"Jl. Pagotan-Dagangan",005,2,0+000,0+100,,RB,tanah,6,,2022,,,,
363,"Jl. Pagotan-Dagangan",005,2,0+100,0+200,,RB,tanah,6,,2022,,,,
364,"Jl. Pagotan-Dagangan",005,2,0+200,0+300,,RB,tanah,6,,2022,,,,
365,"Jl. Pagotan-Dagangan",005,2,0+300,0+400,,RB,tanah,6,,2022,,,,
366,"Jl. Pagotan-Dagangan",005,2,0+400,0+500,,RB,tanah,6,,2022,,,,
367,"Jl. Pagotan-Dagangan",005,2,0+500,0+600,,RB,tanah,6,,2022,,,,
368,"Jl. Pagotan-Dagangan",005,2,0+600,0+700,,RB,tanah,6,,2022,,,,
369,"Jl. Pagotan-Dagangan",005,2,0+700,0+800,,RB,tanah,6,,2022,,,,
370,"Jl. Pagotan-Dagangan",005,2,0+800,0+900,,RB,tanah,6,,2022,,,,
371,"Jl. Pagotan-Dagangan",005,2,0+900,1+000,,RB,tanah,6,,2022,,,,
372,"Jl. Pagotan-Dagangan",005,2,1+000,1+100,,RB,tanah,6,,2022,,,,
373,"Jl. Pagotan-Dagangan",005,2,1+100,1+200,,RB,tanah,6,,2022,,,,
374,"Jl. Pagotan-Dagangan",005,2,1+200,1+300,,RB,tanah,6,,2022,,,,
375,"Jl. Pagotan-Dagangan",005,2,1+300,1+400,,RB,beton,6,,2022,,,,
376,"Jl. Pagotan-Dagangan",005,2,1+400,1+500,,RB,beton,6,,2022,,,,
377,"Jl. Pagotan-Dagangan",005,2,1+500,1+600,,RB,beton,6,,2022,,,,
378,"Jl. Pagotan-Dagangan",005,2,1+600,1+700,,RB,beton,6,,2022,,,,
379,"Jl. Pagotan-Dagangan",005,2,1+800,1+847,,RB,beton,6,,2022,,,,
381,"Jl. Uteran-Batas Magetan",006,7,0+000,0+100,,RB,beton,6,,2022,,,,
382,"Jl. Uteran-Batas Magetan",006,7,0+100,0+200,,RB,beton,6,,2022,,,,
383,"Jl. Uteran-Batas Magetan",006,7,0+200,0+300,,RB,beton,6,,2022,,,,
384,"Jl. Uteran-Batas Magetan",006,7,0+300,0+400,,RB,beton,6,,2022,,,,
385,"Jl. Uteran-Batas Magetan",006,7,0+400,0+500,,RB,beton,6,,2022,,,,
386,"Jl. Uteran-Batas Magetan",006,7,0+500,0+600,,RB,beton,6,,2022,,,,
387,"Jl. Uteran-Batas Magetan",006,7,0+600,0+700,,RB,beton,6,,2022,,,,
388,"Jl. Uteran-Batas Magetan",006,7,0+700,0+800,,RB,beton,6,,2022,,,,
389,"Jl. Uteran-Batas Magetan",006,7,0+800,0+900,,RB,beton,6,,2022,,,,
390,"Jl. Uteran-Batas Magetan",006,7,0+900,1+000,,RB,beton,6,,2022,,,,
391,"Jl. Uteran-Batas Magetan",006,7,1+000,1+100,,RB,beton,6,,2022,,,,
392,"Jl. Uteran-Batas Magetan",006,7,1+100,1+200,,RB,beton,6,,2022,,,,
393,"Jl. Uteran-Batas Magetan",006,7,1+200,1+300,,RB,beton,6,,2022,,,,
394,"Jl. Uteran-Batas Magetan",006,7,1+300,1+400,,RB,beton,6,,2022,,,,
395,"Jl. Uteran-Batas Magetan",006,7,1+400,1+500,,RB,beton,6,,2022,,,,
396,"Jl. Uteran-Batas Magetan",006,7,1+500,1+600,,RB,beton,6,,2022,,,,
397,"Jl. Uteran-Batas Magetan",006,7,1+600,1+700,,RB,beton,6,,2022,,,,
398,"Jl. Uteran-Batas Magetan",006,7,1+700,1+800,,RB,beton,6,,2022,,,,
399,"Jl. Uteran-Batas Magetan",006,7,1+800,1+900,,RB,beton,6,,2022,,,,
400,"Jl. Uteran-Batas Magetan",006,7,1+900,2+000,,RB,beton,6,,2022,,,,
401,"Jl. Uteran-Batas Magetan",006,7,2+000,2+100,,RB,beton,6,,2022,,,,
