No,Nm_Ruas,Kd_Inf,Panjang,STA_AWAL,STA_AKHIR,Fungsi,Kondisi,Tipe_Perke,Lebar_STA,Tahun_Reali,tahun,Tgl,Penanganan,Kondisi_Kini,Perke_Kini
122,Jalan Pacing,,2755,0+800,0+900,,RB,tanah,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
123,Jalan Pacing,,2755,0+900,1+000,,RB,tanah,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
124,Jalan Pacing,,2755,1+000,1+100,,RB,tanah,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
125,Jalan Pacing,,2755,1+100,1+200,,RB,beton,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
126,Jalan Pacing,,2755,1+200,1+300,,RB,beton,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
127,Jalan Pacing,,2755,1+300,1+400,,RB,beton,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
128,Jalan Pacing,,2755,1+400,1+500,,RB,beton,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
129,Jalan Pacing,,2755,1+500,1+600,,RB,beton,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
130,Jalan Pacing,,2755,1+600,1+700,,RB,beton,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
131,Jalan Pacing,,2755,1+700,1+800,,baik,beton,5,,2022,,,,
132,Jalan Pacing,,2755,1+800,1+900,,baik,beton,5,,2022,,,,
133,Jalan Pacing,,2755,1+900,2+000,,baik,beton,5,,2022,,,,
134,Jalan Pacing,,2755,2+000,2+100,,baik,aspal,5,,2022,,,,
135,Jalan Pacing,,2755,2+100,2+200,,baik,aspal,5,,2022,,,,
136,Jalan Pacing,,2755,2+200,2+300,,baik,aspal,5,,2022,,,,
137,Jalan Pacing,,2755,2+300,2+400,,baik,aspal,5,,2022,,,,
138,Jalan Pacing,,2755,2+400,2+500,,baik,aspal,5,,2022,,,,
139,Jalan Pacing,,2755,2+500,2+600,,baik,aspal,5,,2022,,,,
140,Jalan Pacing,,2755,2+700,2+755,,baik,aspal,5,,2022,,,,
142,Jalan Sedap Malam,,105,0+100,0+104,,baik,aspal,5,,2022,,,,
144,Jalan Seroja,,745,0+000,0+100,,baik,aspal,5,,2022,,,,
145,Jalan Seroja,,745,0+100,0+200,,baik,makadam,5,,2022,,,,
146,Jalan Seroja,,745,0+200,0+300,,baik,makadam,5,,2022,,,,
147,Jalan Seroja,,745,0+300,0+400,,baik,makadam,5,,2022,,,,
148,Jalan Seroja,,745,0+400,0+500,,baik,makadam,5,,2022,,,,
149,Jalan Seroja,,745,0+500,0+600,,baik,makadam,5,,2022,,,,
150,Jalan Seroja,,745,0+700,0+744,,baik,makadam,5,,2022,,,,
152,Jalan Sri Rejeki,,365,0+000,0+100,,baik,makadam,5,,2022,,,,
153,Jalan Sri Rejeki,,365,0+100,0+200,,baik,lapen,5,,2022,,,,
154,Jalan Sri Rejeki,,365,0+300,0+364,,baik,lapen,5,,2022,,,,
157,Jalan Sruni,,191,0+100,0+190,,baik,lapen,5,,2022,,,,
159,Jalan Sruni 1,,118,0+100,0+117,,baik,lapen,5,,2022,,,,
161,Jalan Telasih,,102,0+100,0+102,,sedang,lapen,5,,2022,,,,
163,Jalan Teratai,,418,0+000,0+100,,sedang,lapen,5,,2022,,,,
164,Jalan Teratai,,418,0+100,0+200,,sedang,lapen,5,,2022,,,,
165,Jalan Teratai,,418,0+200,0+300,,sedang,lapen,5,,2022,,,,
166,Jalan Teratai,,418,0+400,0+417,,sedang,tanah,5,,2022,,,,
168,Jalan Wijaya Kusuma,,262,0+000,0+100,,sedang,tanah,5,,2022,,,,
169,Jalan Wijaya Kusuma,,262,0+200,0+261,,sedang,tanah,5,,2022,,,,
171,Jalan Wijaya Kusuma I,,267,0+000,0+100,,sedang,tanah,5,,2022,,,,
172,Jalan Wijaya Kusuma I,,267,0+200,0+267,,sedang,tanah,5,,2022,,,,
174,Jalan Wijaya Kusuma II,,180,0+100,0+180,,sedang,tanah,5,,2022,,,,
176,Jl. Abimanyu,,807,0+000,0+100,,sedang,tanah,5,,2022,,,,
177,Jl. Abimanyu,,807,0+100,0+200,,sedang,beton,5,,2022,,,,
178,Jl. Abimanyu,,807,0+200,0+300,,sedang,beton,5,,2022,,,,
179,Jl. Abimanyu,,807,0+300,0+400,,sedang,beton,5,,2022,,,,
180,Jl. Abimanyu,,807,0+400,0+500,,sedang,beton,5,,2022,,,,
181,Jl. Abimanyu,,807,0+500,0+600,,sedang,beton,5,,2022,,,,
182,Jl. Abimanyu,,807,0+600,0+700,,sedang,beton,5,,2022,,,,
183,Jl. Abimanyu,,807,0+800,0+806,,sedang,beton,5,,2022,,,,
185,Jl. Abiyoso,,239,0+000,0+100,,sedang,beton,5,,2022,,,,
186,Jl. Abiyoso,,239,0+200,0+238,,sedang,beton,5,,2022,,,,
188,Jl. Arimbi 1,,166,0+100,0+165,,sedang,aspal,5,,2022,,,,
191,Jl. Arjuno,,119,0+100,0+118,,sedang,aspal,5,,2022,,,,
194,Jl. Bali,,344,0+000,0+100,,RR,aspal,5,,2022,,,,
195,Jl. Bali,,344,0+100,0+200,,RR,aspal,5,,2022,,,,
196,Jl. Bali,,344,0+300,0+343,,RR,aspal,5,,2022,,,,
198,Jl. Baru,,189,0+100,0+188,,RR,aspal,5,,2022,,,,
200,Jl. Baru Mberan,,286,0+000,0+100,,RR,aspal,5,,2022,,,,
201,Jl. Baru Mberan,,286,0+200,0+286,,RR,aspal,5,,2022,,,,
203,Jl. Baudayang,,801,0+000,0+100,,RR,aspal,5,,2022,,,,
204,Jl. Baudayang,,801,0+100,0+200,,RR,makadam,5,,2022,,,,
205,Jl. Baudayang,,801,0+200,0+300,,RR,makadam,5,,2022,,,,
206,Jl. Baudayang,,801,0+300,0+400,,RR,makadam,5,,2022,,,,
207,Jl. Baudayang,,801,0+400,0+500,,RR,makadam,5,,2022,,,,
208,Jl. Baudayang,,801,0+500,0+600,,RR,makadam,5,,2022,,,,
209,Jl. Baudayang,,801,0+600,0+700,,RR,makadam,5,,2022,,,,
210,Jl. Baudayang,,801,0+800,0+801,,RR,makadam,5,,2022,,,,
212,Jl. Bekas Rel,,439,0+000,0+100,,RR,lapen,5,,2022,,,,
213,Jl. Bekas Rel,,439,0+100,0+200,,RR,lapen,5,,2022,,,,
214,Jl. Bekas Rel,,439,0+200,0+300,,RR,lapen,5,,2022,,,,
215,Jl. Bekas Rel,,439,0+400,0+439,,RR,lapen,5,,2022,,,,
217,Jl. Bendungan Segaran,,328,0+000,0+100,,RR,lapen,5,,2022,,,,
218,Jl. Bendungan Segaran,,328,0+100,0+200,,RR,lapen,5,,2022,,,,
219,Jl. Bendungan Segaran,,328,0+300,0+328,,RR,lapen,5,,2022,,,,
221,Jl. Bendungan Segaran Barat,,123,0+100,0+123,,RR,lapen,5,,2022,,,,
223,Jl. Cempaka Gg 4,,154,0+100,0+154,,RR,tanah,5,,2022,,,,
225,Jl. Diponegoro 2,,560,0+000,0+100,,RR,tanah,5,,2022,,,,
226,Jl. Diponegoro 2,,560,0+100,0+200,,RR,tanah,5,,2022,,,,
227,Jl. Diponegoro 2,,560,0+200,0+300,,RR,tanah,5,,2022,,,,
228,Jl. Diponegoro 2,,560,0+300,0+400,,RR,tanah,5,,2022,,,,
229,Jl. Diponegoro 2,,560,0+500,0+560,,RR,tanah,5,,2022,,,,
231,Jl. Dungus Termulus,,1350,0+000,0+100,,RR,tanah,5,,2022,,,,
232,Jl. Dungus Termulus,,1350,0+100,0+200,,RR,beton,5,,2022,,,,
233,Jl. Dungus Termulus,,1350,0+200,0+300,,RR,beton,5,,2022,,,,
234,Jl. Dungus Termulus,,1350,0+300,0+400,,RR,beton,5,,2022,,,,
235,Jl. Dungus Termulus,,1350,0+400,0+500,,RR,beton,5,,2022,,,,
236,Jl. Dungus Termulus,,1350,0+500,0+600,,RR,beton,5,,2022,,,,
237,Jl. Dungus Termulus,,1350,0+600,0+700,,RR,beton,5,,2022,,,,
238,Jl. Dungus Termulus,,1350,0+700,0+800,,RR,beton,5,,2022,,,,
239,Jl. Dungus Termulus,,1350,0+800,0+900,,RR,beton,5,,2022,,,,
240,Jl. Dungus Termulus,,1350,0+900,1+000,,RR,beton,5,,2022,,,,
241,Jl. Dungus Termulus,,1350,1+000,1+100,,RR,aspal,5,,2022,,,,
242,Jl. Dungus Termulus,,1350,1+100,1+200,,RR,aspal,5,,2022,,,,
243,Jl. Dungus Termulus,,1350,1+300,1+350,,RR,aspal,5,,2022,,,,
245,Jl. Durian,,106,0+100,0+106,,RR,aspal,5,,2022,,,,
247,Jl. Gang Abimanyu,,199,0+100,0+198,,RR,aspal,5,,2022,,,,
249,Jl. Gang Anggrek V,,120,0+100,0+119,,RR,aspal,5,,2022,,,,
253,Jl. Gang Bayusuto 2,,131,0+100,0+130,,RR,aspal,5,,2022,,,,
255,Jl. Gang Bayusuto 3,,136,0+100,0+135,,RR,aspal,5,,2022,,,,
257,Jl. Gang Bayusuto 4,,144,0+100,0+143,,RR,aspal,5,,2022,,,,
259,Jl. Gang Buntu,,225,0+000,0+100,,RR,makadam,5,,2022,,,,
260,Jl. Gang Buntu,,225,0+200,0+224,,RR,makadam,5,,2022,,,,
263,Jl. Gang Cemer 1,,127,0+100,0+126,,RR,makadam,5,,2022,,,,
266,Jl. Gang Kantil 2,,108,0+100,0+108,,RR,makadam,5,,2022,,,,
270,Jl. Gang Mangga,,103,0+100,0+103,,RR,makadam,5,,2022,,,,
272,Jl. Gang Masjid,,187,0+100,0+186,,RR,makadam,5,,2022,,,,
274,Jl. Gang Rukun,,112,0+100,0+112,,RR,makadam,5,,2022,,,,
276,Jl. Gang Sadewo 1,,204,0+000,0+100,,RR,lapen,5,,2022,,,,
277,Jl. Gang Sadewo 1,,204,0+200,0+204,,RR,lapen,5,,2022,,,,
280,Jl. Gang Sentiaki 1,,400,0+000,0+100,,RR,lapen,5,,2022,,,,
281,Jl. Gang Sentiaki 1,,400,0+100,0+200,,RR,lapen,5,,2022,,,,
282,Jl. Gang Sentiaki 1,,400,0+300,0+399,,RR,lapen,5,,2022,,,,
284,Jl. Gang Sentiaki 2,,195,0+100,0+195,,RR,lapen,5,,2022,,,,
286,Jl. Gang Tangah,,260,0+000,0+100,,RR,lapen,5,,2022,,,,
287,Jl. Gang Tangah,,260,0+200,0+260,,RR,lapen,5,,2022,,,,
290,Jl. Gatot Kaca,,347,0+000,0+100,,RR,tanah,5,,2022,,,,
291,Jl. Gatot Kaca,,347,0+100,0+200,,RR,tanah,5,,2022,,,,
292,Jl. Gatot Kaca,,347,0+300,0+347,,RR,tanah,5,,2022,,,,
294,Jl. Gatot Kaca,,1139,0+000,0+100,,RR,tanah,5,,2022,,,,
295,Jl. Gatot Kaca,,1139,0+100,0+200,,RR,tanah,5,,2022,,,,
296,Jl. Gatot Kaca,,1139,0+200,0+300,,RR,tanah,5,,2022,,,,
297,Jl. Gatot Kaca,,1139,0+300,0+400,,RR,tanah,5,,2022,,,,
298,Jl. Gatot Kaca,,1139,0+400,0+500,,RR,beton,5,,2022,,,,
299,Jl. Gatot Kaca,,1139,0+500,0+600,,RR,beton,5,,2022,,,,
300,Jl. Gatot Kaca,,1139,0+600,0+700,,RR,beton,5,,2022,,,,
301,Jl. Gatot Kaca,,1139,0+700,0+800,,RR,beton,5,,2022,,,,
302,Jl. Gatot Kaca,,1139,0+800,0+900,,RR,beton,5,,2022,,,,
303,Jl. Gatot Kaca,,1139,0+900,1+000,,RR,beton,5,,2022,,,,
304,Jl. Gatot Kaca,,1139,1+100,1+138,,RR,beton,5,,2022,,,,
307,Jl. Gg Trobanyu,,107,0+100,0+106,,RR,beton,5,,2022,,,,
310,Jl. GG. Duren,,125,0+100,0+124,,RR,beton,5,,2022,,,,
312,Jl. Gg. Jambe,,104,0+100,0+103,,RR,aspal,5,,2022,,,,
315,Jl. Gg. Jeruk,,110,0+100,0+110,,RR,aspal,5,,2022,,,,
317,Jl. Gg. Kelapa,,129,0+100,0+128,,RR,aspal,5,,2022,,,,
319,Jl. Gg. Kelurahan,,132,0+100,0+131,,RR,aspal,5,,2022,,,,
324,Jl. H.Seto,,173,0+100,0+173,,RR,aspal,5,,2022,,,,
326,Jl. Iromito,,197,0+100,0+197,,RR,aspal,5,,2022,,,,
329,Jl. K.A.Moch Basari,,109,0+100,0+109,,RR,aspal,5,,2022,,,,
331,Jl. Kamboja,,119,0+100,0+118,,RR,aspal,5,,2022,,,,
333,Jl. Kanal Kembar (RT.11 RW.5),,333,0+000,0+100,,RR,aspal,5,,2022,,,,
334,Jl. Kanal Kembar (RT.11 RW.5),,333,0+100,0+200,,RR,makadam,5,,2022,,,,
335,Jl. Kanal Kembar (RT.11 RW.5),,333,0+300,0+333,,RR,makadam,5,,2022,,,,
337,Jl. Kantil,,425,0+000,0+100,,RR,makadam,5,,2022,,,,
338,Jl. Kantil,,425,0+100,0+200,,RR,makadam,5,,2022,,,,
339,Jl. Kantil,,425,0+200,0+300,,RR,makadam,5,,2022,,,,
340,Jl. Kantil,,425,0+400,0+425,,RR,makadam,5,,2022,,,,
342,Jl. Kebon Pisang,,192,0+100,0+191,,RR,makadam,5,,2022,,,,
344,Jl. Ki Ageng Bandar Alim,,390,0+000,0+100,,RR,lapen,5,,2022,,,,
345,Jl. Ki Ageng Bandar Alim,,390,0+100,0+200,,RR,lapen,5,,2022,,,,
346,Jl. Ki Ageng Bandar Alim,,390,0+300,0+389,,RR,lapen,5,,2022,,,,
348,Jl. Ki. Ageng Basyariyah,,607,0+000,0+100,,RR,lapen,5,,2022,,,,
349,Jl. Ki. Ageng Basyariyah,,607,0+100,0+200,,RR,lapen,5,,2022,,,,
350,Jl. Ki. Ageng Basyariyah,,607,0+200,0+300,,RR,lapen,5,,2022,,,,
351,Jl. Ki. Ageng Basyariyah,,607,0+300,0+400,,RR,lapen,5,,2022,,,,
352,Jl. Ki. Ageng Basyariyah,,607,0+400,0+500,,RR,lapen,5,,2022,,,,
353,Jl. Ki. Ageng Basyariyah,,607,0+600,0+607,,RR,tanah,5,,2022,,,,
361,Jl. Kontak Tani,,259,0+000,0+100,,RR,tanah,5,,2022,,,,
362,Jl. Kontak Tani,,259,0+200,0+259,,RR,tanah,5,,2022,,,,
364,Jl. Kresno,,117,0+100,0+117,,RR,tanah,5,,2022,,,,
366,Jl. Krisna,,507,0+000,0+100,,RR,tanah,5,,2022,,,,
367,Jl. Krisna,,507,0+100,0+200,,RR,tanah,5,,2022,,,,
368,Jl. Krisna,,507,0+200,0+300,,RR,tanah,5,,2022,,,,
369,Jl. Krisna,,507,0+300,0+400,,RR,beton,5,,2022,,,,
370,Jl. Krisna,,507,0+500,0+506,,RR,beton,5,,2022,,,,
372,Jl. Lapangan,,231,0+000,0+100,,RR,beton,5,,2022,,,,
373,Jl. Lapangan,,231,0+200,0+231,,RR,beton,5,,2022,,,,
375,Jl. Manggis,,166,0+100,0+165,,RR,beton,5,,2022,,,,
377,Jl. Masjid,,688,0+000,0+100,,RR,beton,5,,2022,,,,
378,Jl. Masjid,,688,0+100,0+200,,RR,beton,5,,2022,,,,
379,Jl. Masjid,,688,0+200,0+300,,RB,beton,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
380,Jl. Masjid,,688,0+300,0+400,,RB,beton,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
381,Jl. Masjid,,688,0+400,0+500,,RB,aspal,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
382,Jl. Masjid,,688,0+600,0+687,,RB,aspal,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
384,Jl. Mawar,,831,0+000,0+100,,RB,aspal,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
385,Jl. Mawar,,831,0+100,0+200,,RB,aspal,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
386,Jl. Mawar,,831,0+200,0+300,,RB,aspal,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
387,Jl. Mawar,,831,0+300,0+400,,RB,aspal,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
388,Jl. Mawar,,831,0+400,0+500,,RB,aspal,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
389,Jl. Mawar,,831,0+500,0+600,,RB,aspal,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
390,Jl. Mawar,,831,0+600,0+700,,RB,aspal,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
391,Jl. Mawar,,831,0+800,0+831,,RB,makadam,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
393,Jl. Mawar 1,,141,0+100,0+140,,RB,makadam,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
395,Jl. Mawar 2,,301,0+000,0+100,,RB,makadam,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
396,Jl. Mawar 2,,301,0+100,0+200,,RB,makadam,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
397,Jl. Mawar 2,,301,0+300,0+301,,RB,makadam,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
399,Jl. Melati,,502,0+000,0+100,,RB,makadam,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
400,Jl. Melati,,502,0+100,0+200,,RB,makadam,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
401,Jl. Melati,,502,0+200,0+300,,RB,lapen,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
402,Jl. Melati,,502,0+300,0+400,,RB,lapen,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
403,Jl. Melati,,502,0+500,0+502,,RB,lapen,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
405,Jl. Nangka,,194,0+100,0+194,,RB,lapen,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
407,Jl. Panji 1,,125,0+100,0+125,,RB,lapen,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
409,Jl. Panji 2,,116,0+100,0+115,,RB,lapen,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
411,Jl. Panji 3,,171,0+100,0+170,,RB,lapen,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
413,Jl. Patimura,,231,0+000,0+100,,RB,lapen,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
414,Jl. Patimura,,231,0+200,0+230,,RB,tanah,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
416,Jl. Pemuda,,399,0+000,0+100,,RB,tanah,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
417,Jl. Pemuda,,399,0+100,0+200,,RB,tanah,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
418,Jl. Pemuda,,399,0+300,0+398,,RB,tanah,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
420,Jl. Pemuda Gang I,,102,0+100,0+102,,RB,tanah,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
422,Jl. Pemuda Gang II,,102,0+100,0+102,,RB,tanah,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
424,Jl. Pemuda Gang III,,103,0+100,0+103,,RB,tanah,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
426,Jl. Pemuda Gang IV,,103,0+100,0+102,,RB,beton,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
429,Jl. Pemuda Gang VI,,103,0+100,0+102,,RB,beton,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
431,Jl. Pemuda Gang VII,,147,0+100,0+146,,RB,beton,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
434,Jl. Pepaya,,172,0+100,0+171,,RB,beton,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
436,Jl. Petruk,,134,0+100,0+133,,RB,beton,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
438,Jl. Pisang,,170,0+100,0+170,,RB,beton,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
441,Jl. Puntodewo,,568,0+000,0+100,,RB,beton,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
442,Jl. Puntodewo,,568,0+100,0+200,,RB,beton,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
443,Jl. Puntodewo,,568,0+200,0+300,,RB,beton,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
444,Jl. Puntodewo,,568,0+300,0+400,,RB,aspal,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
445,Jl. Puntodewo,,568,0+500,0+567,,RB,aspal,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
449,Jl. Rajawali,,312,0+000,0+100,,RB,aspal,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
450,Jl. Rajawali,,312,0+100,0+200,,RB,aspal,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
451,Jl. Rajawali,,312,0+300,0+311,,RB,aspal,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
453,Jl. Rajawali Gg.1,,136,0+100,0+136,,RB,aspal,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
456,Jl. Remaja,,220,0+000,0+100,,RB,aspal,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
457,Jl. Remaja,,220,0+200,0+220,,RB,aspal,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
462,Jl. Rukun,,142,0+100,0+142,,RB,aspal,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
464,Jl. Sadewo,,175,0+100,0+174,,RB,makadam,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
466,Jl. Sawung Galing,,392,0+000,0+100,,RB,makadam,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
467,Jl. Sawung Galing,,392,0+100,0+200,,RB,makadam,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
468,Jl. Sawung Galing,,392,0+300,0+392,,RB,makadam,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
470,Jl. Selo Barong,,148,0+100,0+148,,RB,makadam,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
472,Jl. Semar,,108,0+100,0+107,,RB,makadam,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
474,Jl. Sri Dewi,,106,0+100,0+106,,RB,makadam,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
476,Jl. Srikandi,,432,0+000,0+100,,RB,lapen,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
477,Jl. Srikandi,,432,0+100,0+200,,RB,lapen,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
478,Jl. Srikandi,,432,0+200,0+300,,RB,lapen,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
479,Jl. Srikandi,,432,0+400,0+432,,RB,lapen,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
481,Jl. Sukodono (RT.11 RW.5),,213,0+000,0+100,,RB,lapen,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
482,Jl. Sukodono (RT.11 RW.5),,213,0+200,0+213,,RB,lapen,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
484,Jl. Sultan Agung,,322,0+000,0+100,,RB,lapen,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
485,Jl. Sultan Agung,,322,0+100,0+200,,RB,lapen,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
486,Jl. Sultan Agung,,322,0+300,0+322,,RB,tanah,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
488,Jl. Tani Jaya,,400,0+000,0+100,,RB,tanah,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
489,Jl. Tani Jaya,,400,0+100,0+200,,RB,tanah,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
490,Jl. Tani Jaya,,400,0+200,0+300,,RB,tanah,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
491,Jl. Tani Jaya,,400,0+400,0+400,,RB,tanah,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
493,Jl. Tani Maju,,349,0+000,0+100,,RB,tanah,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
494,Jl. Tani Maju,,349,0+100,0+200,,RB,tanah,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
495,Jl. Tani Maju,,349,0+300,0+348,,RB,beton,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
497,Jl. Tani Murni,,579,0+000,0+100,,RB,beton,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
498,Jl. Tani Murni,,579,0+100,0+200,,RB,beton,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
499,Jl. Tani Murni,,579,0+200,0+300,,RB,beton,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
500,Jl. Tani Murni,,579,0+300,0+400,,RB,beton,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
501,Jl. Tani Murni,,579,0+500,0+578,,RB,beton,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
503,Jl. Tani Unggul,,763,0+000,0+100,,RB,beton,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
504,Jl. Tani Unggul,,763,0+100,0+200,,RB,beton,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
505,Jl. Tani Unggul,,763,0+200,0+300,,RB,beton,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
506,Jl. Tani Unggul,,763,0+300,0+400,,RB,aspal,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
507,Jl. Tani Unggul,,763,0+400,0+500,,RB,aspal,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
508,Jl. Tani Unggul,,763,0+500,0+600,,RB,aspal,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
509,Jl. Tani Unggul,,763,0+700,0+763,,RB,aspal,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
511,Jl. Tomat,,160,0+100,0+159,,RB,aspal,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
513,Jl. Werkudoro,,139,0+100,0+138,,RB,aspal,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
515,Jl. Wijaya,,342,0+000,0+100,,RB,aspal,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
516,Jl. Wijaya,,342,0+100,0+200,,RB,aspal,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
517,Jl. Wijaya,,342,0+300,0+341,,RB,aspal,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
521,Jl.Antarejo,,1501,0+000,0+100,,RB,makadam,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
522,Jl.Antarejo,,1501,0+100,0+200,,RB,makadam,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
523,Jl.Antarejo,,1501,0+200,0+300,,RB,makadam,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
524,Jl.Antarejo,,1501,0+300,0+400,,RB,makadam,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
525,Jl.Antarejo,,1501,0+400,0+500,,RB,makadam,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
526,Jl.Antarejo,,1501,0+500,0+600,,RB,makadam,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
527,Jl.Antarejo,,1501,0+600,0+700,,RB,makadam,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
528,Jl.Antarejo,,1501,0+700,0+800,,RB,lapen,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
529,Jl.Antarejo,,1501,0+800,0+900,,RB,lapen,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
530,Jl.Antarejo,,1501,0+900,1+000,,RB,lapen,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
531,Jl.Antarejo,,1501,1+000,1+100,,RB,lapen,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
532,Jl.Antarejo,,1501,1+100,1+200,,RB,lapen,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
533,Jl.Antarejo,,1501,1+200,1+300,,RB,lapen,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
