Nm_Ruas;Kd_Inf;Panjang;STA_AWAL;STA_AKHIR;No;Kondisi;Tipe_Perke;Lebar_STA
Jl. Mlilir-Tambakmas;026;8.510;0+200;0+300;1707;RR;lapen;6
Jl. Mlilir-Tambakmas;026;8.510;0+300;0+400;1708;RR;lapen;6
Jl. Mlilir-Tambakmas;026;8.510;0+400;0+500;1709;RR;lapen;6
Jl. Mlilir-Tambakmas;026;8.510;0+500;0+600;1710;RR;lapen;6
Jl. Mlilir-Tambakmas;026;8.510;0+600;0+700;1711;RR;lapen;6
Jl. Mlilir-Tambakmas;026;8.510;0+700;0+800;1712;RR;lapen;6
Jl. Mlilir-Tambakmas;026;8.510;0+800;0+900;1713;RR;lapen;6
Jl. Mlilir-Tambakmas;026;8.510;0+900;1+000;1714;RR;lapen;6
Jl. Mlilir-Tambakmas;026;8.510;1+000;1+100;1715;RR;lapen;6
Jl. Mlilir-Tambakmas;026;8.510;1+100;1+200;1716;RR;lapen;6
Jl. Mlilir-Tambakmas;026;8.510;1+200;1+300;1717;RR;lapen;6
Jl. Mlilir-Tambakmas;026;8.510;1+300;1+400;1718;RR;lapen;6
Jl. Mlilir-Tambakmas;026;8.510;1+400;1+500;1719;RR;lapen;6
Jl. Mlilir-Tambakmas;026;8.510;1+500;1+600;1720;RR;lapen;6
Jl. Mlilir-Tambakmas;026;8.510;1+600;1+700;1721;RR;lapen;6
Jl. Mlilir-Tambakmas;026;8.510;1+700;1+800;1722;RB;lapen;6
Jl. Mlilir-Tambakmas;026;8.510;1+800;1+900;1723;RB;lapen;6
Jl. Mlilir-Tambakmas;026;8.510;1+900;2+000;1724;RB;lapen;6
Jl. Mlilir-Tambakmas;026;8.510;2+000;2+100;1725;RB;lapen;6
Jl. Mlilir-Tambakmas;026;8.510;2+100;2+200;1726;RB;lapen;6
Jl. Mlilir-Tambakmas;026;8.510;2+200;2+300;1727;RB;lapen;6
Jl. Mlilir-Tambakmas;026;8.510;2+300;2+400;1728;RB;lapen;6
Jl. Mlilir-Tambakmas;026;8.510;2+400;2+500;1729;RB;lapen;6
Jl. Mlilir-Tambakmas;026;8.510;2+500;2+600;1730;RB;lapen;6
Jl. Mlilir-Tambakmas;026;8.510;2+600;2+700;1731;RB;lapen;6
Jl. Mlilir-Tambakmas;026;8.510;2+700;2+800;1732;RB;lapen;6
Jl. Mlilir-Tambakmas;026;8.510;2+800;2+900;1733;RB;lapen;6
Jl. Mlilir-Tambakmas;026;8.510;2+900;3+000;1734;RB;lapen;6
Jl. Mlilir-Tambakmas;026;8.510;3+000;3+100;1735;RB;lapen;6
Jl. Mlilir-Tambakmas;026;8.510;3+100;3+200;1736;RB;lapen;6
Jl. Mlilir-Tambakmas;026;8.510;3+200;3+300;1737;RB;lapen;6
Jl. Mlilir-Tambakmas;026;8.510;3+300;3+400;1738;RB;lapen;6
Jl. Mlilir-Tambakmas;026;8.510;3+400;3+500;1739;RB;lapen;6
Jl. Mlilir-Tambakmas;026;8.510;3+500;3+600;1740;RB;lapen;6
Jl. Mlilir-Tambakmas;026;8.510;3+600;3+700;1741;RB;lapen;6
Jl. Mlilir-Tambakmas;026;8.510;3+700;3+800;1742;RB;lapen;6
Jl. Mlilir-Tambakmas;026;8.510;3+800;3+900;1743;RB;lapen;6
Jl. Mlilir-Tambakmas;026;8.510;3+900;4+000;1744;RB;lapen;6
Jl. Mlilir-Tambakmas;026;8.510;4+000;4+100;1745;RB;lapen;6
Jl. Mlilir-Tambakmas;026;8.510;4+100;4+200;1746;RB;lapen;6
Jl. Mlilir-Tambakmas;026;8.510;4+200;4+300;1747;RB;lapen;6
Jl. Mlilir-Tambakmas;026;8.510;4+300;4+400;1748;RB;lapen;6
Jl. Mlilir-Tambakmas;026;8.510;4+400;4+500;1749;RB;lapen;6
Jl. Mlilir-Tambakmas;026;8.510;4+500;4+600;1750;RB;lapen;6
Jl. Mlilir-Tambakmas;026;8.510;4+600;4+700;1751;RB;lapen;6
Jl. Mlilir-Tambakmas;026;8.510;4+700;4+800;1752;RB;lapen;6
Jl. Mlilir-Tambakmas;026;8.510;4+800;4+900;1753;RB;lapen;6
Jl. Mlilir-Tambakmas;026;8.510;4+900;5+000;1754;RB;lapen;6
Jl. Mlilir-Tambakmas;026;8.510;5+000;5+100;1755;RB;lapen;6
Jl. Mlilir-Tambakmas;026;8.510;5+100;5+200;1756;RB;lapen;6
Jl. Mlilir-Tambakmas;026;8.510;5+200;5+300;1757;RB;lapen;6
Jl. Mlilir-Tambakmas;026;8.510;5+300;5+400;1758;RB;lapen;6
Jl. Mlilir-Tambakmas;026;8.510;5+400;5+500;1759;RB;lapen;6
Jl. Mlilir-Tambakmas;026;8.510;5+500;5+600;1760;RB;lapen;6
Jl. Mlilir-Tambakmas;026;8.510;5+600;5+700;1761;RB;lapen;6
Jl. Mlilir-Tambakmas;026;8.510;5+700;5+800;1762;RB;lapen;6
Jl. Mlilir-Tambakmas;026;8.510;5+800;5+900;1763;RB;lapen;6
Jl. Mlilir-Tambakmas;026;8.510;5+900;6+000;1764;RB;lapen;6
Jl. Mlilir-Tambakmas;026;8.510;6+000;6+100;1765;RB;lapen;6
Jl. Mlilir-Tambakmas;026;8.510;6+100;6+200;1766;RB;lapen;6
Jl. Mlilir-Tambakmas;026;8.510;6+200;6+300;1767;RB;lapen;6
Jl. Mlilir-Tambakmas;026;8.510;6+300;6+400;1768;RB;lapen;6
Jl. Mlilir-Tambakmas;026;8.510;6+400;6+500;1769;RB;lapen;6
Jl. Mlilir-Tambakmas;026;8.510;6+500;6+600;1770;RB;lapen;6
Jl. Mlilir-Tambakmas;026;8.510;6+600;6+700;1771;RB;lapen;6
Jl. Mlilir-Tambakmas;026;8.510;6+700;6+800;1772;RB;lapen;6
Jl. Mlilir-Tambakmas;026;8.510;6+800;6+900;1773;RB;lapen;6
Jl. Mlilir-Tambakmas;026;8.510;6+900;7+000;1774;RB;lapen;6
Jl. Mlilir-Tambakmas;026;8.510;7+000;7+100;1775;RB;lapen;6
Jl. Mlilir-Tambakmas;026;8.510;7+100;7+200;1776;RB;lapen;6
Jl. Mlilir-Tambakmas;026;8.510;7+200;7+300;1777;RB;lapen;6
Jl. Mlilir-Tambakmas;026;8.510;7+300;7+400;1778;RB;lapen;6
Jl. Mlilir-Tambakmas;026;8.510;7+400;7+500;1779;RB;lapen;6
Jl. Mlilir-Tambakmas;026;8.510;7+500;7+600;1780;RB;lapen;6
Jl. Mlilir-Tambakmas;026;8.510;7+600;7+700;1781;RB;lapen;6
Jl. Mlilir-Tambakmas;026;8.510;7+700;7+800;1782;RB;lapen;6
Jl. Mlilir-Tambakmas;026;8.510;7+800;7+900;1783;RB;lapen;6
Jl. Mlilir-Tambakmas;026;8.510;7+900;8+000;1784;RB;lapen;6
Jl. Mlilir-Tambakmas;026;8.510;8+000;8+100;1785;RB;lapen;6
Jl. Mlilir-Tambakmas;026;8.510;8+100;8+200;1786;RB;lapen;6
Jl. Mlilir-Tambakmas;026;8.510;8+200;8+300;1787;RB;lapen;6
Jl. Mlilir-Tambakmas;026;8.510;8+300;8+400;1788;RB;lapen;6
Jl. Mlilir-Tambakmas;026;8.510;8+400;8+500;1789;RB;lapen;6
Jl. Mlilir-Tambakmas;026;8.510;8+600;8+650;1790;RB;lapen;6
Jl. Batok-Morang;027;4.860;4+700;4+800;1791;sedang;lapen;6
Jl. Batok-Morang;027;4.860;0+000;0+100;1792;RB;lapen;6
Jl. Batok-Morang;027;4.860;0+100;0+200;1793;RB;lapen;6
Jl. Batok-Morang;027;4.860;0+200;0+300;1794;RB;lapen;6
Jl. Batok-Morang;027;4.860;0+300;0+400;1795;RB;lapen;6
Jl. Batok-Morang;027;4.860;0+400;0+500;1796;RB;lapen;6
Jl. Batok-Morang;027;4.860;0+500;0+600;1797;RB;lapen;6
Jl. Batok-Morang;027;4.860;0+600;0+700;1798;RB;lapen;6
Jl. Batok-Morang;027;4.860;0+700;0+800;1799;RB;lapen;6
Jl. Batok-Morang;027;4.860;0+800;0+900;1800;RB;lapen;6
Jl. Batok-Morang;027;4.860;0+900;1+000;1801;RB;lapen;6
Jl. Batok-Morang;027;4.860;1+000;1+100;1802;RB;lapen;6
Jl. Batok-Morang;027;4.860;1+100;1+200;1803;RB;lapen;6
Jl. Batok-Morang;027;4.860;1+200;1+300;1804;RB;lapen;6
Jl. Batok-Morang;027;4.860;1+300;1+400;1805;RB;lapen;6
Jl. Batok-Morang;027;4.860;1+400;1+500;1806;RB;lapen;6
Jl. Batok-Morang;027;4.860;1+500;1+600;1807;RB;lapen;6
Jl. Batok-Morang;027;4.860;1+600;1+700;1808;RB;lapen;6
Jl. Batok-Morang;027;4.860;1+700;1+800;1809;RB;tanah;6
Jl. Batok-Morang;027;4.860;1+800;1+900;1810;RB;tanah;6
Jl. Batok-Morang;027;4.860;1+900;2+000;1811;RB;tanah;6
Jl. Batok-Morang;027;4.860;2+000;2+100;1812;RB;tanah;6
Jl. Batok-Morang;027;4.860;2+100;2+200;1813;RB;tanah;6
Jl. Batok-Morang;027;4.860;2+200;2+300;1814;RB;tanah;6
Jl. Batok-Morang;027;4.860;2+300;2+400;1815;RB;tanah;6
Jl. Batok-Morang;027;4.860;2+400;2+500;1816;RB;tanah;6
Jl. Batok-Morang;027;4.860;2+500;2+600;1817;RB;tanah;6
Jl. Batok-Morang;027;4.860;2+600;2+700;1818;RB;tanah;6
Jl. Batok-Morang;027;4.860;2+700;2+800;1819;RB;tanah;6
Jl. Batok-Morang;027;4.860;2+800;2+900;1820;RB;tanah;6
Jl. Batok-Morang;027;4.860;2+900;3+000;1821;RB;tanah;6
Jl. Batok-Morang;027;4.860;3+000;3+100;1822;RB;tanah;6
Jl. Batok-Morang;027;4.860;3+100;3+200;1823;RB;tanah;6
Jl. Batok-Morang;027;4.860;3+200;3+300;1824;RB;tanah;6
Jl. Batok-Morang;027;4.860;3+300;3+400;1825;RB;tanah;6
Jl. Batok-Morang;027;4.860;3+400;3+500;1826;RB;tanah;6
Jl. Batok-Morang;027;4.860;3+500;3+600;1827;RB;tanah;6
Jl. Batok-Morang;027;4.860;3+600;3+700;1828;RB;tanah;6
Jl. Batok-Morang;027;4.860;3+700;3+800;1829;RB;tanah;6
Jl. Batok-Morang;027;4.860;3+800;3+900;1830;RB;tanah;6
Jl. Batok-Morang;027;4.860;3+900;4+000;1831;RB;tanah;6
Jl. Batok-Morang;027;4.860;4+000;4+100;1832;RB;tanah;6
Jl. Batok-Morang;027;4.860;4+100;4+200;1833;RB;tanah;6
Jl. Batok-Morang;027;4.860;4+200;4+300;1834;RB;tanah;6
Jl. Batok-Morang;027;4.860;4+300;4+400;1835;RB;tanah;6
Jl. Batok-Morang;027;4.860;4+400;4+500;1836;RB;tanah;6
Jl. Batok-Morang;027;4.860;4+500;4+600;1837;RB;tanah;6
Jl. Batok-Morang;027;4.860;4+600;4+700;1838;RB;tanah;6
Jl. Batok-Morang;027;4.860;4+800;4+860;1839;RB;tanah;6
Jl. Bagi-Batas Ngawi;028;2.710;2+500;2+600;1840;sedang;makadam;6
Jl. Bagi-Batas Ngawi;028;2.710;0+000;0+100;1841;RB;tanah;6
Jl. Bagi-Batas Ngawi;028;2.710;0+100;0+200;1842;RB;tanah;6
Jl. Bagi-Batas Ngawi;028;2.710;0+200;0+300;1843;RB;tanah;6
Jl. Bagi-Batas Ngawi;028;2.710;0+300;0+400;1844;RB;tanah;6
Jl. Bagi-Batas Ngawi;028;2.710;0+400;0+500;1845;RB;tanah;6
Jl. Bagi-Batas Ngawi;028;2.710;0+500;0+600;1846;RB;tanah;6
Jl. Bagi-Batas Ngawi;028;2.710;0+600;0+700;1847;RB;tanah;6
Jl. Bagi-Batas Ngawi;028;2.710;0+700;0+800;1848;RB;tanah;6
Jl. Bagi-Batas Ngawi;028;2.710;0+800;0+900;1849;RB;tanah;6
Jl. Bagi-Batas Ngawi;028;2.710;0+900;1+000;1850;RB;tanah;6
Jl. Bagi-Batas Ngawi;028;2.710;1+000;1+100;1851;RB;tanah;6
Jl. Bagi-Batas Ngawi;028;2.710;1+100;1+200;1852;RB;tanah;6
Jl. Bagi-Batas Ngawi;028;2.710;1+200;1+300;1853;RB;tanah;6
Jl. Bagi-Batas Ngawi;028;2.710;1+300;1+400;1854;RB;tanah;6
Jl. Bagi-Batas Ngawi;028;2.710;1+400;1+500;1855;RB;tanah;6
Jl. Bagi-Batas Ngawi;028;2.710;1+500;1+600;1856;RB;tanah;6
Jl. Bagi-Batas Ngawi;028;2.710;1+600;1+700;1857;RB;tanah;6
Jl. Bagi-Batas Ngawi;028;2.710;1+700;1+800;1858;RB;tanah;6
Jl. Bagi-Batas Ngawi;028;2.710;1+800;1+900;1859;RB;tanah;6
Jl. Bagi-Batas Ngawi;028;2.710;1+900;2+000;1860;RB;tanah;6
Jl. Bagi-Batas Ngawi;028;2.710;2+000;2+100;1861;RB;tanah;6
Jl. Bagi-Batas Ngawi;028;2.710;2+100;2+200;1862;RB;tanah;6
Jl. Bagi-Batas Ngawi;028;2.710;2+200;2+300;1863;RB;beton;6
Jl. Bagi-Batas Ngawi;028;2.710;2+300;2+400;1864;RB;beton;6
Jl. Bagi-Batas Ngawi;028;2.710;2+400;2+500;1865;RB;beton;6
Jl. Bagi-Batas Ngawi;028;2.710;2+600;2+680;1866;RB;beton;6
Jl. Tiron-Bagi;029;4.220;4+100;4+200;1867;sedang;makadam;6
Jl. Tiron-Bagi;029;4.220;0+000;0+100;1868;RB;beton;6
Jl. Tiron-Bagi;029;4.220;0+100;0+200;1869;RB;beton;6
Jl. Tiron-Bagi;029;4.220;0+200;0+300;1870;RB;beton;6
Jl. Tiron-Bagi;029;4.220;0+300;0+400;1871;RB;beton;6
Jl. Tiron-Bagi;029;4.220;0+400;0+500;1872;RB;beton;6
Jl. Tiron-Bagi;029;4.220;0+500;0+600;1873;RB;beton;6
Jl. Tiron-Bagi;029;4.220;0+600;0+700;1874;RB;beton;6
Jl. Tiron-Bagi;029;4.220;0+700;0+800;1875;RB;beton;6
Jl. Tiron-Bagi;029;4.220;0+800;0+900;1876;RB;beton;6
Jl. Tiron-Bagi;029;4.220;0+900;1+000;1877;RB;beton;6
Jl. Tiron-Bagi;029;4.220;1+000;1+100;1878;RB;beton;6
Jl. Tiron-Bagi;029;4.220;1+100;1+200;1879;RB;beton;6
Jl. Tiron-Bagi;029;4.220;1+200;1+300;1880;RB;beton;6
Jl. Tiron-Bagi;029;4.220;1+300;1+400;1881;RB;beton;6
Jl. Tiron-Bagi;029;4.220;1+400;1+500;1882;RB;beton;6
Jl. Tiron-Bagi;029;4.220;1+500;1+600;1883;RB;beton;6
Jl. Tiron-Bagi;029;4.220;1+600;1+700;1884;RB;beton;6
Jl. Tiron-Bagi;029;4.220;1+700;1+800;1885;RB;beton;6
Jl. Tiron-Bagi;029;4.220;1+800;1+900;1886;RB;beton;6
Jl. Tiron-Bagi;029;4.220;1+900;2+000;1887;RB;beton;6
Jl. Tiron-Bagi;029;4.220;2+000;2+100;1888;RB;beton;6
Jl. Tiron-Bagi;029;4.220;2+100;2+200;1889;RB;beton;6
Jl. Tiron-Bagi;029;4.220;2+200;2+300;1890;RB;beton;6
Jl. Tiron-Bagi;029;4.220;2+300;2+400;1891;RB;beton;6
Jl. Tiron-Bagi;029;4.220;2+400;2+500;1892;RB;beton;6
Jl. Tiron-Bagi;029;4.220;2+500;2+600;1893;RB;beton;6
Jl. Tiron-Bagi;029;4.220;2+600;2+700;1894;RB;beton;6
Jl. Tiron-Bagi;029;4.220;2+700;2+800;1895;RB;beton;6
Jl. Tiron-Bagi;029;4.220;2+800;2+900;1896;RB;beton;6
Jl. Tiron-Bagi;029;4.220;2+900;3+000;1897;RB;beton;6
Jl. Tiron-Bagi;029;4.220;3+000;3+100;1898;RB;beton;6
Jl. Tiron-Bagi;029;4.220;3+100;3+200;1899;RB;beton;6
Jl. Tiron-Bagi;029;4.220;3+200;3+300;1900;RB;beton;6
Jl. Tiron-Bagi;029;4.220;3+300;3+400;1901;RB;beton;6
Jl. Tiron-Bagi;029;4.220;3+400;3+500;1902;RB;beton;6
Jl. Tiron-Bagi;029;4.220;3+500;3+600;1903;RB;beton;6
Jl. Tiron-Bagi;029;4.220;3+600;3+700;1904;RB;beton;6
Jl. Tiron-Bagi;029;4.220;3+700;3+800;1905;RB;beton;6
Jl. Tiron-Bagi;029;4.220;3+800;3+900;1906;RB;beton;6
Jl. Tiron-Bagi;029;4.220;3+900;4+000;1907;RB;beton;6
Jl. Tiron-Bagi;029;4.220;4+000;4+100;1908;RB;beton;6
Jl. Tiron-Bagi;029;4.220;4+200;4+226;1909;RB;beton;6
Jl. Sumbergandu-Tulung;030;4.220;0+100;0+200;1910;baik;aspal;6
Jl. Sumbergandu-Tulung;030;4.220;4+200;4+221;1911;RB;beton;6
Jl. Sumbergandu-Tulung;030;4.220;4+100;4+200;1912;RB;beton;6
Jl. Sumbergandu-Tulung;030;4.220;4+000;4+100;1913;RB;beton;6
Jl. Sumbergandu-Tulung;030;4.220;3+900;4+000;1914;RB;beton;6
Jl. Sumbergandu-Tulung;030;4.220;3+800;3+900;1915;RB;beton;6
Jl. Sumbergandu-Tulung;030;4.220;3+700;3+800;1916;RB;beton;6
Jl. Sumbergandu-Tulung;030;4.220;3+600;3+700;1917;RB;aspal;6
Jl. Sumbergandu-Tulung;030;4.220;3+500;3+600;1918;RB;aspal;6
Jl. Sumbergandu-Tulung;030;4.220;3+400;3+500;1919;RB;aspal;6
Jl. Sumbergandu-Tulung;030;4.220;3+300;3+400;1920;RB;aspal;6
Jl. Sumbergandu-Tulung;030;4.220;3+200;3+300;1921;RB;aspal;6
Jl. Sumbergandu-Tulung;030;4.220;3+100;3+200;1922;RB;aspal;6
Jl. Sumbergandu-Tulung;030;4.220;3+000;3+100;1923;RB;aspal;6
Jl. Sumbergandu-Tulung;030;4.220;2+900;3+000;1924;RB;aspal;6
Jl. Sumbergandu-Tulung;030;4.220;2+800;2+900;1925;RB;aspal;6
Jl. Sumbergandu-Tulung;030;4.220;2+700;2+800;1926;RB;aspal;6
Jl. Sumbergandu-Tulung;030;4.220;2+600;2+700;1927;RB;aspal;6
Jl. Sumbergandu-Tulung;030;4.220;2+500;2+600;1928;RB;aspal;6
Jl. Sumbergandu-Tulung;030;4.220;2+400;2+500;1929;RB;aspal;6
Jl. Sumbergandu-Tulung;030;4.220;2+300;2+400;1930;RB;aspal;6
Jl. Sumbergandu-Tulung;030;4.220;2+200;2+300;1931;RB;aspal;6
Jl. Sumbergandu-Tulung;030;4.220;2+100;2+200;1932;RB;aspal;6
Jl. Sumbergandu-Tulung;030;4.220;2+000;2+100;1933;RB;aspal;6
Jl. Sumbergandu-Tulung;030;4.220;1+900;2+000;1934;RB;aspal;6
Jl. Sumbergandu-Tulung;030;4.220;1+800;1+900;1935;RB;aspal;6
Jl. Sumbergandu-Tulung;030;4.220;1+700;1+800;1936;RB;aspal;6
Jl. Sumbergandu-Tulung;030;4.220;1+600;1+700;1937;RB;aspal;6
Jl. Sumbergandu-Tulung;030;4.220;1+500;1+600;1938;RB;makadam;6
Jl. Sumbergandu-Tulung;030;4.220;1+400;1+500;1939;RB;makadam;6
Jl. Sumbergandu-Tulung;030;4.220;1+300;1+400;1940;RB;makadam;6
Jl. Sumbergandu-Tulung;030;4.220;1+200;1+300;1941;RB;makadam;6
Jl. Sumbergandu-Tulung;030;4.220;1+100;1+200;1942;RB;makadam;6
Jl. Sumbergandu-Tulung;030;4.220;1+000;1+100;1943;RB;makadam;6
Jl. Sumbergandu-Tulung;030;4.220;0+900;1+000;1944;RB;makadam;6
Jl. Sumbergandu-Tulung;030;4.220;0+800;0+900;1945;RB;makadam;6
Jl. Sumbergandu-Tulung;030;4.220;0+700;0+800;1946;RB;makadam;6
Jl. Sumbergandu-Tulung;030;4.220;0+600;0+700;1947;RB;makadam;6
Jl. Sumbergandu-Tulung;030;4.220;0+500;0+600;1948;RB;makadam;6
Jl. Sumbergandu-Tulung;030;4.220;0+400;0+500;1949;RB;makadam;6
Jl. Sumbergandu-Tulung;030;4.220;0+300;0+400;1950;RB;makadam;6
Jl. Sumbergandu-Tulung;030;4.220;0+200;0+300;1951;RB;makadam;6
Jl. Sumbergandu-Tulung;030;4.220;0+000;0+100;1952;RB;makadam;6
Jl. Dagangan-Sukosari;031;3.930;3+200;"3+300
";1953;sedang;lapen;6
Jl. Dagangan-Sukosari;031;3.930;0+000;0+100;1954;RB;makadam;6
Jl. Dagangan-Sukosari;031;3.930;0+100;0+200;1955;RB;makadam;6
Jl. Dagangan-Sukosari;031;3.930;0+200;0+300;1956;RB;makadam;6
Jl. Dagangan-Sukosari;031;3.930;0+300;0+400;1957;RB;makadam;6
Jl. Dagangan-Sukosari;031;3.930;0+400;0+500;1958;RB;makadam;6
Jl. Dagangan-Sukosari;031;3.930;0+500;0+600;1959;RB;makadam;6
Jl. Dagangan-Sukosari;031;3.930;0+600;0+700;1960;RB;makadam;6
Jl. Dagangan-Sukosari;031;3.930;0+700;0+800;1961;RB;makadam;6
Jl. Dagangan-Sukosari;031;3.930;0+800;0+900;1962;RB;makadam;6
Jl. Dagangan-Sukosari;031;3.930;0+900;1+000;1963;RB;makadam;6
Jl. Dagangan-Sukosari;031;3.930;1+000;1+100;1964;RB;makadam;6
Jl. Dagangan-Sukosari;031;3.930;1+100;1+200;1965;RB;makadam;6
Jl. Dagangan-Sukosari;031;3.930;1+200;1+300;1966;RB;makadam;6
Jl. Dagangan-Sukosari;031;3.930;1+300;1+400;1967;RB;makadam;6
Jl. Dagangan-Sukosari;031;3.930;1+400;1+500;1968;RB;makadam;6
Jl. Dagangan-Sukosari;031;3.930;1+500;1+600;1969;RB;makadam;6
Jl. Dagangan-Sukosari;031;3.930;1+600;1+700;1970;RB;makadam;6
Jl. Dagangan-Sukosari;031;3.930;1+700;1+800;1971;RB;makadam;6
Jl. Dagangan-Sukosari;031;3.930;1+800;1+900;1972;RB;makadam;6
Jl. Dagangan-Sukosari;031;3.930;1+900;2+000;1973;RB;makadam;6
Jl. Dagangan-Sukosari;031;3.930;2+000;2+100;1974;RB;makadam;6
Jl. Dagangan-Sukosari;031;3.930;2+100;2+200;1975;RB;makadam;6
Jl. Dagangan-Sukosari;031;3.930;2+200;2+300;1976;baik;makadam;6
Jl. Dagangan-Sukosari;031;3.930;2+300;2+400;1977;baik;makadam;6
Jl. Dagangan-Sukosari;031;3.930;2+400;2+500;1978;baik;lapen;6
Jl. Dagangan-Sukosari;031;3.930;2+500;2+600;1979;baik;lapen;6
Jl. Dagangan-Sukosari;031;3.930;2+600;2+700;1980;baik;lapen;6
Jl. Dagangan-Sukosari;031;3.930;2+700;2+800;1981;baik;lapen;6
Jl. Dagangan-Sukosari;031;3.930;2+800;2+900;1982;baik;lapen;6
Jl. Dagangan-Sukosari;031;3.930;2+900;3+000;1983;baik;lapen;6
Jl. Dagangan-Sukosari;031;3.930;3+000;3+100;1984;baik;lapen;6
Jl. Dagangan-Sukosari;031;3.930;3+100;3+200;1985;baik;lapen;6
Jl. Dagangan-Sukosari;031;3.930;3+300;3+391;1986;baik;lapen;6
Jl. Dungus-Sukosari;032;6.650;6+500;6+600;1987;baik;lapen;6
Jl. Dungus-Sukosari;032;6.650;0+000;0+100;1988;sedang;lapen;6
Jl. Dungus-Sukosari;032;6.650;0+100;0+200;1989;baik;lapen;6
Jl. Dungus-Sukosari;032;6.650;0+200;0+300;1990;baik;lapen;6
Jl. Dungus-Sukosari;032;6.650;0+300;0+400;1991;baik;lapen;6
Jl. Dungus-Sukosari;032;6.650;0+400;0+500;1992;baik;lapen;6
Jl. Dungus-Sukosari;032;6.650;0+500;0+600;1993;baik;lapen;6
Jl. Dungus-Sukosari;032;6.650;0+600;0+700;1994;baik;lapen;6
Jl. Dungus-Sukosari;032;6.650;0+700;0+800;1995;sedang;lapen;6
Jl. Dungus-Sukosari;032;6.650;0+800;0+900;1996;sedang;lapen;6
Jl. Dungus-Sukosari;032;6.650;0+900;1+000;1997;sedang;lapen;6
Jl. Dungus-Sukosari;032;6.650;1+000;1+100;1998;sedang;lapen;6
Jl. Dungus-Sukosari;032;6.650;1+100;1+200;1999;sedang;lapen;6
Jl. Dungus-Sukosari;032;6.650;1+200;1+300;2000;sedang;lapen;6
Jl. Dungus-Sukosari;032;6.650;1+300;1+400;2001;sedang;lapen;6
Jl. Dungus-Sukosari;032;6.650;1+400;1+500;2002;sedang;lapen;6
Jl. Dungus-Sukosari;032;6.650;1+500;1+600;2003;sedang;lapen;6
Jl. Dungus-Sukosari;032;6.650;1+600;1+700;2004;sedang;lapen;6
Jl. Dungus-Sukosari;032;6.650;1+700;1+800;2005;sedang;lapen;6
Jl. Dungus-Sukosari;032;6.650;1+800;1+900;2006;sedang;lapen;6
Jl. Dungus-Sukosari;032;6.650;1+900;2+000;2007;sedang;lapen;6
Jl. Dungus-Sukosari;032;6.650;2+000;2+100;2008;sedang;lapen;6
Jl. Dungus-Sukosari;032;6.650;2+100;2+200;2009;sedang;lapen;6
Jl. Dungus-Sukosari;032;6.650;2+200;2+300;2010;sedang;lapen;6
Jl. Dungus-Sukosari;032;6.650;2+300;2+400;2011;sedang;lapen;6
Jl. Dungus-Sukosari;032;6.650;2+400;2+500;2012;sedang;lapen;6
Jl. Dungus-Sukosari;032;6.650;2+500;2+600;2013;sedang;lapen;6
Jl. Dungus-Sukosari;032;6.650;2+600;2+700;2014;baik;lapen;6
Jl. Dungus-Sukosari;032;6.650;2+700;2+800;2015;baik;lapen;6
Jl. Dungus-Sukosari;032;6.650;2+800;2+900;2016;baik;lapen;6
Jl. Dungus-Sukosari;032;6.650;2+900;3+000;2017;baik;lapen;6
Jl. Dungus-Sukosari;032;6.650;3+000;3+100;2018;baik;lapen;6
Jl. Dungus-Sukosari;032;6.650;3+100;3+200;2019;baik;lapen;6
Jl. Dungus-Sukosari;032;6.650;3+200;3+300;2020;baik;lapen;6
Jl. Dungus-Sukosari;032;6.650;3+300;3+400;2021;sedang;lapen;6
Jl. Dungus-Sukosari;032;6.650;3+400;3+500;2022;sedang;lapen;6
Jl. Dungus-Sukosari;032;6.650;3+500;3+600;2023;sedang;lapen;6
Jl. Dungus-Sukosari;032;6.650;3+600;3+700;2024;baik;lapen;6
Jl. Dungus-Sukosari;032;6.650;3+700;3+800;2025;sedang;lapen;6
Jl. Dungus-Sukosari;032;6.650;3+800;3+900;2026;sedang;lapen;6
Jl. Dungus-Sukosari;032;6.650;3+900;4+000;2027;sedang;lapen;6
Jl. Dungus-Sukosari;032;6.650;4+000;4+100;2028;sedang;lapen;6
Jl. Dungus-Sukosari;032;6.650;4+100;4+200;2029;baik;lapen;6
Jl. Dungus-Sukosari;032;6.650;4+200;4+300;2030;sedang;lapen;6
Jl. Dungus-Sukosari;032;6.650;4+300;4+400;2031;sedang;lapen;6
Jl. Dungus-Sukosari;032;6.650;4+400;4+500;2032;sedang;lapen;6
Jl. Dungus-Sukosari;032;6.650;4+500;4+600;2033;sedang;lapen;6
Jl. Dungus-Sukosari;032;6.650;4+600;4+700;2034;sedang;lapen;6
Jl. Dungus-Sukosari;032;6.650;4+700;4+800;2035;sedang;lapen;6
Jl. Dungus-Sukosari;032;6.650;4+800;4+900;2036;sedang;lapen;6
Jl. Dungus-Sukosari;032;6.650;4+900;5+000;2037;sedang;lapen;6
Jl. Dungus-Sukosari;032;6.650;5+000;5+100;2038;sedang;lapen;6
Jl. Dungus-Sukosari;032;6.650;5+100;5+200;2039;sedang;lapen;6
Jl. Dungus-Sukosari;032;6.650;5+200;5+300;2040;sedang;lapen;6
Jl. Dungus-Sukosari;032;6.650;5+300;5+400;2041;sedang;lapen;6
