FID,Nm_Ruas,Kd_Inf,Panjang,STA_AWAL,STA_AKHIR
5770,Jl. Pilangkenceng-Pulerejo,123,1.68,0+400,0+500
5771,Jl. Pilangkenceng-Pulerejo,123,1.68,0+500,0+600
5772,Jl. Pilangkenceng-Pulerejo,123,1.68,0+600,0+700
5773,Jl. Pilangkenceng-Pulerejo,123,1.68,0+700,0+800
5774,Jl. Pilangkenceng-Pulerejo,123,1.68,0+800,0+900
5775,Jl. Pilangkenceng-Pulerejo,123,1.68,0+900,1+000
5776,Jl. Pilangkenceng-Pulerejo,123,1.68,1+000,1+100
5777,Jl. Pilangkenceng-Pulerejo,123,1.68,1+100,1+200
5778,Jl. Pilangkenceng-Pulerejo,123,1.68,1+200,1+300
5779,Jl. Pilangkenceng-Pulerejo,123,1.68,1+300,1+400
5780,Jl. Pilangkenceng-Pulerejo,123,1.68,1+400,1+500
5781,Jl. Pilangkenceng-Pulerejo,123,1.68,1+600,1+683
71,Jl. Pandean-Kaliabu,124,2.9,2+700,2+800
5782,Jl. Pandean-Kaliabu,124,2.9,0+000,0+100
5783,Jl. Pandean-Kaliabu,124,2.9,0+100,0+200
5784,Jl. Pandean-Kaliabu,124,2.9,0+200,0+300
5785,Jl. Pandean-Kaliabu,124,2.9,0+300,0+400
5786,Jl. Pandean-Kaliabu,124,2.9,0+400,0+500
5787,Jl. Pandean-Kaliabu,124,2.9,0+500,0+600
5788,Jl. Pandean-Kaliabu,124,2.9,0+600,0+700
5789,Jl. Pandean-Kaliabu,124,2.9,0+700,0+800
5790,Jl. Pandean-Kaliabu,124,2.9,0+800,0+900
5791,Jl. Pandean-Kaliabu,124,2.9,0+900,1+000
5792,Jl. Pandean-Kaliabu,124,2.9,1+000,1+100
5793,Jl. Pandean-Kaliabu,124,2.9,1+100,1+200
5794,Jl. Pandean-Kaliabu,124,2.9,1+200,1+300
5795,Jl. Pandean-Kaliabu,124,2.9,1+300,1+400
5796,Jl. Pandean-Kaliabu,124,2.9,1+400,1+500
5797,Jl. Pandean-Kaliabu,124,2.9,1+500,1+600
5798,Jl. Pandean-Kaliabu,124,2.9,1+600,1+700
5799,Jl. Pandean-Kaliabu,124,2.9,1+700,1+800
5800,Jl. Pandean-Kaliabu,124,2.9,1+800,1+900
5801,Jl. Pandean-Kaliabu,124,2.9,1+900,2+000
5802,Jl. Pandean-Kaliabu,124,2.9,2+000,2+100
5803,Jl. Pandean-Kaliabu,124,2.9,2+100,2+200
5804,Jl. Pandean-Kaliabu,124,2.9,2+200,2+300
5805,Jl. Pandean-Kaliabu,124,2.9,2+300,2+400
5806,Jl. Pandean-Kaliabu,124,2.9,2+400,2+500
5807,Jl. Pandean-Kaliabu,124,2.9,2+500,2+600
5808,Jl. Pandean-Kaliabu,124,2.9,2+600,2+700
5809,Jl. Pandean-Kaliabu,124,2.9,2+800,2+899
72,Jl. Kaliabu-TPA,125,0.5,0+300,0+400
5810,Jl. Kaliabu-TPA,125,0.5,0+000,0+100
5811,Jl. Kaliabu-TPA,125,0.5,0+100,0+200
5812,Jl. Kaliabu-TPA,125,0.5,0+200,0+300
5813,Jl. Kaliabu-TPA,125,0.5,0+400,0+497
68,Jl. Sidodadi-Kebonagung,126,4.97,4+800,4+900
5814,Jl. Sidodadi-Kebonagung,126,4.97,0+000,0+100
5815,Jl. Sidodadi-Kebonagung,126,4.97,0+100,0+200
5816,Jl. Sidodadi-Kebonagung,126,4.97,0+200,0+300
5817,Jl. Sidodadi-Kebonagung,126,4.97,0+300,0+400
5818,Jl. Sidodadi-Kebonagung,126,4.97,0+400,0+500
5819,Jl. Sidodadi-Kebonagung,126,4.97,0+500,0+600
5820,Jl. Sidodadi-Kebonagung,126,4.97,0+600,0+700
5821,Jl. Sidodadi-Kebonagung,126,4.97,0+700,0+800
5822,Jl. Sidodadi-Kebonagung,126,4.97,0+800,0+900
5823,Jl. Sidodadi-Kebonagung,126,4.97,0+900,1+000
5824,Jl. Sidodadi-Kebonagung,126,4.97,1+000,1+100
5825,Jl. Sidodadi-Kebonagung,126,4.97,1+100,1+200
5826,Jl. Sidodadi-Kebonagung,126,4.97,1+200,1+300
5827,Jl. Sidodadi-Kebonagung,126,4.97,1+300,1+400
5828,Jl. Sidodadi-Kebonagung,126,4.97,1+400,1+500
5829,Jl. Sidodadi-Kebonagung,126,4.97,1+500,1+600
5830,Jl. Sidodadi-Kebonagung,126,4.97,1+600,1+700
5831,Jl. Sidodadi-Kebonagung,126,4.97,1+700,1+800
5832,Jl. Sidodadi-Kebonagung,126,4.97,1+800,1+900
5833,Jl. Sidodadi-Kebonagung,126,4.97,1+900,2+000
5834,Jl. Sidodadi-Kebonagung,126,4.97,2+000,2+100
5835,Jl. Sidodadi-Kebonagung,126,4.97,2+100,2+200
5836,Jl. Sidodadi-Kebonagung,126,4.97,2+200,2+300
5837,Jl. Sidodadi-Kebonagung,126,4.97,2+300,2+400
5838,Jl. Sidodadi-Kebonagung,126,4.97,2+400,2+500
5839,Jl. Sidodadi-Kebonagung,126,4.97,2+500,2+600
5840,Jl. Sidodadi-Kebonagung,126,4.97,2+600,2+700
5841,Jl. Sidodadi-Kebonagung,126,4.97,2+700,2+800
5842,Jl. Sidodadi-Kebonagung,126,4.97,2+800,2+900
5843,Jl. Sidodadi-Kebonagung,126,4.97,2+900,3+000
5844,Jl. Sidodadi-Kebonagung,126,4.97,3+000,3+100
5845,Jl. Sidodadi-Kebonagung,126,4.97,3+100,3+200
5846,Jl. Sidodadi-Kebonagung,126,4.97,3+200,3+300
5847,Jl. Sidodadi-Kebonagung,126,4.97,3+300,3+400
5848,Jl. Sidodadi-Kebonagung,126,4.97,3+400,3+500
5849,Jl. Sidodadi-Kebonagung,126,4.97,3+500,3+600
5850,Jl. Sidodadi-Kebonagung,126,4.97,3+600,3+700
5851,Jl. Sidodadi-Kebonagung,126,4.97,3+700,3+800
5852,Jl. Sidodadi-Kebonagung,126,4.97,3+800,3+900
5853,Jl. Sidodadi-Kebonagung,126,4.97,3+900,4+000
5854,Jl. Sidodadi-Kebonagung,126,4.97,4+000,4+100
5855,Jl. Sidodadi-Kebonagung,126,4.97,4+100,4+200
5856,Jl. Sidodadi-Kebonagung,126,4.97,4+200,4+300
5857,Jl. Sidodadi-Kebonagung,126,4.97,4+300,4+400
5858,Jl. Sidodadi-Kebonagung,126,4.97,4+400,4+500
5859,Jl. Sidodadi-Kebonagung,126,4.97,4+500,4+600
5860,Jl. Sidodadi-Kebonagung,126,4.97,4+600,4+700
5861,Jl. Sidodadi-Kebonagung,126,4.97,4+700,4+800
5862,Jl. Sidodadi-Kebonagung,126,4.97,4+900,4+970
67,Jl. Blabakan-Randualas,127,14.52,14+400,14+500
5863,Jl. Blabakan-Randualas,127,14.52,0+000,0+100
5864,Jl. Blabakan-Randualas,127,14.52,0+100,0+200
5865,Jl. Blabakan-Randualas,127,14.52,0+200,0+300
5866,Jl. Blabakan-Randualas,127,14.52,0+300,0+400
5867,Jl. Blabakan-Randualas,127,14.52,0+400,0+500
5868,Jl. Blabakan-Randualas,127,14.52,0+500,0+600
5869,Jl. Blabakan-Randualas,127,14.52,0+600,0+700
5870,Jl. Blabakan-Randualas,127,14.52,0+700,0+800
5871,Jl. Blabakan-Randualas,127,14.52,0+800,0+900
5872,Jl. Blabakan-Randualas,127,14.52,0+900,1+000
5873,Jl. Blabakan-Randualas,127,14.52,1+000,1+100
5874,Jl. Blabakan-Randualas,127,14.52,1+100,1+200
5875,Jl. Blabakan-Randualas,127,14.52,1+200,1+300
5876,Jl. Blabakan-Randualas,127,14.52,1+300,1+400
5877,Jl. Blabakan-Randualas,127,14.52,1+400,1+500
5878,Jl. Blabakan-Randualas,127,14.52,1+500,1+600
5879,Jl. Blabakan-Randualas,127,14.52,1+600,1+700
5880,Jl. Blabakan-Randualas,127,14.52,1+700,1+800
5881,Jl. Blabakan-Randualas,127,14.52,1+800,1+900
5882,Jl. Blabakan-Randualas,127,14.52,1+900,2+000
5883,Jl. Blabakan-Randualas,127,14.52,2+000,2+100
5884,Jl. Blabakan-Randualas,127,14.52,2+100,2+200
5885,Jl. Blabakan-Randualas,127,14.52,2+200,2+300
5886,Jl. Blabakan-Randualas,127,14.52,2+300,2+400
5887,Jl. Blabakan-Randualas,127,14.52,2+400,2+500
5888,Jl. Blabakan-Randualas,127,14.52,2+500,2+600
5889,Jl. Blabakan-Randualas,127,14.52,2+600,2+700
5890,Jl. Blabakan-Randualas,127,14.52,2+700,2+800
5891,Jl. Blabakan-Randualas,127,14.52,2+800,2+900
5892,Jl. Blabakan-Randualas,127,14.52,2+900,3+000
5893,Jl. Blabakan-Randualas,127,14.52,3+000,3+100
5894,Jl. Blabakan-Randualas,127,14.52,3+100,3+200
5895,Jl. Blabakan-Randualas,127,14.52,3+200,3+300
5896,Jl. Blabakan-Randualas,127,14.52,3+300,3+400
5897,Jl. Blabakan-Randualas,127,14.52,3+400,3+500
5898,Jl. Blabakan-Randualas,127,14.52,3+500,3+600
5899,Jl. Blabakan-Randualas,127,14.52,3+600,3+700
5900,Jl. Blabakan-Randualas,127,14.52,3+700,3+800
5901,Jl. Blabakan-Randualas,127,14.52,3+800,3+900
5902,Jl. Blabakan-Randualas,127,14.52,3+900,4+000
5903,Jl. Blabakan-Randualas,127,14.52,4+000,4+100
5904,Jl. Blabakan-Randualas,127,14.52,4+100,4+200
5905,Jl. Blabakan-Randualas,127,14.52,4+200,4+300
5906,Jl. Blabakan-Randualas,127,14.52,4+300,4+400
5907,Jl. Blabakan-Randualas,127,14.52,4+400,4+500
5908,Jl. Blabakan-Randualas,127,14.52,4+500,4+600
5909,Jl. Blabakan-Randualas,127,14.52,4+600,4+700
5910,Jl. Blabakan-Randualas,127,14.52,4+700,4+800
5911,Jl. Blabakan-Randualas,127,14.52,4+800,4+900
5912,Jl. Blabakan-Randualas,127,14.52,4+900,5+000
5913,Jl. Blabakan-Randualas,127,14.52,5+000,5+100
5914,Jl. Blabakan-Randualas,127,14.52,5+100,5+200
5915,Jl. Blabakan-Randualas,127,14.52,5+200,5+300
5916,Jl. Blabakan-Randualas,127,14.52,5+300,5+400
5917,Jl. Blabakan-Randualas,127,14.52,5+400,5+500
5918,Jl. Blabakan-Randualas,127,14.52,5+500,5+600
5919,Jl. Blabakan-Randualas,127,14.52,5+600,5+700
5920,Jl. Blabakan-Randualas,127,14.52,5+700,5+800
5921,Jl. Blabakan-Randualas,127,14.52,5+800,5+900
5922,Jl. Blabakan-Randualas,127,14.52,5+900,6+000
5923,Jl. Blabakan-Randualas,127,14.52,6+000,6+100
5924,Jl. Blabakan-Randualas,127,14.52,6+100,6+200
5925,Jl. Blabakan-Randualas,127,14.52,6+200,6+300
5926,Jl. Blabakan-Randualas,127,14.52,6+300,6+400
5927,Jl. Blabakan-Randualas,127,14.52,6+400,6+500
5928,Jl. Blabakan-Randualas,127,14.52,6+500,6+600
5929,Jl. Blabakan-Randualas,127,14.52,6+600,6+700
5930,Jl. Blabakan-Randualas,127,14.52,6+700,6+800
5931,Jl. Blabakan-Randualas,127,14.52,6+800,6+900
5932,Jl. Blabakan-Randualas,127,14.52,6+900,7+000
5933,Jl. Blabakan-Randualas,127,14.52,7+000,7+100
5934,Jl. Blabakan-Randualas,127,14.52,7+100,7+200
5935,Jl. Blabakan-Randualas,127,14.52,7+200,7+300
5936,Jl. Blabakan-Randualas,127,14.52,7+300,7+400
5937,Jl. Blabakan-Randualas,127,14.52,7+400,7+500
5938,Jl. Blabakan-Randualas,127,14.52,7+500,7+600
5939,Jl. Blabakan-Randualas,127,14.52,7+600,7+700
5940,Jl. Blabakan-Randualas,127,14.52,7+700,7+800
5941,Jl. Blabakan-Randualas,127,14.52,7+800,7+900
5942,Jl. Blabakan-Randualas,127,14.52,7+900,8+000
5943,Jl. Blabakan-Randualas,127,14.52,8+000,8+100
5944,Jl. Blabakan-Randualas,127,14.52,8+100,8+200
5945,Jl. Blabakan-Randualas,127,14.52,8+200,8+300
5946,Jl. Blabakan-Randualas,127,14.52,8+300,8+400
5947,Jl. Blabakan-Randualas,127,14.52,8+400,8+500
5948,Jl. Blabakan-Randualas,127,14.52,8+500,8+600
5949,Jl. Blabakan-Randualas,127,14.52,8+600,8+700
5950,Jl. Blabakan-Randualas,127,14.52,8+700,8+800
5951,Jl. Blabakan-Randualas,127,14.52,8+800,8+900
5952,Jl. Blabakan-Randualas,127,14.52,8+900,9+000
5953,Jl. Blabakan-Randualas,127,14.52,9+000,9+100
5954,Jl. Blabakan-Randualas,127,14.52,9+100,9+200
5955,Jl. Blabakan-Randualas,127,14.52,9+200,9+300
5956,Jl. Blabakan-Randualas,127,14.52,9+300,9+400
5957,Jl. Blabakan-Randualas,127,14.52,9+400,9+500
5958,Jl. Blabakan-Randualas,127,14.52,9+500,9+600
5959,Jl. Blabakan-Randualas,127,14.52,9+600,9+700
5960,Jl. Blabakan-Randualas,127,14.52,9+700,9+800
5961,Jl. Blabakan-Randualas,127,14.52,9+800,9+900
5962,Jl. Blabakan-Randualas,127,14.52,9+900,10+000
5963,Jl. Blabakan-Randualas,127,14.52,10+000,10+100
5964,Jl. Blabakan-Randualas,127,14.52,10+100,10+200
5965,Jl. Blabakan-Randualas,127,14.52,10+200,10+300
5966,Jl. Blabakan-Randualas,127,14.52,10+300,10+400
5967,Jl. Blabakan-Randualas,127,14.52,10+400,10+500
5968,Jl. Blabakan-Randualas,127,14.52,10+500,10+600
5969,Jl. Blabakan-Randualas,127,14.52,10+600,10+700
5970,Jl. Blabakan-Randualas,127,14.52,10+700,10+800
5971,Jl. Blabakan-Randualas,127,14.52,10+800,10+900
5972,Jl. Blabakan-Randualas,127,14.52,10+900,11+000
5973,Jl. Blabakan-Randualas,127,14.52,11+000,11+100
5974,Jl. Blabakan-Randualas,127,14.52,11+100,11+200
5975,Jl. Blabakan-Randualas,127,14.52,11+200,11+300
5976,Jl. Blabakan-Randualas,127,14.52,11+300,11+400
5977,Jl. Blabakan-Randualas,127,14.52,11+400,11+500
5978,Jl. Blabakan-Randualas,127,14.52,11+500,11+600
5979,Jl. Blabakan-Randualas,127,14.52,11+600,11+700
5980,Jl. Blabakan-Randualas,127,14.52,11+700,11+800
5981,Jl. Blabakan-Randualas,127,14.52,11+800,11+900
5982,Jl. Blabakan-Randualas,127,14.52,11+900,12+000
5983,Jl. Blabakan-Randualas,127,14.52,12+000,12+100
5984,Jl. Blabakan-Randualas,127,14.52,12+100,12+200
5985,Jl. Blabakan-Randualas,127,14.52,12+200,12+300
5986,Jl. Blabakan-Randualas,127,14.52,12+300,12+400
5987,Jl. Blabakan-Randualas,127,14.52,12+400,12+500
5988,Jl. Blabakan-Randualas,127,14.52,12+500,12+600
5989,Jl. Blabakan-Randualas,127,14.52,12+600,12+700
5990,Jl. Blabakan-Randualas,127,14.52,12+700,12+800
5991,Jl. Blabakan-Randualas,127,14.52,12+800,12+900
5992,Jl. Blabakan-Randualas,127,14.52,12+900,13+000
5993,Jl. Blabakan-Randualas,127,14.52,13+000,13+100
5994,Jl. Blabakan-Randualas,127,14.52,13+100,13+200
5995,Jl. Blabakan-Randualas,127,14.52,13+200,13+300
5996,Jl. Blabakan-Randualas,127,14.52,13+300,13+400
5997,Jl. Blabakan-Randualas,127,14.52,13+400,13+500
5998,Jl. Blabakan-Randualas,127,14.52,13+500,13+600
5999,Jl. Blabakan-Randualas,127,14.52,13+600,13+700
6000,Jl. Blabakan-Randualas,127,14.52,13+700,13+800
6001,Jl. Blabakan-Randualas,127,14.52,13+800,13+900
6002,Jl. Blabakan-Randualas,127,14.52,13+900,14+000
6003,Jl. Blabakan-Randualas,127,14.52,14+000,14+100
6004,Jl. Blabakan-Randualas,127,14.52,14+100,14+200
6005,Jl. Blabakan-Randualas,127,14.52,14+200,14+300
6006,Jl. Blabakan-Randualas,127,14.52,14+300,14+400
6007,Jl. Blabakan-Randualas,127,14.52,14+500,14+522
73,Jl. Sidomulyo-Kaliabu,128,3.57,0+100,0+200
6008,Jl. Sidomulyo-Kaliabu,128,3.57,3+500,3+555
6009,Jl. Sidomulyo-Kaliabu,128,3.57,3+400,3+500
6010,Jl. Sidomulyo-Kaliabu,128,3.57,3+300,3+400
6011,Jl. Sidomulyo-Kaliabu,128,3.57,3+200,3+300
6012,Jl. Sidomulyo-Kaliabu,128,3.57,3+100,3+200
6013,Jl. Sidomulyo-Kaliabu,128,3.57,3+000,3+100
6014,Jl. Sidomulyo-Kaliabu,128,3.57,2+900,3+000
6015,Jl. Sidomulyo-Kaliabu,128,3.57,2+800,2+900
6016,Jl. Sidomulyo-Kaliabu,128,3.57,2+700,2+800
6017,Jl. Sidomulyo-Kaliabu,128,3.57,2+600,2+700
6018,Jl. Sidomulyo-Kaliabu,128,3.57,2+500,2+600
6019,Jl. Sidomulyo-Kaliabu,128,3.57,2+400,2+500
6020,Jl. Sidomulyo-Kaliabu,128,3.57,2+300,2+400
6021,Jl. Sidomulyo-Kaliabu,128,3.57,2+200,2+300
6022,Jl. Sidomulyo-Kaliabu,128,3.57,2+100,2+200
6023,Jl. Sidomulyo-Kaliabu,128,3.57,2+000,2+100
6024,Jl. Sidomulyo-Kaliabu,128,3.57,1+900,2+000
6025,Jl. Sidomulyo-Kaliabu,128,3.57,1+800,1+900
6026,Jl. Sidomulyo-Kaliabu,128,3.57,1+700,1+800
6027,Jl. Sidomulyo-Kaliabu,128,3.57,1+600,1+700
6028,Jl. Sidomulyo-Kaliabu,128,3.57,1+500,1+600
6029,Jl. Sidomulyo-Kaliabu,128,3.57,1+400,1+500
6030,Jl. Sidomulyo-Kaliabu,128,3.57,1+300,1+400
6031,Jl. Sidomulyo-Kaliabu,128,3.57,1+200,1+300
6032,Jl. Sidomulyo-Kaliabu,128,3.57,1+100,1+200
6033,Jl. Sidomulyo-Kaliabu,128,3.57,1+000,1+100
6034,Jl. Sidomulyo-Kaliabu,128,3.57,0+900,1+000
6035,Jl. Sidomulyo-Kaliabu,128,3.57,0+800,0+900
6036,Jl. Sidomulyo-Kaliabu,128,3.57,0+700,0+800
6037,Jl. Sidomulyo-Kaliabu,128,3.57,0+600,0+700
6038,Jl. Sidomulyo-Kaliabu,128,3.57,0+500,0+600
6039,Jl. Sidomulyo-Kaliabu,128,3.57,0+400,0+500
6040,Jl. Sidomulyo-Kaliabu,128,3.57,0+300,0+400
6041,Jl. Sidomulyo-Kaliabu,128,3.57,0+200,0+300
6042,Jl. Sidomulyo-Kaliabu,128,3.57,0+000,0+100
76,Jl. Klitik-Bancong,129,1.5,1+400,1+500
6043,Jl. Klitik-Bancong,129,1.5,0+000,0+100
6044,Jl. Klitik-Bancong,129,1.5,0+100,0+200
6045,Jl. Klitik-Bancong,129,1.5,0+200,0+300
6046,Jl. Klitik-Bancong,129,1.5,0+300,0+400
6047,Jl. Klitik-Bancong,129,1.5,0+400,0+500
6048,Jl. Klitik-Bancong,129,1.5,0+500,0+600
6049,Jl. Klitik-Bancong,129,1.5,0+600,0+700
6050,Jl. Klitik-Bancong,129,1.5,0+700,0+800
6051,Jl. Klitik-Bancong,129,1.5,0+800,0+900
6052,Jl. Klitik-Bancong,129,1.5,0+900,1+000
6053,Jl. Klitik-Bancong,129,1.5,1+000,1+100
6054,Jl. Klitik-Bancong,129,1.5,1+100,1+200
6055,Jl. Klitik-Bancong,129,1.5,1+200,1+300
6056,Jl. Klitik-Bancong,129,1.5,1+300,1+400
6057,Jl. Klitik-Bancong,129,1.5,1+500,1+537
75,Jl. Wonoasri-Bancong,130,2.1,2+100,2+200
6058,Jl. Wonoasri-Bancong,130,2.1,0+000,0+100
6059,Jl. Wonoasri-Bancong,130,2.1,0+100,0+200
6060,Jl. Wonoasri-Bancong,130,2.1,0+200,0+300
6061,Jl. Wonoasri-Bancong,130,2.1,0+300,0+400
6062,Jl. Wonoasri-Bancong,130,2.1,0+400,0+500
6063,Jl. Wonoasri-Bancong,130,2.1,0+500,0+600
6064,Jl. Wonoasri-Bancong,130,2.1,0+600,0+700
6065,Jl. Wonoasri-Bancong,130,2.1,0+700,0+800
6066,Jl. Wonoasri-Bancong,130,2.1,0+800,0+900
6067,Jl. Wonoasri-Bancong,130,2.1,0+900,1+000
6068,Jl. Wonoasri-Bancong,130,2.1,1+000,1+100
6069,Jl. Wonoasri-Bancong,130,2.1,1+100,1+200
6070,Jl. Wonoasri-Bancong,130,2.1,1+200,1+300
6071,Jl. Wonoasri-Bancong,130,2.1,1+300,1+400
6072,Jl. Wonoasri-Bancong,130,2.1,1+400,1+500
6073,Jl. Wonoasri-Bancong,130,2.1,1+500,1+600
6074,Jl. Wonoasri-Bancong,130,2.1,1+600,1+700
6075,Jl. Wonoasri-Bancong,130,2.1,1+700,1+800
6076,Jl. Wonoasri-Bancong,130,2.1,1+800,1+900
6077,Jl. Wonoasri-Bancong,130,2.1,1+900,2+000
6078,Jl. Wonoasri-Bancong,130,2.1,2+000,2+100
6079,Jl. Wonoasri-Bancong,130,2.1,2+200,2+261
78,Jl. Wonoasri-Banyukambang,131,2.01,1+900,2+000
6080,Jl. Wonoasri-Banyukambang,131,2.01,0+000,0+100
6081,Jl. Wonoasri-Banyukambang,131,2.01,0+100,0+200
6082,Jl. Wonoasri-Banyukambang,131,2.01,0+200,0+300
6083,Jl. Wonoasri-Banyukambang,131,2.01,0+300,0+400
6084,Jl. Wonoasri-Banyukambang,131,2.01,0+400,0+500
6085,Jl. Wonoasri-Banyukambang,131,2.01,0+500,0+600
6086,Jl. Wonoasri-Banyukambang,131,2.01,0+600,0+700
6087,Jl. Wonoasri-Banyukambang,131,2.01,0+700,0+800
6088,Jl. Wonoasri-Banyukambang,131,2.01,0+800,0+900
6089,Jl. Wonoasri-Banyukambang,131,2.01,0+900,1+000
6090,Jl. Wonoasri-Banyukambang,131,2.01,1+000,1+100
6091,Jl. Wonoasri-Banyukambang,131,2.01,1+100,1+200
6092,Jl. Wonoasri-Banyukambang,131,2.01,1+200,1+300
6093,Jl. Wonoasri-Banyukambang,131,2.01,1+300,1+400
6094,Jl. Wonoasri-Banyukambang,131,2.01,1+400,1+500
6095,Jl. Wonoasri-Banyukambang,131,2.01,1+500,1+600
6096,Jl. Wonoasri-Banyukambang,131,2.01,1+600,1+700
6097,Jl. Wonoasri-Banyukambang,131,2.01,1+700,1+800
6098,Jl. Wonoasri-Banyukambang,131,2.01,1+800,1+900
6099,Jl. Wonoasri-Banyukambang,131,2.01,2+000,2+013
101,Jl. Dimong-Sirapan,132,1.01,0+900,1+000
6100,Jl. Dimong-Sirapan,132,1.01,0+000,0+100
6101,Jl. Dimong-Sirapan,132,1.01,0+100,0+200
6102,Jl. Dimong-Sirapan,132,1.01,0+200,0+300
6103,Jl. Dimong-Sirapan,132,1.01,0+300,0+400
6104,Jl. Dimong-Sirapan,132,1.01,0+400,0+500
6105,Jl. Dimong-Sirapan,132,1.01,0+500,0+600
6106,Jl. Dimong-Sirapan,132,1.01,0+600,0+700
6107,Jl. Dimong-Sirapan,132,1.01,0+700,0+800
6108,Jl. Dimong-Sirapan,132,1.01,0+800,0+900
6109,Jl. Dimong-Sirapan,132,1.01,1+000,1+005
50,Jl. Banjarsari-Tulungrejo,133,3.85,3+700,3+600
6110,Jl. Banjarsari-Tulungrejo,133,3.85,0+000,0+100
6111,Jl. Banjarsari-Tulungrejo,133,3.85,0+100,0+200
6112,Jl. Banjarsari-Tulungrejo,133,3.85,0+200,0+300
6113,Jl. Banjarsari-Tulungrejo,133,3.85,0+300,0+400
6114,Jl. Banjarsari-Tulungrejo,133,3.85,0+400,0+500
6115,Jl. Banjarsari-Tulungrejo,133,3.85,0+500,0+600
6116,Jl. Banjarsari-Tulungrejo,133,3.85,0+600,0+700
6117,Jl. Banjarsari-Tulungrejo,133,3.85,0+700,0+800
6118,Jl. Banjarsari-Tulungrejo,133,3.85,0+800,0+900
6119,Jl. Banjarsari-Tulungrejo,133,3.85,0+900,1+000
6120,Jl. Banjarsari-Tulungrejo,133,3.85,1+000,1+100
6121,Jl. Banjarsari-Tulungrejo,133,3.85,1+100,1+200
6122,Jl. Banjarsari-Tulungrejo,133,3.85,1+200,1+300
6123,Jl. Banjarsari-Tulungrejo,133,3.85,1+300,1+400
6124,Jl. Banjarsari-Tulungrejo,133,3.85,1+400,1+500
6125,Jl. Banjarsari-Tulungrejo,133,3.85,1+500,1+600
6126,Jl. Banjarsari-Tulungrejo,133,3.85,1+600,1+700
6127,Jl. Banjarsari-Tulungrejo,133,3.85,1+700,1+800
6128,Jl. Banjarsari-Tulungrejo,133,3.85,1+800,1+900
6129,Jl. Banjarsari-Tulungrejo,133,3.85,1+900,2+000
6130,Jl. Banjarsari-Tulungrejo,133,3.85,2+000,2+100
6131,Jl. Banjarsari-Tulungrejo,133,3.85,2+100,2+200
6132,Jl. Banjarsari-Tulungrejo,133,3.85,2+200,2+300
6133,Jl. Banjarsari-Tulungrejo,133,3.85,2+300,2+400
6134,Jl. Banjarsari-Tulungrejo,133,3.85,2+400,2+500
6135,Jl. Banjarsari-Tulungrejo,133,3.85,2+500,2+600
6136,Jl. Banjarsari-Tulungrejo,133,3.85,2+600,2+700
6137,Jl. Banjarsari-Tulungrejo,133,3.85,2+700,2+800
6138,Jl. Banjarsari-Tulungrejo,133,3.85,2+800,2+900
6139,Jl. Banjarsari-Tulungrejo,133,3.85,2+900,3+000
6140,Jl. Banjarsari-Tulungrejo,133,3.85,3+000,3+100
6141,Jl. Banjarsari-Tulungrejo,133,3.85,3+100,3+200
6142,Jl. Banjarsari-Tulungrejo,133,3.85,3+200,3+300
6143,Jl. Banjarsari-Tulungrejo,133,3.85,3+300,3+400
6144,Jl. Banjarsari-Tulungrejo,133,3.85,3+400,3+500
6145,Jl. Banjarsari-Tulungrejo,133,3.85,3+500,3+600
6146,Jl. Banjarsari-Tulungrejo,133,3.85,3+600,3+700
6147,Jl. Banjarsari-Tulungrejo,133,3.85,3+800,3+850
80,Jl. Kebonagung-Banyukambang,134,1.76,1+600,1+700
6148,Jl. Kebonagung-Banyukambang,134,1.76,0+000,0+100
6149,Jl. Kebonagung-Banyukambang,134,1.76,0+100,0+200
6150,Jl. Kebonagung-Banyukambang,134,1.76,0+200,0+300
6151,Jl. Kebonagung-Banyukambang,134,1.76,0+300,0+400
6152,Jl. Kebonagung-Banyukambang,134,1.76,0+400,0+500
6153,Jl. Kebonagung-Banyukambang,134,1.76,0+500,0+600
6154,Jl. Kebonagung-Banyukambang,134,1.76,0+600,0+700
6155,Jl. Kebonagung-Banyukambang,134,1.76,0+700,0+800
6156,Jl. Kebonagung-Banyukambang,134,1.76,0+800,0+900
6157,Jl. Kebonagung-Banyukambang,134,1.76,0+900,1+000
6158,Jl. Kebonagung-Banyukambang,134,1.76,1+000,1+100
6159,Jl. Kebonagung-Banyukambang,134,1.76,1+100,1+200
6160,Jl. Kebonagung-Banyukambang,134,1.76,1+200,1+300
6161,Jl. Kebonagung-Banyukambang,134,1.76,1+300,1+400
6162,Jl. Kebonagung-Banyukambang,134,1.76,1+400,1+500
6163,Jl. Kebonagung-Banyukambang,134,1.76,1+500,1+600
6164,Jl. Kebonagung-Banyukambang,134,1.76,1+700,1+765
32,Jl. Kedungrejo-Kuwu,135,4.28,4+100,"4+200
"
6165,Jl. Kedungrejo-Kuwu,135,4.28,0+000,0+100
6166,Jl. Kedungrejo-Kuwu,135,4.28,0+100,0+200
6167,Jl. Kedungrejo-Kuwu,135,4.28,0+200,0+300
6168,Jl. Kedungrejo-Kuwu,135,4.28,0+300,0+400
6169,Jl. Kedungrejo-Kuwu,135,4.28,0+400,0+500
6170,Jl. Kedungrejo-Kuwu,135,4.28,0+500,0+600
6171,Jl. Kedungrejo-Kuwu,135,4.28,0+600,0+700
