No,Nm_Ruas,Kd_Inf,Panjang,STA_AWAL,STA_AKHIR,Fungsi,Kondisi,Tipe_Perke,Lebar_STA,Tahun_Reali,tahun,Tgl,Penanganan,Kondisi_Kini,Perke_Kini
104,4012 - JL. KENANGA,,430,0+200,0+300,,baik,makadam,5,,2022,,,,
105,4012 - JL. KENANGA,,430,0+400,0+430,,baik,makadam,5,,2022,,,,
107,4013 - JL. ANGGREK,,456,0+000,0+100,,baik,makadam,5,,2022,,,,
108,4013 - JL. ANGGREK,,456,0+100,0+200,,baik,makadam,5,,2022,,,,
109,4013 - JL. ANGGREK,,456,0+200,0+300,,baik,makadam,5,,2022,,,,
110,4013 - JL. ANGGREK,,456,0+400,0+455,,baik,makadam,5,,2022,,,,
112,4014 - JL. CEMPAKA,,649,0+000,0+100,,baik,makadam,5,,2022,,,,
113,4014 - JL. CEMPAKA,,649,0+100,0+200,,baik,makadam,5,,2022,,,,
114,4014 - JL. CEMPAKA,,649,0+200,0+300,,sedang,makadam,5,,2022,,,,
115,4014 - JL. CEMPAKA,,649,0+300,0+400,,sedang,makadam,5,,2022,,,,
116,4014 - JL. CEMPAKA,,649,0+400,0+500,,sedang,makadam,5,,2022,,,,
117,4014 - JL. CEMPAKA,,649,0+600,0+648,,sedang,lapen,5,,2022,,,,
119,4015 - JL. TANJUNG,,206,0+000,0+100,,sedang,lapen,5,,2022,,,,
120,4015 - JL. TANJUNG,,206,0+200,0+205,,sedang,lapen,5,,2022,,,,
122,4016 - JL. MELATI,,262,0+000,0+100,,sedang,lapen,5,,2022,,,,
123,4016 - JL. MELATI,,262,0+200,0+262,,sedang,lapen,5,,2022,,,,
125,4017 - JL. KEMUNING,,553,0+000,0+100,,sedang,lapen,5,,2022,,,,
126,4017 - JL. KEMUNING,,553,0+100,0+200,,sedang,lapen,5,,2022,,,,
127,4017 - JL. KEMUNING,,553,0+200,0+300,,sedang,tanah,5,,2022,,,,
128,4017 - JL. KEMUNING,,553,0+300,0+400,,sedang,tanah,5,,2022,,,,
129,4017 - JL. KEMUNING,,553,0+500,0+553,,sedang,tanah,5,,2022,,,,
131,4018 - JL. SERUNI,,387,0+000,0+100,,sedang,tanah,5,,2022,,,,
132,4018 - JL. SERUNI,,387,0+100,0+200,,sedang,tanah,5,,2022,,,,
133,4018 - JL. SERUNI,,387,0+300,0+386,,sedang,beton,5,,2022,,,,
135,4019 - JL. GARUDA,,162,0+000,0+100,,sedang,beton,5,,2022,,,,
137,4020 - JL. DR. SUTOMO,,665,0+000,0+100,,sedang,beton,5,,2022,,,,
138,4020 - JL. DR. SUTOMO,,665,0+100,0+200,,sedang,beton,5,,2022,,,,
139,4020 - JL. DR. SUTOMO,,665,0+200,0+300,,sedang,beton,5,,2022,,,,
140,4020 - JL. DR. SUTOMO,,665,0+300,0+400,,sedang,aspal,5,,2022,,,,
141,4020 - JL. DR. SUTOMO,,665,0+400,0+500,,RR,aspal,5,,2022,,,,
142,4020 - JL. DR. SUTOMO,,665,0+600,0+685,,RR,aspal,5,,2022,,,,
144,4021 - JL. PENANGGUNGAN,,234,0+000,0+100,,RR,aspal,5,,2022,,,,
145,4021 - JL. PENANGGUNGAN,,234,0+200,0+234,,RR,aspal,5,,2022,,,,
147,4022 - JL. PANDAN,,245,0+000,0+100,,RR,aspal,5,,2022,,,,
148,4022 - JL. PANDAN,,245,0+200,0+244,,RR,aspal,5,,2022,,,,
150,4023 - JL. SEMERU,,271,0+000,0+100,,RR,makadam,5,,2022,,,,
151,4023 - JL. SEMERU,,271,0+200,0+270,,RR,makadam,5,,2022,,,,
153,4024 - JL. RINJANI,,206,0+000,0+100,,RR,makadam,5,,2022,,,,
154,4024 - JL. RINJANI,,206,0+200,0+205,,RR,makadam,5,,2022,,,,
156,4025 - JL. DIENG,,375,0+000,0+100,,RR,makadam,5,,2022,,,,
157,4025 - JL. DIENG,,375,0+100,0+200,,RR,makadam,5,,2022,,,,
158,4025 - JL. DIENG,,375,0+300,0+375,,RR,makadam,5,,2022,,,,
160,4026 - JL. SERAYU,,127,0+000,0+100,,RR,makadam,5,,2022,,,,
162,4027 - JL. CISADANE,,123,0+000,0+100,,RR,makadam,5,,2022,,,,
164,4028 - JL. MUSI,,370,0+000,0+100,,RR,makadam,5,,2022,,,,
165,4028 - JL. MUSI,,370,0+100,0+200,,RR,makadam,5,,2022,,,,
166,4028 - JL. MUSI,,370,0+300,0+369,,RR,lapen,5,,2022,,,,
168,4029 - JL. CITARUM,,130,0+000,0+100,,RR,lapen,5,,2022,,,,
170,4030 - JL. ANJASMORO,,247,0+000,0+100,,RR,lapen,5,,2022,,,,
171,4030 - JL. ANJASMORO,,247,0+200,0+247,,RB,lapen,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
173,4031 - JL. CILIWUNG,,378,0+000,0+100,,RB,lapen,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
174,4031 - JL. CILIWUNG,,378,0+100,0+200,,RB,lapen,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
175,4031 - JL. CILIWUNG,,378,0+300,0+377,,RB,lapen,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
177,4032 - JL. SINGOLUDRO II,,600,0+000,0+100,,RB,tanah,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
178,4032 - JL. SINGOLUDRO II,,600,0+100,0+200,,RB,tanah,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
179,4032 - JL. SINGOLUDRO II,,600,0+200,0+300,,RB,tanah,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
180,4032 - JL. SINGOLUDRO II,,600,0+300,0+400,,RB,tanah,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
181,4032 - JL. SINGOLUDRO II,,600,0+500,0+599,,RB,tanah,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
183,4033 - JL. BOGO,,834,0+000,0+100,,RB,beton,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
184,4033 - JL. BOGO,,834,0+100,0+200,,RB,beton,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
185,4033 - JL. BOGO,,834,0+200,0+300,,RB,beton,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
186,4033 - JL. BOGO,,834,0+300,0+400,,RB,beton,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
187,4033 - JL. BOGO,,834,0+400,0+500,,RB,beton,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
188,4033 - JL. BOGO,,834,0+500,0+600,,RB,aspal,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
189,4033 - JL. BOGO,,834,0+600,0+700,,RB,aspal,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
190,4033 - JL. BOGO,,834,0+800,0+834,,RB,aspal,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
192,4034 - JL. BOGO II,,387,0+000,0+100,,RB,aspal,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
193,4034 - JL. BOGO II,,387,0+100,0+200,,RB,aspal,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
194,4034 - JL. BOGO II,,387,0+300,0+386,,RB,aspal,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
196,4035 - JL. KAMBOJA,,565,0+000,0+100,,RB,aspal,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
197,4035 - JL. KAMBOJA,,565,0+100,0+200,,RB,makadam,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
198,4035 - JL. KAMBOJA,,565,0+200,0+300,,RB,makadam,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
199,4035 - JL. KAMBOJA,,565,0+300,0+400,,baik,makadam,5,,2022,,,,
200,4035 - JL. KAMBOJA,,565,0+500,0+565,,baik,makadam,5,,2022,,,,
202,4036 - JL. SRIGADING,,492,0+000,0+100,,baik,makadam,5,,2022,,,,
203,4036 - JL. SRIGADING,,492,0+100,0+200,,baik,makadam,5,,2022,,,,
204,4036 - JL. SRIGADING,,492,0+200,0+300,,baik,makadam,5,,2022,,,,
205,4036 - JL. SRIGADING,,492,0+400,0+492,,baik,makadam,5,,2022,,,,
207,4037 - JL. MELATI I,,173,0+000,0+100,,baik,makadam,5,,2022,,,,
209,4038 - JL. MELATI II,,263,0+000,0+100,,baik,makadam,5,,2022,,,,
210,4038 - JL. MELATI II,,263,0+200,0+263,,baik,makadam,5,,2022,,,,
212,4039 - JL. KUNTO,,2048,0+000,0+100,,baik,lapen,5,,2022,,,,
213,4039 - JL. KUNTO,,2048,0+100,0+200,,baik,lapen,5,,2022,,,,
214,4039 - JL. KUNTO,,2048,0+200,0+300,,baik,lapen,5,,2022,,,,
215,4039 - JL. KUNTO,,2048,0+300,0+400,,baik,lapen,5,,2022,,,,
216,4039 - JL. KUNTO,,2048,0+400,0+500,,baik,lapen,5,,2022,,,,
217,4039 - JL. KUNTO,,2048,0+500,0+600,,baik,lapen,5,,2022,,,,
218,4039 - JL. KUNTO,,2048,0+600,0+700,,baik,lapen,5,,2022,,,,
219,4039 - JL. KUNTO,,2048,0+700,0+800,,baik,tanah,5,,2022,,,,
220,4039 - JL. KUNTO,,2048,0+800,0+900,,sedang,tanah,5,,2022,,,,
221,4039 - JL. KUNTO,,2048,0+900,1+000,,sedang,tanah,5,,2022,,,,
222,4039 - JL. KUNTO,,2048,1+000,1+100,,sedang,tanah,5,,2022,,,,
223,4039 - JL. KUNTO,,2048,1+100,1+200,,sedang,tanah,5,,2022,,,,
224,4039 - JL. KUNTO,,2048,1+200,1+300,,sedang,beton,5,,2022,,,,
225,4039 - JL. KUNTO,,2048,1+300,1+400,,sedang,beton,5,,2022,,,,
226,4039 - JL. KUNTO,,2048,1+400,1+500,,sedang,beton,5,,2022,,,,
227,4039 - JL. KUNTO,,2048,1+500,1+600,,sedang,beton,5,,2022,,,,
228,4039 - JL. KUNTO,,2048,1+600,1+700,,sedang,beton,5,,2022,,,,
229,4039 - JL. KUNTO,,2048,1+700,1+800,,sedang,aspal,5,,2022,,,,
230,4039 - JL. KUNTO,,2048,1+800,1+900,,sedang,aspal,5,,2022,,,,
231,4039 - JL. KUNTO,,2048,2+000,2+048,,sedang,aspal,5,,2022,,,,
233,4040 - JL. YOS SUDARSO,,200,0+000,0+100,,sedang,aspal,5,,2022,,,,
235,4041 - JL. PRAMBANAN,,482,0+000,0+100,,sedang,aspal,5,,2022,,,,
236,4041 - JL. PRAMBANAN,,482,0+100,0+200,,sedang,aspal,5,,2022,,,,
237,4041 - JL. PRAMBANAN,,482,0+200,0+300,,sedang,aspal,5,,2022,,,,
238,4041 - JL. PRAMBANAN,,482,0+400,0+481,,sedang,makadam,5,,2022,,,,
240,4042 - JL. BOROBUDUR,,474,0+000,0+100,,sedang,makadam,5,,2022,,,,
241,4042 - JL. BOROBUDUR,,474,0+100,0+200,,sedang,makadam,5,,2022,,,,
242,4042 - JL. BOROBUDUR,,474,0+200,0+300,,sedang,makadam,5,,2022,,,,
243,4042 - JL. BOROBUDUR,,474,0+400,0+474,,sedang,makadam,5,,2022,,,,
245,4043 - JL. KALASAN,,465,0+000,0+100,,RR,makadam,5,,2022,,,,
246,4043 - JL. KALASAN,,465,0+100,0+200,,RR,makadam,5,,2022,,,,
247,4043 - JL. KALASAN,,465,0+200,0+300,,RR,makadam,5,,2022,,,,
248,4043 - JL. KALASAN,,465,0+400,0+465,,RR,makadam,5,,2022,,,,
250,4044 - JL. MENDUT,,218,0+000,0+100,,RR,makadam,5,,2022,,,,
251,4044 - JL. MENDUT,,218,0+200,0+218,,RR,makadam,5,,2022,,,,
253,4045 - JL. SALAK,,293,0+000,0+100,,RR,lapen,5,,2022,,,,
254,4045 - JL. SALAK,,293,0+200,0+292,,RR,lapen,5,,2022,,,,
256,4046 - JL. MANGGA,,229,0+000,0+100,,RR,lapen,5,,2022,,,,
257,4046 - JL. MANGGA,,229,0+200,0+228,,RR,lapen,5,,2022,,,,
259,4047 - JL. SAWO,,188,0+000,0+100,,RR,lapen,5,,2022,,,,
261,4048 - JL. STASIUN TIMUR,,241,0+000,0+100,,RR,lapen,5,,2022,,,,
262,4048 - JL. STASIUN TIMUR,,241,0+200,0+240,,RR,lapen,5,,2022,,,,
264,4049 - JL. SEMANGKA,,354,0+000,0+100,,RR,tanah,5,,2022,,,,
265,4049 - JL. SEMANGKA,,354,0+100,0+200,,RR,tanah,5,,2022,,,,
266,4049 - JL. SEMANGKA,,354,0+300,0+353,,RR,tanah,5,,2022,,,,
268,4050 - JL. KESEMEK,,197,0+000,0+100,,RR,tanah,5,,2022,,,,
270,4051 - JL. ANGGUR,,253,0+000,0+100,,RR,tanah,5,,2022,,,,
271,4051 - JL. ANGGUR,,253,0+200,0+252,,RR,beton,5,,2022,,,,
273,4052 - JL. MANGGIS,,261,0+000,0+100,,RR,beton,5,,2022,,,,
274,4052 - JL. MANGGIS,,261,0+200,0+260,,RB,beton,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
276,4053 - JL. MELON,,146,0+000,0+100,,RB,beton,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
278,4054 - JL. SIRSAK,,146,0+000,0+100,,RB,beton,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
280,4055 - JL. RAMBUTAN,,282,0+000,0+100,,RB,aspal,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
281,4055 - JL. RAMBUTAN,,282,0+200,0+281,,RB,aspal,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
283,4056 - JL. JAMBU,,361,0+000,0+100,,RB,aspal,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
284,4056 - JL. JAMBU,,361,0+100,0+200,,RB,aspal,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
285,4056 - JL. JAMBU,,361,0+300,0+361,,RB,aspal,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
287,4057 - JL. BISMO,,877,0+000,0+100,,RB,aspal,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
288,4057 - JL. BISMO,,877,0+100,0+200,,RB,aspal,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
289,4057 - JL. BISMO,,877,0+200,0+300,,RB,makadam,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
290,4057 - JL. BISMO,,877,0+300,0+400,,RB,makadam,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
291,4057 - JL. BISMO,,877,0+400,0+500,,RB,makadam,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
292,4057 - JL. BISMO,,877,0+500,0+600,,RB,makadam,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
293,4057 - JL. BISMO,,877,0+600,0+700,,RB,makadam,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
294,4057 - JL. BISMO,,877,0+800,0+876,,RB,makadam,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
296,4058 - JL. PARIKESIT,,783,0+000,0+100,,RB,makadam,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
297,4058 - JL. PARIKESIT,,783,0+100,0+200,,RB,makadam,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
298,4058 - JL. PARIKESIT,,783,0+200,0+300,,RB,makadam,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
299,4058 - JL. PARIKESIT,,783,0+300,0+400,,RB,makadam,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
300,4058 - JL. PARIKESIT,,783,0+400,0+500,,RB,makadam,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
301,4058 - JL. PARIKESIT,,783,0+500,0+600,,RB,lapen,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
302,4058 - JL. PARIKESIT,,783,0+700,0+782,,RB,lapen,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
304,4059 - JL. BOLODEWO,,372,0+000,0+100,,baik,lapen,5,,2022,,,,
305,4059 - JL. BOLODEWO,,372,0+100,0+200,,baik,lapen,5,,2022,,,,
306,4059 - JL. BOLODEWO,,372,0+300,0+371,,baik,lapen,5,,2022,,,,
308,4060 - JL. KRESNA,,457,0+000,0+100,,baik,lapen,5,,2022,,,,
309,4060 - JL. KRESNA,,457,0+100,0+200,,baik,lapen,5,,2022,,,,
310,4060 - JL. KRESNA,,457,0+200,0+300,,baik,tanah,5,,2022,,,,
311,4060 - JL. KRESNA,,457,0+400,0+457,,baik,tanah,5,,2022,,,,
313,4061 - JL. MARKISA RAJA,,610,0+000,0+100,,baik,tanah,5,,2022,,,,
314,4061 - JL. MARKISA RAJA,,610,0+100,0+200,,baik,tanah,5,,2022,,,,
315,4061 - JL. MARKISA RAJA,,610,0+200,0+300,,baik,tanah,5,,2022,,,,
316,4061 - JL. MARKISA RAJA,,610,0+300,0+400,,baik,beton,5,,2022,,,,
317,4061 - JL. MARKISA RAJA,,610,0+400,0+500,,baik,beton,5,,2022,,,,
318,4061 - JL. MARKISA RAJA,,610,0+600,0+609,,baik,beton,5,,2022,,,,
320,4062 - JL. APEL RAJA,,213,0+000,0+100,,baik,beton,5,,2022,,,,
321,4062 - JL. APEL RAJA,,213,0+200,0+212,,baik,beton,5,,2022,,,,
323,4063 - JL. PEPAYA RAJA,,212,0+000,0+100,,baik,aspal,5,,2022,,,,
324,4063 - JL. PEPAYA RAJA,,212,0+200,0+211,,baik,aspal,5,,2022,,,,
337,4065 - JL. SAWO RAJA,,177,0+000,0+100,,sedang,aspal,5,,2022,,,,
345,4067 - JL. KAKAK TUA,,980,0+000,0+100,,sedang,aspal,5,,2022,,,,
346,4067 - JL. KAKAK TUA,,980,0+100,0+200,,sedang,aspal,5,,2022,,,,
347,4067 - JL. KAKAK TUA,,980,0+200,0+300,,sedang,aspal,5,,2022,,,,
348,4067 - JL. KAKAK TUA,,980,0+300,0+400,,sedang,aspal,5,,2022,,,,
349,4067 - JL. KAKAK TUA,,980,0+400,0+500,,sedang,makadam,5,,2022,,,,
350,4067 - JL. KAKAK TUA,,980,0+500,0+600,,sedang,makadam,5,,2022,,,,
351,4067 - JL. KAKAK TUA,,980,0+600,0+700,,sedang,makadam,5,,2022,,,,
352,4067 - JL. KAKAK TUA,,980,0+700,0+800,,sedang,makadam,5,,2022,,,,
353,4067 - JL. KAKAK TUA,,980,0+900,0+980,,sedang,makadam,5,,2022,,,,
355,4068 - JL. KARANGLO I,,1279,0+000,0+100,,sedang,makadam,5,,2022,,,,
356,4068 - JL. KARANGLO I,,1279,0+100,0+200,,sedang,makadam,5,,2022,,,,
357,4068 - JL. KARANGLO I,,1279,0+200,0+300,,sedang,makadam,5,,2022,,,,
358,4068 - JL. KARANGLO I,,1279,0+300,0+400,,sedang,makadam,5,,2022,,,,
359,4068 - JL. KARANGLO I,,1279,0+400,0+500,,sedang,makadam,5,,2022,,,,
360,4068 - JL. KARANGLO I,,1279,0+500,0+600,,sedang,makadam,5,,2022,,,,
361,4068 - JL. KARANGLO I,,1279,0+600,0+700,,sedang,lapen,5,,2022,,,,
362,4068 - JL. KARANGLO I,,1279,0+700,0+800,,sedang,lapen,5,,2022,,,,
363,4068 - JL. KARANGLO I,,1279,0+800,0+900,,sedang,lapen,5,,2022,,,,
364,4068 - JL. KARANGLO I,,1279,0+900,1+000,,sedang,lapen,5,,2022,,,,
365,4068 - JL. KARANGLO I,,1279,1+000,1+100,,sedang,lapen,5,,2022,,,,
366,4068 - JL. KARANGLO I,,1279,1+200,1+276,,RR,lapen,5,,2022,,,,
368,4069 - JL. KARANGLO II,,129,0+000,0+100,,RR,lapen,5,,2022,,,,
375,4071 - JL. SEMBADA,,284,0+000,0+100,,RR,tanah,5,,2022,,,,
376,4071 - JL. SEMBADA,,284,0+200,0+283,,RR,tanah,5,,2022,,,,
378,4072 - JL. KYAI SERANG,,241,0+000,0+100,,RR,tanah,5,,2022,,,,
379,4072 - JL. KYAI SERANG,,241,0+200,0+241,,RR,tanah,5,,2022,,,,
381,4073 - JL SUHADA HAJI,,1273,0+000,0+100,,RR,tanah,5,,2022,,,,
382,4073 - JL SUHADA HAJI,,1273,0+100,0+200,,RR,beton,5,,2022,,,,
383,4073 - JL SUHADA HAJI,,1273,0+200,0+300,,RR,beton,5,,2022,,,,
384,4073 - JL SUHADA HAJI,,1273,0+300,0+400,,RR,beton,5,,2022,,,,
385,4073 - JL SUHADA HAJI,,1273,0+400,0+500,,RR,beton,5,,2022,,,,
386,4073 - JL SUHADA HAJI,,1273,0+500,0+600,,RR,beton,5,,2022,,,,
387,4073 - JL SUHADA HAJI,,1273,0+600,0+700,,RR,aspal,5,,2022,,,,
388,4073 - JL SUHADA HAJI,,1273,0+700,0+800,,RR,aspal,5,,2022,,,,
389,4073 - JL SUHADA HAJI,,1273,0+800,0+900,,RR,aspal,5,,2022,,,,
390,4073 - JL SUHADA HAJI,,1273,0+900,1+000,,RR,aspal,5,,2022,,,,
391,4073 - JL SUHADA HAJI,,1273,1+000,1+100,,RR,aspal,5,,2022,,,,
392,4073 - JL SUHADA HAJI,,1273,1+200,1+273,,RR,aspal,5,,2022,,,,
394,4074 - JL. KUTILANG,,159,0+000,0+100,,RR,aspal,5,,2022,,,,
396,4075 - JL. JL. MANYAR,,588,0+000,0+100,,RR,makadam,5,,2022,,,,
397,4075 - JL. JL. MANYAR,,588,0+100,0+200,,RB,makadam,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
398,4075 - JL. JL. MANYAR,,588,0+200,0+300,,RB,makadam,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
399,4075 - JL. JL. MANYAR,,588,0+300,0+400,,RB,makadam,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
400,4075 - JL. JL. MANYAR,,588,0+500,0+587,,RB,makadam,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
402,4076 - JL. S. PARMAN,,213,0+000,0+100,,RB,makadam,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
403,4076 - JL. S. PARMAN,,213,0+200,0+212,,RB,makadam,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
405,4077 - JL. PANJAITAN,,608,0+000,0+100,,RB,makadam,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
406,4077 - JL. PANJAITAN,,608,0+100,0+200,,RB,makadam,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
407,4077 - JL. PANJAITAN,,608,0+200,0+300,,RB,makadam,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
408,4077 - JL. PANJAITAN,,608,0+300,0+400,,RB,makadam,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
409,4077 - JL. PANJAITAN,,608,0+400,0+500,,RB,lapen,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
410,4077 - JL. PANJAITAN,,608,0+600,0+608,,RB,lapen,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
412,4078 - JL. SUMATRA,,198,0+000,0+100,,RB,lapen,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
415,4080 - JL. KALIMANTAN,,396,0+000,0+100,,RB,lapen,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
416,4080 - JL. KALIMANTAN,,396,0+100,0+200,,RB,lapen,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
417,4080 - JL. KALIMANTAN,,396,0+300,0+300,,RB,lapen,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
419,4081 - JL. MADURA,,354,0+000,0+100,,RB,lapen,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
420,4081 - JL. MADURA,,354,0+100,0+200,,RB,tanah,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
421,4081 - JL. MADURA,,354,0+300,0+353,,RB,tanah,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
423,4082 - JL. SULAWESI,,192,0+000,0+100,,RB,tanah,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
426,4084 - JL. SUMBAWA,,212,0+000,0+100,,RB,tanah,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
427,4084 - JL. SUMBAWA,,212,0+200,0+212,,RB,tanah,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
429,4085 - JL. CENDRAWASIH,,385,0+000,0+100,,RB,beton,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
430,4085 - JL. CENDRAWASIH,,385,0+100,0+200,,baik,beton,5,,2022,,,,
431,4085 - JL. CENDRAWASIH,,385,0+300,0+385,,baik,beton,5,,2022,,,,
433,4086 - JL. RAJAWALI,,695,0+000,0+100,,baik,beton,5,,2022,,,,
434,4086 - JL. RAJAWALI,,695,0+100,0+200,,baik,beton,5,,2022,,,,
435,4086 - JL. RAJAWALI,,695,0+200,0+300,,baik,aspal,5,,2022,,,,
436,4086 - JL. RAJAWALI,,695,0+300,0+400,,baik,aspal,5,,2022,,,,
437,4086 - JL. RAJAWALI,,695,0+400,0+500,,baik,aspal,5,,2022,,,,
438,4086 - JL. RAJAWALI,,695,0+600,0+694,,baik,aspal,5,,2022,,,,
440,4087 - JL. MENUR,,319,0+000,0+100,,baik,aspal,5,,2022,,,,
441,4087 - JL. MENUR,,319,0+100,0+200,,baik,aspal,5,,2022,,,,
442,4087 - JL. MENUR,,319,0+300,0+319,,baik,aspal,5,,2022,,,,
444,4088 - JL. NIAS,,285,0+000,0+100,,baik,makadam,5,,2022,,,,
445,4088 - JL. NIAS,,285,0+200,0+285,,baik,makadam,5,,2022,,,,
447,4089 - JL. KENARI,,657,0+000,0+100,,baik,makadam,5,,2022,,,,
448,4089 - JL. KENARI,,657,0+100,0+200,,baik,makadam,5,,2022,,,,
449,4089 - JL. KENARI,,657,0+200,0+300,,baik,makadam,5,,2022,,,,
450,4089 - JL. KENARI,,657,0+300,0+400,,baik,makadam,5,,2022,,,,
451,4089 - JL. KENARI,,657,0+400,0+500,,sedang,makadam,5,,2022,,,,
452,4089 - JL. KENARI,,657,0+600,0+657,,sedang,makadam,5,,2022,,,,
454,4090 - JL. PARKIT,,291,0+000,0+100,,sedang,makadam,5,,2022,,,,
455,4090 - JL. PARKIT,,291,0+200,0+291,,sedang,makadam,5,,2022,,,,
457,4091 - JL. BETET,,798,0+000,0+100,,sedang,makadam,5,,2022,,,,
458,4091 - JL. BETET,,798,0+100,0+200,,sedang,lapen,5,,2022,,,,
459,4091 - JL. BETET,,798,0+200,0+300,,sedang,lapen,5,,2022,,,,
460,4091 - JL. BETET,,798,0+300,0+400,,sedang,lapen,5,,2022,,,,
461,4091 - JL. BETET,,798,0+400,0+500,,sedang,lapen,5,,2022,,,,
462,4091 - JL. BETET,,798,0+500,0+600,,sedang,lapen,5,,2022,,,,
463,4091 - JL. BETET,,798,0+700,0+797,,sedang,lapen,5,,2022,,,,
465,4092 - JL. SRITI,,593,0+000,0+100,,sedang,lapen,5,,2022,,,,
466,4092 - JL. SRITI,,593,0+100,0+200,,sedang,tanah,5,,2022,,,,
467,4092 - JL. SRITI,,593,0+200,0+300,,sedang,tanah,5,,2022,,,,
468,4092 - JL. SRITI,,593,0+300,0+400,,sedang,tanah,5,,2022,,,,
469,4092 - JL. SRITI,,593,0+500,0+592,,sedang,tanah,5,,2022,,,,
472,4094 - JL. CEMPAKA II,,129,0+000,0+100,,sedang,tanah,5,,2022,,,,
474,4095 - JL. CEMPAKA III,,153,0+000,0+100,,sedang,beton,5,,2022,,,,
