No,Nm_Ruas,Kd_Inf,Panjang,STA_AWAL,STA_AKHIR,Fungsi,Kondisi,Tipe_Perke,Lebar_STA,Tahun_Reali,tahun,Tgl,Penanganan,Kondisi_Kini,Perke_Kini
476,4097 - JL. ANGGREK II,,198,0+000,0+100,,sedang,beton,5,,2022,,,,
478,4098 - JL. JUANDA,,2348,0+000,0+100,,sedang,beton,5,,2022,,,,
479,4098 - JL. JUANDA,,2348,0+100,0+200,,sedang,beton,5,,2022,,,,
480,4098 - JL. JUANDA,,2348,0+200,0+300,,RR,beton,5,,2022,,,,
481,4098 - JL. JUANDA,,2348,0+300,0+400,,RR,aspal,5,,2022,,,,
482,4098 - JL. JUANDA,,2348,0+400,0+500,,RR,aspal,5,,2022,,,,
483,4098 - JL. JUANDA,,2348,0+500,0+600,,RR,aspal,5,,2022,,,,
484,4098 - JL. JUANDA,,2348,0+600,0+700,,RR,aspal,5,,2022,,,,
485,4098 - JL. JUANDA,,2348,0+700,0+800,,RR,aspal,5,,2022,,,,
486,4098 - JL. JUANDA,,2348,0+800,0+900,,RR,aspal,5,,2022,,,,
487,4098 - JL. JUANDA,,2348,0+900,1+000,,RR,aspal,5,,2022,,,,
488,4098 - JL. JUANDA,,2348,1+000,1+100,,RR,makadam,5,,2022,,,,
489,4098 - JL. JUANDA,,2348,1+100,1+200,,RR,makadam,5,,2022,,,,
490,4098 - JL. JUANDA,,2348,1+200,1+300,,RR,makadam,5,,2022,,,,
491,4098 - JL. JUANDA,,2348,1+300,1+400,,RR,makadam,5,,2022,,,,
492,4098 - JL. JUANDA,,2348,1+400,1+500,,RR,makadam,5,,2022,,,,
493,4098 - JL. JUANDA,,2348,1+500,1+600,,RR,makadam,5,,2022,,,,
494,4098 - JL. JUANDA,,2348,1+600,1+700,,RR,makadam,5,,2022,,,,
495,4098 - JL. JUANDA,,2348,1+700,1+800,,RR,makadam,5,,2022,,,,
496,4098 - JL. JUANDA,,2348,1+800,1+900,,RR,makadam,5,,2022,,,,
497,4098 - JL. JUANDA,,2348,1+900,2+000,,RR,makadam,5,,2022,,,,
498,4098 - JL. JUANDA,,2348,2+000,2+100,,RR,makadam,5,,2022,,,,
499,4098 - JL. JUANDA,,2348,2+100,2+200,,RR,lapen,5,,2022,,,,
500,4098 - JL. JUANDA,,2348,2+300,2+348,,RB,lapen,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
502,4099 - JL. PROGO,,678,0+000,0+100,,RB,lapen,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
503,4099 - JL. PROGO,,678,0+100,0+200,,RB,lapen,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
504,4099 - JL. PROGO,,678,0+200,0+300,,RB,lapen,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
505,4099 - JL. PROGO,,678,0+300,0+400,,RB,lapen,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
506,4099 - JL. PROGO,,678,0+400,0+500,,RB,lapen,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
507,4099 - JL. PROGO,,678,0+600,0+678,,RB,tanah,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
509,4101 - JL. RUSUNAWA,,286,0+000,0+100,,RB,tanah,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
510,4101 - JL. RUSUNAWA,,286,0+200,0+286,,RB,tanah,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
512,4102 - JL. MERPATI (MEJAYAN),,258,0+000,0+100,,RB,tanah,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
513,4102 - JL. MERPATI (MEJAYAN),,258,0+200,0+258,,RB,tanah,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
515,4103 - JL. IRIAN JAYA,,440,0+000,0+100,,RB,beton,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
516,4103 - JL. IRIAN JAYA,,440,0+100,0+200,,RB,beton,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
517,4103 - JL. IRIAN JAYA,,440,0+200,0+300,,RB,beton,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
518,4103 - JL. IRIAN JAYA,,440,0+400,0+439,,RB,beton,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
520,4104 - JL. PRAWIRO DIPURAN,,361,0+000,0+100,,RB,beton,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
521,4104 - JL. PRAWIRO DIPURAN,,361,0+100,0+200,,RB,aspal,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
522,4104 - JL. PRAWIRO DIPURAN,,361,0+300,0+360,,RB,aspal,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
524,4105 - JL. KURMA RAJA,,467,0+000,0+100,,RB,aspal,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
525,4105 - JL. KURMA RAJA,,467,0+100,0+200,,RB,aspal,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
526,4105 - JL. KURMA RAJA,,467,0+200,0+300,,RB,aspal,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
527,4105 - JL. KURMA RAJA,,467,0+400,0+466,,RB,aspal,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
529,4201 - JL. NGAGEL,,1326,0+000,0+100,,RB,aspal,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
530,4201 - JL. NGAGEL,,1326,0+100,0+200,,baik,makadam,5,,2022,,,,
531,4201 - JL. NGAGEL,,1326,0+200,0+300,,baik,makadam,5,,2022,,,,
532,4201 - JL. NGAGEL,,1326,0+300,0+400,,baik,makadam,5,,2022,,,,
533,4201 - JL. NGAGEL,,1326,0+400,0+500,,baik,makadam,5,,2022,,,,
534,4201 - JL. NGAGEL,,1326,0+500,0+600,,baik,makadam,5,,2022,,,,
535,4201 - JL. NGAGEL,,1326,0+600,0+700,,baik,makadam,5,,2022,,,,
536,4201 - JL. NGAGEL,,1326,0+700,0+800,,baik,makadam,5,,2022,,,,
537,4201 - JL. NGAGEL,,1326,0+800,0+900,,baik,makadam,5,,2022,,,,
538,4201 - JL. NGAGEL,,1326,0+900,1+000,,baik,makadam,5,,2022,,,,
539,4201 - JL. NGAGEL,,1326,1+000,1+100,,baik,makadam,5,,2022,,,,
540,4201 - JL. NGAGEL,,1326,1+100,1+200,,baik,makadam,5,,2022,,,,
541,4201 - JL. NGAGEL,,1326,1+300,1+325,,baik,lapen,5,,2022,,,,
543,4202 - JL. JANOKO,,1133,0+000,0+100,,baik,lapen,5,,2022,,,,
544,4202 - JL. JANOKO,,1133,0+100,0+200,,baik,lapen,5,,2022,,,,
545,4202 - JL. JANOKO,,1133,0+200,0+300,,baik,lapen,5,,2022,,,,
546,4202 - JL. JANOKO,,1133,0+300,0+400,,baik,lapen,5,,2022,,,,
547,4202 - JL. JANOKO,,1133,0+400,0+500,,baik,lapen,5,,2022,,,,
548,4202 - JL. JANOKO,,1133,0+500,0+600,,sedang,lapen,5,,2022,,,,
549,4202 - JL. JANOKO,,1133,0+600,0+700,,sedang,tanah,5,,2022,,,,
550,4202 - JL. JANOKO,,1133,0+700,0+800,,sedang,tanah,5,,2022,,,,
551,4202 - JL. JANOKO,,1133,0+800,0+900,,sedang,tanah,5,,2022,,,,
552,4202 - JL. JANOKO,,1133,0+900,1+000,,sedang,tanah,5,,2022,,,,
553,4202 - JL. JANOKO,,1133,1+100,1+132,,sedang,tanah,5,,2022,,,,
555,4203 - JL. SEDAH,,1863,0+000,0+100,,sedang,beton,5,,2022,,,,
556,4203 - JL. SEDAH,,1863,0+100,0+200,,sedang,beton,5,,2022,,,,
557,4203 - JL. SEDAH,,1863,0+200,0+300,,sedang,beton,5,,2022,,,,
558,4203 - JL. SEDAH,,1863,0+300,0+400,,sedang,beton,5,,2022,,,,
559,4203 - JL. SEDAH,,1863,0+400,0+500,,sedang,beton,5,,2022,,,,
560,4203 - JL. SEDAH,,1863,0+500,0+600,,sedang,aspal,5,,2022,,,,
561,4203 - JL. SEDAH,,1863,0+600,0+700,,sedang,aspal,5,,2022,,,,
562,4203 - JL. SEDAH,,1863,0+700,0+800,,sedang,aspal,5,,2022,,,,
563,4203 - JL. SEDAH,,1863,0+800,0+900,,sedang,aspal,5,,2022,,,,
564,4203 - JL. SEDAH,,1863,0+900,1+000,,sedang,aspal,5,,2022,,,,
565,4203 - JL. SEDAH,,1863,1+000,1+100,,sedang,aspal,5,,2022,,,,
566,4203 - JL. SEDAH,,1863,1+100,1+200,,sedang,aspal,5,,2022,,,,
567,4203 - JL. SEDAH,,1863,1+200,1+300,,sedang,makadam,5,,2022,,,,
568,4203 - JL. SEDAH,,1863,1+300,1+400,,sedang,makadam,5,,2022,,,,
569,4203 - JL. SEDAH,,1863,1+400,1+500,,sedang,makadam,5,,2022,,,,
570,4203 - JL. SEDAH,,1863,1+500,1+600,,RR,makadam,5,,2022,,,,
571,4203 - JL. SEDAH,,1863,1+600,1+700,,RR,makadam,5,,2022,,,,
572,4203 - JL. SEDAH,,1863,1+800,1+862,,RR,makadam,5,,2022,,,,
574,4204 - JL. SASONO LOYO,,522,0+000,0+100,,RR,makadam,5,,2022,,,,
575,4204 - JL. SASONO LOYO,,522,0+100,0+200,,RR,makadam,5,,2022,,,,
576,4204 - JL. SASONO LOYO,,522,0+200,0+300,,RR,makadam,5,,2022,,,,
577,4204 - JL. SASONO LOYO,,522,0+300,0+400,,RR,makadam,5,,2022,,,,
578,4204 - JL. SASONO LOYO,,522,0+500,0+521,,RR,makadam,5,,2022,,,,
580,4205 - JL. KEBODALEM,,531,0+000,0+100,,RR,lapen,5,,2022,,,,
581,4205 - JL. KEBODALEM,,531,0+100,0+200,,RR,lapen,5,,2022,,,,
582,4205 - JL. KEBODALEM,,531,0+200,0+300,,RR,lapen,5,,2022,,,,
583,4205 - JL. KEBODALEM,,531,0+300,0+400,,RR,lapen,5,,2022,,,,
584,4205 - JL. KEBODALEM,,531,0+500,0+531,,RR,lapen,5,,2022,,,,
586,4206 - JL. SIDODADI,,463,0+000,0+100,,RR,lapen,5,,2022,,,,
587,4206 - JL. SIDODADI,,463,0+100,0+200,,RR,lapen,5,,2022,,,,
588,4206 - JL. SIDODADI,,463,0+200,0+300,,RR,tanah,5,,2022,,,,
589,4206 - JL. SIDODADI,,463,0+400,0+462,,RR,tanah,5,,2022,,,,
591,4207 - JL. TEGALREJO,,2333,0+000,0+100,,RR,tanah,5,,2022,,,,
592,4207 - JL. TEGALREJO,,2333,0+100,0+200,,RR,tanah,5,,2022,,,,
593,4207 - JL. TEGALREJO,,2333,0+200,0+300,,RR,tanah,5,,2022,,,,
594,4207 - JL. TEGALREJO,,2333,0+300,0+400,,RB,beton,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
595,4207 - JL. TEGALREJO,,2333,0+400,0+500,,RB,beton,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
596,4207 - JL. TEGALREJO,,2333,0+500,0+600,,RB,beton,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
597,4207 - JL. TEGALREJO,,2333,0+600,0+700,,RB,beton,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
598,4207 - JL. TEGALREJO,,2333,0+700,0+800,,RB,beton,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
599,4207 - JL. TEGALREJO,,2333,0+800,0+900,,RB,aspal,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
600,4207 - JL. TEGALREJO,,2333,0+900,1+000,,RB,aspal,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
601,4207 - JL. TEGALREJO,,2333,1+000,1+100,,RB,aspal,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
602,4207 - JL. TEGALREJO,,2333,1+100,1+200,,RB,aspal,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
603,4207 - JL. TEGALREJO,,2333,1+200,1+300,,RB,aspal,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
604,4207 - JL. TEGALREJO,,2333,1+300,1+400,,RB,aspal,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
605,4207 - JL. TEGALREJO,,2333,1+400,1+500,,RB,aspal,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
606,4207 - JL. TEGALREJO,,2333,1+500,1+600,,RB,makadam,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
607,4207 - JL. TEGALREJO,,2333,1+600,1+700,,RB,makadam,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
608,4207 - JL. TEGALREJO,,2333,1+700,1+800,,RB,makadam,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
609,4207 - JL. TEGALREJO,,2333,1+800,1+900,,RB,makadam,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
610,4207 - JL. TEGALREJO,,2333,1+900,2+000,,RB,makadam,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
611,4207 - JL. TEGALREJO,,2333,2+000,2+100,,RB,makadam,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
612,4207 - JL. TEGALREJO,,2333,2+100,2+200,,RB,makadam,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
613,4207 - JL. TEGALREJO,,2333,2+300,2+332,,RB,makadam,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
615,4208 - JL. NGRAWAN II,,1413,0+000,0+100,,RB,makadam,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
616,4208 - JL. NGRAWAN II,,1413,0+100,0+200,,RB,makadam,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
617,4208 - JL. NGRAWAN II,,1413,0+200,0+300,,RB,makadam,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
618,4208 - JL. NGRAWAN II,,1413,0+300,0+400,,baik,lapen,5,,2022,,,,
619,4208 - JL. NGRAWAN II,,1413,0+400,0+500,,baik,lapen,5,,2022,,,,
620,4208 - JL. NGRAWAN II,,1413,0+500,0+600,,baik,lapen,5,,2022,,,,
621,4208 - JL. NGRAWAN II,,1413,0+600,0+700,,baik,lapen,5,,2022,,,,
622,4208 - JL. NGRAWAN II,,1413,0+700,0+800,,baik,lapen,5,,2022,,,,
623,4208 - JL. NGRAWAN II,,1413,0+800,0+900,,baik,lapen,5,,2022,,,,
624,4208 - JL. NGRAWAN II,,1413,0+900,1+000,,baik,lapen,5,,2022,,,,
625,4208 - JL. NGRAWAN II,,1413,1+000,1+100,,baik,tanah,5,,2022,,,,
626,4208 - JL. NGRAWAN II,,1413,1+100,1+200,,baik,tanah,5,,2022,,,,
627,4208 - JL. NGRAWAN II,,1413,1+200,1+300,,baik,tanah,5,,2022,,,,
628,4208 - JL. NGRAWAN II,,1413,1+400,1+400,,baik,tanah,5,,2022,,,,
630,4209 - JL. KEMANTREN,,826,0+000,0+100,,baik,tanah,5,,2022,,,,
631,4209 - JL. KEMANTREN,,826,0+100,0+200,,baik,beton,5,,2022,,,,
632,4209 - JL. KEMANTREN,,826,0+200,0+300,,baik,beton,5,,2022,,,,
633,4209 - JL. KEMANTREN,,826,0+300,0+400,,baik,beton,5,,2022,,,,
634,4209 - JL. KEMANTREN,,826,0+400,0+500,,baik,beton,5,,2022,,,,
635,4209 - JL. KEMANTREN,,826,0+500,0+600,,baik,beton,5,,2022,,,,
636,4209 - JL. KEMANTREN,,826,0+600,0+700,,sedang,aspal,5,,2022,,,,
637,4209 - JL. KEMANTREN,,826,0+800,0+826,,sedang,aspal,5,,2022,,,,
639,4210 - JL. NGRAWAN I,,1155,0+000,0+100,,sedang,aspal,5,,2022,,,,
640,4210 - JL. NGRAWAN I,,1155,0+100,0+200,,sedang,aspal,5,,2022,,,,
641,4210 - JL. NGRAWAN I,,1155,0+200,0+300,,sedang,aspal,5,,2022,,,,
642,4210 - JL. NGRAWAN I,,1155,0+300,0+400,,sedang,aspal,5,,2022,,,,
643,4210 - JL. NGRAWAN I,,1155,0+400,0+500,,sedang,aspal,5,,2022,,,,
644,4210 - JL. NGRAWAN I,,1155,0+500,0+600,,sedang,makadam,5,,2022,,,,
645,4210 - JL. NGRAWAN I,,1155,0+600,0+700,,sedang,makadam,5,,2022,,,,
646,4210 - JL. NGRAWAN I,,1155,0+700,0+800,,sedang,makadam,5,,2022,,,,
647,4210 - JL. NGRAWAN I,,1155,0+800,0+900,,sedang,makadam,5,,2022,,,,
648,4210 - JL. NGRAWAN I,,1155,0+900,1+000,,sedang,makadam,5,,2022,,,,
649,4210 - JL. NGRAWAN I,,1155,1+100,1+155,,sedang,makadam,5,,2022,,,,
651,4211 - JL. PANCA UPAYA,,962,0+000,0+100,,sedang,makadam,5,,2022,,,,
652,4211 - JL. PANCA UPAYA,,962,0+100,0+200,,sedang,makadam,5,,2022,,,,
653,4211 - JL. PANCA UPAYA,,962,0+200,0+300,,sedang,makadam,5,,2022,,,,
654,4211 - JL. PANCA UPAYA,,962,0+300,0+400,,sedang,makadam,5,,2022,,,,
655,4211 - JL. PANCA UPAYA,,962,0+400,0+500,,sedang,makadam,5,,2022,,,,
656,4211 - JL. PANCA UPAYA,,962,0+500,0+600,,sedang,lapen,5,,2022,,,,
657,4211 - JL. PANCA UPAYA,,962,0+600,0+700,,sedang,lapen,5,,2022,,,,
658,4211 - JL. PANCA UPAYA,,962,0+700,0+800,,sedang,lapen,5,,2022,,,,
659,4211 - JL. PANCA UPAYA,,962,0+900,0+961,,RR,lapen,5,,2022,,,,
660,4212 - JL. JEBLOK,,1307,0+000,0+100,,RR,lapen,5,,2022,,,,
661,4212 - JL. JEBLOK,,1307,0+100,0+200,,RR,lapen,5,,2022,,,,
662,4212 - JL. JEBLOK,,1307,0+200,0+300,,RR,lapen,5,,2022,,,,
663,4212 - JL. JEBLOK,,1307,0+300,0+400,,RR,tanah,5,,2022,,,,
664,4212 - JL. JEBLOK,,1307,0+400,0+500,,RR,tanah,5,,2022,,,,
665,4212 - JL. JEBLOK,,1307,0+500,0+600,,RR,tanah,5,,2022,,,,
666,4212 - JL. JEBLOK,,1307,0+600,0+700,,RR,tanah,5,,2022,,,,
667,4212 - JL. JEBLOK,,1307,0+700,0+800,,RR,tanah,5,,2022,,,,
668,4212 - JL. JEBLOK,,1307,0+800,0+900,,RR,beton,5,,2022,,,,
669,4212 - JL. JEBLOK,,1307,0+900,1+000,,RR,beton,5,,2022,,,,
670,4212 - JL. JEBLOK,,1307,1+000,1+100,,RR,beton,5,,2022,,,,
671,4212 - JL. JEBLOK,,1307,1+100,1+200,,RR,beton,5,,2022,,,,
672,4212 - JL. JEBLOK,,1307,1+300,1+306,,RR,beton,5,,2022,,,,
673,4212 - JL. JEBLOK,,1307,1+200,1+300,,RR,aspal,5,,2022,,,,
675,4213 - JL. KERTO RAHARJO,,586,0+000,0+100,,RR,aspal,5,,2022,,,,
676,4213 - JL. KERTO RAHARJO,,586,0+100,0+200,,RR,aspal,5,,2022,,,,
677,4213 - JL. KERTO RAHARJO,,586,0+200,0+300,,RR,aspal,5,,2022,,,,
678,4213 - JL. KERTO RAHARJO,,586,0+300,0+400,,RR,aspal,5,,2022,,,,
679,4213 - JL. KERTO RAHARJO,,586,0+500,0+585,,RR,aspal,5,,2022,,,,
681,4214 - JL. PANJANG PUNJUNG,,2075,0+000,0+100,,RB,aspal,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
682,4214 - JL. PANJANG PUNJUNG,,2075,0+100,0+200,,RB,makadam,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
683,4214 - JL. PANJANG PUNJUNG,,2075,0+200,0+300,,RB,makadam,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
684,4214 - JL. PANJANG PUNJUNG,,2075,0+300,0+400,,RB,makadam,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
685,4214 - JL. PANJANG PUNJUNG,,2075,0+400,0+500,,RB,makadam,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
686,4214 - JL. PANJANG PUNJUNG,,2075,0+500,0+600,,RB,makadam,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
687,4214 - JL. PANJANG PUNJUNG,,2075,0+600,0+700,,RB,makadam,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
688,4214 - JL. PANJANG PUNJUNG,,2075,0+700,0+800,,RB,makadam,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
689,4214 - JL. PANJANG PUNJUNG,,2075,0+800,0+900,,RB,makadam,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
690,4214 - JL. PANJANG PUNJUNG,,2075,0+900,1+000,,RB,makadam,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
691,4214 - JL. PANJANG PUNJUNG,,2075,1+000,1+100,,RB,makadam,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
692,4214 - JL. PANJANG PUNJUNG,,2075,1+100,1+200,,RB,makadam,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
693,4214 - JL. PANJANG PUNJUNG,,2075,1+200,1+300,,RB,lapen,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
694,4214 - JL. PANJANG PUNJUNG,,2075,1+300,1+400,,RB,lapen,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
695,4214 - JL. PANJANG PUNJUNG,,2075,1+400,1+500,,RB,lapen,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
696,4214 - JL. PANJANG PUNJUNG,,2075,1+500,1+600,,RB,lapen,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
697,4214 - JL. PANJANG PUNJUNG,,2075,1+600,1+700,,RB,lapen,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
698,4214 - JL. PANJANG PUNJUNG,,2075,1+700,1+800,,RB,lapen,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
699,4214 - JL. PANJANG PUNJUNG,,2075,1+800,1+900,,RB,lapen,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
700,4214 - JL. PANJANG PUNJUNG,,2075,2+000,2+074,,RB,tanah,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
702,4215 - JL. GEMAH RIPAH,,713,0+000,0+100,,RB,tanah,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
703,4215 - JL. GEMAH RIPAH,,713,0+100,0+200,,RB,tanah,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
704,4215 - JL. GEMAH RIPAH,,713,0+200,0+300,,RB,tanah,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
705,4215 - JL. GEMAH RIPAH,,713,0+300,0+400,,baik,tanah,5,,2022,,,,
706,4215 - JL. GEMAH RIPAH,,713,0+400,0+500,,baik,beton,5,,2022,,,,
707,4215 - JL. GEMAH RIPAH,,713,0+500,0+600,,baik,beton,5,,2022,,,,
708,4215 - JL. GEMAH RIPAH,,713,0+700,0+712,,baik,beton,5,,2022,,,,
710,4216 - JL. SIDOASIH,,361,0+000,0+100,,baik,beton,5,,2022,,,,
711,4216 - JL. SIDOASIH,,361,0+100,0+200,,baik,beton,5,,2022,,,,
712,4216 - JL. SIDOASIH,,361,0+300,0+361,,baik,aspal,5,,2022,,,,
714,4217 - JL. TEGAL ARUM,,1552,0+000,0+100,,baik,aspal,5,,2022,,,,
715,4217 - JL. TEGAL ARUM,,1552,0+100,0+200,,baik,aspal,5,,2022,,,,
716,4217 - JL. TEGAL ARUM,,1552,0+200,0+300,,baik,aspal,5,,2022,,,,
717,4217 - JL. TEGAL ARUM,,1552,0+300,0+400,,baik,aspal,5,,2022,,,,
718,4217 - JL. TEGAL ARUM,,1552,0+400,0+500,,baik,aspal,5,,2022,,,,
719,4217 - JL. TEGAL ARUM,,1552,0+500,0+600,,baik,aspal,5,,2022,,,,
720,4217 - JL. TEGAL ARUM,,1552,0+600,0+700,,baik,makadam,5,,2022,,,,
721,4217 - JL. TEGAL ARUM,,1552,0+700,0+800,,baik,makadam,5,,2022,,,,
722,4217 - JL. TEGAL ARUM,,1552,0+800,0+900,,baik,makadam,5,,2022,,,,
723,4217 - JL. TEGAL ARUM,,1552,0+900,1+000,,baik,makadam,5,,2022,,,,
724,4217 - JL. TEGAL ARUM,,1552,1+000,1+100,,sedang,makadam,5,,2022,,,,
725,4217 - JL. TEGAL ARUM,,1552,1+100,1+200,,sedang,makadam,5,,2022,,,,
726,4217 - JL. TEGAL ARUM,,1552,1+200,1+300,,sedang,makadam,5,,2022,,,,
727,4217 - JL. TEGAL ARUM,,1552,1+300,1+400,,sedang,makadam,5,,2022,,,,
728,4217 - JL. TEGAL ARUM,,1552,1+500,1+552,,sedang,makadam,5,,2022,,,,
730,4218 - JL. SIDOMUKTI,,859,0+000,0+100,,sedang,makadam,5,,2022,,,,
731,4218 - JL. SIDOMUKTI,,859,0+100,0+200,,sedang,makadam,5,,2022,,,,
732,4218 - JL. SIDOMUKTI,,859,0+200,0+300,,sedang,lapen,5,,2022,,,,
733,4218 - JL. SIDOMUKTI,,859,0+300,0+400,,sedang,lapen,5,,2022,,,,
734,4218 - JL. SIDOMUKTI,,859,0+400,0+500,,sedang,lapen,5,,2022,,,,
735,4218 - JL. SIDOMUKTI,,859,0+500,0+600,,sedang,lapen,5,,2022,,,,
736,4218 - JL. SIDOMUKTI,,859,0+600,0+700,,sedang,lapen,5,,2022,,,,
737,4218 - JL. SIDOMUKTI,,859,0+800,0+858,,sedang,lapen,5,,2022,,,,
739,4219 - JL. SIDOMULYO,,749,0+000,0+100,,sedang,lapen,5,,2022,,,,
740,4219 - JL. SIDOMULYO,,749,0+100,0+200,,sedang,tanah,5,,2022,,,,
741,4219 - JL. SIDOMULYO,,749,0+200,0+300,,sedang,tanah,5,,2022,,,,
742,4219 - JL. SIDOMULYO,,749,0+300,0+400,,sedang,tanah,5,,2022,,,,
743,4219 - JL. SIDOMULYO,,749,0+400,0+500,,sedang,tanah,5,,2022,,,,
744,4219 - JL. SIDOMULYO,,749,0+500,0+600,,sedang,tanah,5,,2022,,,,
745,4219 - JL. SIDOMULYO,,749,0+700,0+748,,sedang,beton,5,,2022,,,,
747,4220 - JL. WAKIDUN,,205,0+000,0+100,,sedang,beton,5,,2022,,,,
748,4220 - JL. WAKIDUN,,205,0+200,0+204,,RR,beton,5,,2022,,,,
750,4221 - JL. SIDO AGUNG,,445,0+000,0+100,,RR,beton,5,,2022,,,,
751,4221 - JL. SIDO AGUNG,,445,0+100,0+200,,RR,beton,5,,2022,,,,
752,4221 - JL. SIDO AGUNG,,445,0+200,0+300,,RR,aspal,5,,2022,,,,
753,4221 - JL. SIDO AGUNG,,445,0+400,0+444,,RR,aspal,5,,2022,,,,
755,4222 - JL. PASIR WUKIR,,385,0+000,0+100,,RR,aspal,5,,2022,,,,
756,4222 - JL. PASIR WUKIR,,385,0+100,0+200,,RR,aspal,5,,2022,,,,
757,4222 - JL. PASIR WUKIR,,385,0+300,0+385,,RR,aspal,5,,2022,,,,
759,4223 - JL. TOTO TERTIB,,414,0+000,0+100,,RR,aspal,5,,2022,,,,
760,4223 - JL. TOTO TERTIB,,414,0+100,0+200,,RR,aspal,5,,2022,,,,
761,4223 - JL. TOTO TERTIB,,414,0+200,0+300,,RR,makadam,5,,2022,,,,
762,4223 - JL. TOTO TERTIB,,414,0+400,0+413,,RR,makadam,5,,2022,,,,
764,4224 - JL. BERBUDI,,486,0+000,0+100,,RR,makadam,5,,2022,,,,
765,4224 - JL. BERBUDI,,486,0+100,0+200,,RR,makadam,5,,2022,,,,
