Nm_Ruas,Kd_Inf,Panjang,STA_AWAL,STA_AKHIR,No,Tahun,Date,Penanganan,Kondisi_Kini,Perke_Kini
4103 - JL. IRIAN JAYA,514,439.90107498900,0+300,0+400,514,,,,,
4104 - JL. PRAWIRO DIPURAN,519,360.67387664600,0+200,0+300,519,,,,,
4105 - JL. KURMA RAJA,523,466.72191802300,0+300,0+400,523,,,,,
4201 - JL. NGAGEL,528,1325.85497889000,1+200,1+300,528,,,,,
4202 - JL. JANOKO,542,1132.68715871000,1+000,1+100,542,,,,,
4203 - JL. SEDAH,554,1862.65725332000,1+700,1+800,554,,,,,
4204 - JL. SASONO LOYO,573,521.67098022900,0+400,0+500,573,,,,,
4205 - JL. KEBODALEM,579,531.35360653700,0+400,0+500,579,,,,,
4206 - JL. SIDODADI,585,462.79544994400,0+300,0+400,585,,,,,
4207 - JL. TEGALREJO,590,2332.83407444000,2+200,2+300,590,,,,,
4208 - JL. NGRAWAN II,614,1413.45276358000,1+300,1+400,614,,,,,
4209 - JL. KEMANTREN,629,826.44605615700,0+700,0+800,629,,,,,
4210 - JL. NGRAWAN I,638,1155.42791786000,1+000,1+100,638,,,,,
4211 - JL. PANCA UPAYA,650,961.61411783500,0+800,0+900,650,,,,,
4213 - JL. KERTO RAHARJO,674,585.99744852400,0+400,0+500,674,,,,,
4214 - JL. PANJANG PUNJUNG,680,2074.50368773000,1+900,2+000,680,,,,,
4215 - JL. GEMAH RIPAH,701,712.50898891000,0+600,0+700,701,,,,,
4216 - JL. SIDOASIH,709,361.34353677800,0+200,0+300,709,,,,,
4217 - JL. TEGAL ARUM,713,1552.15940249000,1+400,1+500,713,,,,,
4218 - JL. SIDOMUKTI,729,858.69791372800,0+700,0+800,729,,,,,
4219 - JL. SIDOMULYO,738,748.63588736900,0+600,0+700,738,,,,,
4220 - JL. WAKIDUN,746,204.66535392100,0+100,0+200,746,,,,,
4221 - JL. SIDO AGUNG,749,444.96372360100,0+300,0+400,749,,,,,
4222 - JL. PASIR WUKIR,754,385.24984704800,0+200,0+300,754,,,,,
4223 - JL. TOTO TERTIB,758,413.51647972500,0+300,0+400,758,,,,,
4224 - JL. BERBUDI,763,485.79429328200,0+300,0+400,763,,,,,
4225 - JL. JUWET/SURO,768,434.43253240900,0+300,0+400,768,,,,,
4226 - JL. PUNDEN,773,622.27962137100,0+500,0+600,773,,,,,
4227 - JL. PERHUTANI,780,746.67467471800,0+600,0+700,780,,,,,
4228 - JL. M.I. BUNGA BANGSA,788,725.51840692900,0+600,0+700,788,,,,,
4229 - JL. M.I. FARHIN,796,834.95945907100,0+700,0+800,796,,,,,
4230 - JL. WAHID HASYIM,805,2271.13715372000,2+100,2+200,805,,,,,
4231 - JL. COKRO AMINOTO,828,602.97421387100,0+500,0+600,828,,,,,
4232 - JL. TENGKU UMAR,835,844.32678304000,0+700,0+800,835,,,,,
4233 - JL. SANDANG PANGAN,844,242.68323260700,0+100,0+200,844,,,,,
4234 - JL. TOTO TENTREM,847,508.59464834900,0+400,0+500,847,,,,,
4235 - JL. LOHJINAWI,853,636.14806304800,0+500,0+600,853,,,,,
4236 - JL. SANGGRAHAN,860,863.08723822400,0+700,0+800,860,,,,,
4237 - JL. LAPANGAN BERAN,869,425.09622046500,0+300,0+400,869,,,,,
4238 - JL. TEGAL ASRI,874,1210.69022402000,1+100,1+200,874,,,,,
4239 - JL. MONTIKAN,887,1105.38157050000,1+000,1+100,887,,,,,
4240 - JL. DIPONEGORO,899,773.58497002300,0+600,0+700,899,,,,,
4241 - JL. RADEN PATAH,907,315.44661654300,0+200,0+300,907,,,,,
4242 - JL. K.H. MOJO I,911,413.39363302100,0+300,0+400,911,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
4243 - JL. K.H. MOJO II,916,270.69605066900,0+100,0+200,916,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
4244 - JL. AGUS SALIM,919,1497.33011671000,1+300,"1+400
",919,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
4245 - JL. MELATI,934,357.98665952100,0+200,0+300,934,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
4246 - JL. MENUR,938,613.40238051800,0+500,0+600,938,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
4247 - JL. NOGO,945,1240.61743196000,1+100,1+200,945,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
4248 - JL. SAUR,958,782.66877475000,0+600,0+700,958,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
4301 - JL. SUMBERMORO,966,499.51708759100,0+300,0+400,966,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
4302 - JL. SUMBERSAKTI,971,242.39656392800,0+100,0+200,971,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
4303 - JL. KARYAWAN,974,383.00097081800,0+200,0+300,974,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
4304 - JL. SUMBER MAS,978,323.47411211600,0+200,0+300,978,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
4305 - JL. SENDANG BEJI,982,326.79403212500,0+200,0+300,982,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
4306 - JL. BRANJANGAN I/B,986,258.10697930000,0+100,0+200,986,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
4307 - JL. BRANJANGAN I,989,326.90905547000,0+200,0+300,989,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
4308 - JL. SETYA RUKUN,993,499.86503043400,0+300,0+400,993,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
4309 - JL. SEbaikA GUNA,998,187.76493032000,0+100,0+187,998,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
4310 - JL. EKA BHAKTI,1000,736.05812977500,0+600,0+700,1000,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
4311 - JL. SWAKARYA,1008,317.36517683600,0+200,0+300,1008,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
4312 - JL. SWANARDIPA,1012,194.83354163100,0+100,0+194,1012,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
4313 - JL. SWASEMBADA,1014,263.43414567200,0+100,0+200,1014,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
4314 - JL. KANAL TIMUR,1017,1094.12449977000,0+900,1+000,1017,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
4315 - JL. SETYA DARMA,1028,667.64032957900,0+500,0+600,1028,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
4001 - JL. PATIMURA,2,951.29985818500,0+000,0+100,2,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
4001 - JL. PATIMURA,3,951.29985818500,0+100,0+200,3,,,,,
4001 - JL. PATIMURA,4,951.29985818500,0+200,0+300,4,,,,,
4001 - JL. PATIMURA,5,951.29985818500,0+300,0+400,5,,,,,
4001 - JL. PATIMURA,6,951.29985818500,0+400,0+500,6,,,,,
4001 - JL. PATIMURA,7,951.29985818500,0+500,0+600,7,,,,,
4001 - JL. PATIMURA,8,951.29985818500,0+600,0+700,8,,,,,
4001 - JL. PATIMURA,9,951.29985818500,0+700,0+800,9,,,,,
4001 - JL. PATIMURA,10,951.29985818500,0+900,0+951,10,,,,,
4002 - JL. LETJEN SUTOYO,12,767.04205801200,0+000,0+100,12,,,,,
4002 - JL. LETJEN SUTOYO,13,767.04205801200,0+100,0+200,13,,,,,
4002 - JL. LETJEN SUTOYO,14,767.04205801200,0+200,0+300,14,,,,,
4002 - JL. LETJEN SUTOYO,15,767.04205801200,0+300,0+400,15,,,,,
4002 - JL. LETJEN SUTOYO,16,767.04205801200,0+400,0+500,16,,,,,
4002 - JL. LETJEN SUTOYO,17,767.04205801200,0+500,0+600,17,,,,,
4002 - JL. LETJEN SUTOYO,18,767.04205801200,0+700,0+767,18,,,,,
4003 - JL. S. TENDEAN,20,1577.94351783000,0+000,0+100,20,,,,,
4003 - JL. S. TENDEAN,21,1577.94351783000,0+100,0+200,21,,,,,
4003 - JL. S. TENDEAN,22,1577.94351783000,0+200,0+300,22,,,,,
4003 - JL. S. TENDEAN,23,1577.94351783000,0+300,0+400,23,,,,,
4003 - JL. S. TENDEAN,24,1577.94351783000,0+400,0+500,24,,,,,
4003 - JL. S. TENDEAN,25,1577.94351783000,0+500,0+600,25,,,,,
4003 - JL. S. TENDEAN,26,1577.94351783000,0+600,0+700,26,,,,,
4003 - JL. S. TENDEAN,27,1577.94351783000,0+700,0+800,27,,,,,
4003 - JL. S. TENDEAN,28,1577.94351783000,0+800,0+900,28,,,,,
4003 - JL. S. TENDEAN,29,1577.94351783000,0+900,1+000,29,,,,,
4003 - JL. S. TENDEAN,30,1577.94351783000,1+000,1+100,30,,,,,
4003 - JL. S. TENDEAN,31,1577.94351783000,1+100,1+200,31,,,,,
4003 - JL. S. TENDEAN,32,1577.94351783000,1+200,1+300,32,,,,,
4003 - JL. S. TENDEAN,33,1577.94351783000,1+300,1+400,33,,,,,
4003 - JL. S. TENDEAN,34,1577.94351783000,1+500,1+577,34,,,,,
4004 - JL. DIPONEGORO,36,1170.07889407000,0+000,0+100,36,,,,,
4004 - JL. DIPONEGORO,37,1170.07889407000,0+100,0+200,37,,,,,
4004 - JL. DIPONEGORO,38,1170.07889407000,0+200,0+300,38,,,,,
4004 - JL. DIPONEGORO,39,1170.07889407000,0+300,0+400,39,,,,,
4004 - JL. DIPONEGORO,40,1170.07889407000,0+400,0+500,40,,,,,
4004 - JL. DIPONEGORO,41,1170.07889407000,0+500,0+600,41,,,,,
4004 - JL. DIPONEGORO,42,1170.07889407000,0+600,0+700,42,,,,,
4004 - JL. DIPONEGORO,43,1170.07889407000,0+700,0+800,43,,,,,
4004 - JL. DIPONEGORO,44,1170.07889407000,0+800,0+900,44,,,,,
4004 - JL. DIPONEGORO,45,1170.07889407000,0+900,1+000,45,,,,,
4004 - JL. DIPONEGORO,46,1170.07889407000,1+100,1+170,46,,,,,
4005 - JL. SINGOLUDRO,48,1075.21828042000,0+000,0+100,48,,,,,
4005 - JL. SINGOLUDRO,49,1075.21828042000,0+100,0+200,49,,,,,
4005 - JL. SINGOLUDRO,50,1075.21828042000,0+200,0+300,50,,,,,
4005 - JL. SINGOLUDRO,51,1075.21828042000,0+300,0+400,51,,,,,
4005 - JL. SINGOLUDRO,52,1075.21828042000,0+400,0+500,52,,,,,
4005 - JL. SINGOLUDRO,53,1075.21828042000,0+500,0+600,53,,,,,
4005 - JL. SINGOLUDRO,54,1075.21828042000,0+600,0+700,54,,,,,
4005 - JL. SINGOLUDRO,55,1075.21828042000,0+700,0+800,55,,,,,
4005 - JL. SINGOLUDRO,56,1075.21828042000,0+800,0+900,56,,,,,
4005 - JL. SINGOLUDRO,57,1075.21828042000,1+000,1+075,57,,,,,
4006 - JL. KOL. MARHADI,59,695.28340880500,0+000,0+100,59,,,,,
4006 - JL. KOL. MARHADI,60,695.28340880500,0+100,0+200,60,,,,,
4006 - JL. KOL. MARHADI,61,695.28340880500,0+200,0+300,61,,,,,
4006 - JL. KOL. MARHADI,62,695.28340880500,0+300,0+400,62,,,,,
4006 - JL. KOL. MARHADI,63,695.28340880500,0+400,0+500,63,,,,,
4006 - JL. KOL. MARHADI,64,695.28340880500,0+600,0+695,64,,,,,
4007 - JL. MT. HARYONO,66,1625.38510805000,0+000,0+100,66,,,,,
4007 - JL. MT. HARYONO,67,1625.38510805000,0+100,0+200,67,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
4007 - JL. MT. HARYONO,68,1625.38510805000,0+200,0+300,68,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
4007 - JL. MT. HARYONO,69,1625.38510805000,0+300,0+400,69,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
4007 - JL. MT. HARYONO,70,1625.38510805000,0+400,0+500,70,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
4007 - JL. MT. HARYONO,71,1625.38510805000,0+500,0+600,71,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
4007 - JL. MT. HARYONO,72,1625.38510805000,0+600,0+700,72,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
4007 - JL. MT. HARYONO,73,1625.38510805000,0+700,0+800,73,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
4007 - JL. MT. HARYONO,74,1625.38510805000,0+800,0+900,74,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
4007 - JL. MT. HARYONO,75,1625.38510805000,0+900,1+000,75,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
4007 - JL. MT. HARYONO,76,1625.38510805000,1+000,1+100,76,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
4007 - JL. MT. HARYONO,77,1625.38510805000,1+100,1+200,77,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
4007 - JL. MT. HARYONO,78,1625.38510805000,1+200,1+300,78,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
4007 - JL. MT. HARYONO,79,1625.38510805000,1+300,1+400,79,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
4007 - JL. MT. HARYONO,80,1625.38510805000,1+400,1+500,80,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
4007 - JL. MT. HARYONO,81,1625.38510805000,1+600,1+625,81,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
4008 - JL. H. AGUS SALIM,83,696.67154366900,0+000,0+100,83,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
4008 - JL. H. AGUS SALIM,84,696.67154366900,0+100,0+200,84,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
4008 - JL. H. AGUS SALIM,85,696.67154366900,0+200,0+300,85,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
4008 - JL. H. AGUS SALIM,86,696.67154366900,0+300,0+400,86,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
4008 - JL. H. AGUS SALIM,87,696.67154366900,0+400,0+500,87,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
4008 - JL. H. AGUS SALIM,88,696.67154366900,0+600,0+696,88,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
4009 - JL. FLAMBOYAN,90,444.84859355300,0+000,0+100,90,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
4009 - JL. FLAMBOYAN,91,444.84859355300,0+100,0+200,91,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
4009 - JL. FLAMBOYAN,92,444.84859355300,0+200,0+300,92,,,,,
4009 - JL. FLAMBOYAN,93,444.84859355300,0+400,0+444,93,,,,,
4010 - JL. DAHLIA,95,118.46596733600,0+000,0+100,95,,,,,
4011 - JL. NUSA INDAH,97,436.39962923100,0+000,0+100,97,,,,,
4011 - JL. NUSA INDAH,98,436.39962923100,0+100,0+200,98,,,,,
4011 - JL. NUSA INDAH,99,436.39962923100,0+200,0+300,99,,,,,
4011 - JL. NUSA INDAH,100,436.39962923100,0+400,0+436,100,,,,,
4012 - JL. KENANGA,102,430.16901950000,0+000,0+100,102,,,,,
4012 - JL. KENANGA,103,430.16901950000,0+100,0+200,103,,,,,
4012 - JL. KENANGA,104,430.16901950000,0+200,0+300,104,,,,,
4012 - JL. KENANGA,105,430.16901950000,0+400,0+430,105,,,,,
4013 - JL. ANGGREK,107,455.82925345400,0+000,0+100,107,,,,,
4013 - JL. ANGGREK,108,455.82925345400,0+100,0+200,108,,,,,
4013 - JL. ANGGREK,109,455.82925345400,0+200,0+300,109,,,,,
4013 - JL. ANGGREK,110,455.82925345400,0+400,0+455,110,,,,,
4014 - JL. CEMPAKA,112,648.53833525500,0+000,0+100,112,,,,,
4014 - JL. CEMPAKA,113,648.53833525500,0+100,0+200,113,,,,,
4014 - JL. CEMPAKA,114,648.53833525500,0+200,0+300,114,,,,,
4014 - JL. CEMPAKA,115,648.53833525500,0+300,0+400,115,,,,,
4014 - JL. CEMPAKA,116,648.53833525500,0+400,0+500,116,,,,,
4014 - JL. CEMPAKA,117,648.53833525500,0+600,0+648,117,,,,,
4015 - JL. TANJUNG,119,205.79138812700,0+000,0+100,119,,,,,
4015 - JL. TANJUNG,120,205.79138812700,0+200,0+205,120,,,,,
4016 - JL. MELATI,122,262.26581516300,0+000,0+100,122,,,,,
4016 - JL. MELATI,123,262.26581516300,0+200,0+262,123,,,,,
4017 - JL. KEMUNING,125,553.06629999800,0+000,0+100,125,,,,,
4017 - JL. KEMUNING,126,553.06629999800,0+100,0+200,126,,,,,
4017 - JL. KEMUNING,127,553.06629999800,0+200,0+300,127,,,,,
4017 - JL. KEMUNING,128,553.06629999800,0+300,0+400,128,,,,,
4017 - JL. KEMUNING,129,553.06629999800,0+500,0+553,129,,,,,
4018 - JL. SERUNI,131,386.64964338000,0+000,0+100,131,,,,,
4018 - JL. SERUNI,132,386.64964338000,0+100,0+200,132,,,,,
4018 - JL. SERUNI,133,386.64964338000,0+300,0+386,133,,,,,
4019 - JL. GARUDA,135,161.76861117900,0+000,0+100,135,,,,,
4020 - JL. DR. SUTOMO,137,665.14385003500,0+000,0+100,137,,,,,
4020 - JL. DR. SUTOMO,138,665.14385003500,0+100,0+200,138,,,,,
4020 - JL. DR. SUTOMO,139,665.14385003500,0+200,0+300,139,,,,,
4020 - JL. DR. SUTOMO,140,665.14385003500,0+300,0+400,140,,,,,
4020 - JL. DR. SUTOMO,141,665.14385003500,0+400,0+500,141,,,,,
4020 - JL. DR. SUTOMO,142,665.14385003500,0+600,0+685,142,,,,,
4021 - JL. PENANGGUNGAN,144,234.47697718200,0+000,0+100,144,,,,,
4021 - JL. PENANGGUNGAN,145,234.47697718200,0+200,0+234,145,,,,,
4022 - JL. PANDAN,147,244.76979559900,0+000,0+100,147,,,,,
4022 - JL. PANDAN,148,244.76979559900,0+200,0+244,148,,,,,
4023 - JL. SEMERU,150,270.75358416200,0+000,0+100,150,,,,,
4023 - JL. SEMERU,151,270.75358416200,0+200,0+270,151,,,,,
4024 - JL. RINJANI,153,205.55865545300,0+000,0+100,153,,,,,
4024 - JL. RINJANI,154,205.55865545300,0+200,0+205,154,,,,,
4025 - JL. DIENG,156,375.20757709400,0+000,0+100,156,,,,,
4025 - JL. DIENG,157,375.20757709400,0+100,0+200,157,,,,,
4025 - JL. DIENG,158,375.20757709400,0+300,0+375,158,,,,,
4026 - JL. SERAYU,160,127.20048371000,0+000,0+100,160,,,,,
4027 - JL. CISADANE,162,122.91038172000,0+000,0+100,162,,,,,
4028 - JL. MUSI,164,369.66270448100,0+000,0+100,164,,,,,
4028 - JL. MUSI,165,369.66270448100,0+100,0+200,165,,,,,
4028 - JL. MUSI,166,369.66270448100,0+300,0+369,166,,,,,
4029 - JL. CITARUM,168,129.89632832300,0+000,0+100,168,,,,,
4030 - JL. ANJASMORO,170,247.23504242600,0+000,0+100,170,,,,,
4030 - JL. ANJASMORO,171,247.23504242600,0+200,0+247,171,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
4031 - JL. CILIWUNG,173,377.66743090000,0+000,0+100,173,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
4031 - JL. CILIWUNG,174,377.66743090000,0+100,0+200,174,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
